# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Anidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PDE_09199	AN8411
2	2	1	PDE_09200	AN8410
2	2	1	PDE_09201	AN8409
2	2	1	PDE_09202	AN8408
2	2	1	PDE_09203	AN3419
2	2	1	PDE_09205	AN6690
2	2	1	PDE_09208	AN11898
2	2	1	PDE_09212	AN8405
2	2	1	PDE_09214	AN6695
2	2	1	PDE_09216	AN6696
2	2	1	PDE_09218	AN6697
2	2	1	PDE_09220	AN10042
2	2	1	PDE_09221	AN6698
2	2	1	PDE_09222	AN6699
2	2	1	PDE_09223	AN3414
2	2	1	PDE_09224	AN6694
2	2	1	PDE_09227	AN11098
2	2	1	PDE_09229	AN0147
2	2	1	PDE_00012	AN8151
2	2	1	PDE_09232	AN1088
2	2	1	PDE_09233	AN10023
2	2	1	PDE_09234	AN10044
2	2	1	PDE_09236	AN10049
2	2	1	PDE_09237	AN0150
2	2	1	PDE_09238	AN0149
2	2	1	PDE_09239	AN0146
2	2	1	PDE_00010	AN11916
2	2	1	PDE_09244	AN10021
2	2	1	PDE_09249	AN0551
2	2	1	PDE_09253	AN3255
2	2	1	PDE_09254	AN6705
2	2	1	PDE_09255	AN6706
2	2	1	PDE_09256	AN6707
2	2	1	PDE_09257	AN6700
2	2	1	PDE_09260	AN6702
2	2	1	PDE_09261	AN6703
2	2	1	PDE_09265	AN6716
2	2	1	PDE_09266	AN6715
2	2	1	PDE_09268	AN6714
2	2	1	PDE_09269	AN6713
2	2	1	PDE_09270	AN5017
2	2	1	PDE_09273	AN8100
2	2	1	PDE_09276	AN2292
2	2	1	PDE_09277	AN2293
2	2	1	PDE_09278	AN6093
2	2	1	PDE_09279	AN7313
2	2	1	PDE_09280	AN11332
2	2	1	PDE_09281	AN2294
2	2	1	PDE_09282	AN2295
2	2	1	PDE_09283	AN3429
2	2	1	PDE_09285	AN10274
2	2	1	PDE_09286	AN0963
2	2	1	PDE_09290	AN7364
2	2	1	PDE_09293	AN2282
2	2	1	PDE_09294	AN2283
2	2	1	PDE_09296	AN2284
2	2	1	PDE_09297	AN2285
2	2	1	PDE_00009	AN11917
2	2	1	PDE_09301	AN2248
2	2	1	PDE_09302	AN10280
2	2	1	PDE_09303	AN10281
2	2	1	PDE_09304	AN10282
2	2	1	PDE_09305	AN2247
2	2	1	PDE_09306	AN2246
2	2	1	PDE_09307	AN2245
2	2	1	PDE_09308	AN2244
2	2	1	PDE_09309	AN2243
2	2	1	PDE_09310	AN2241
2	2	1	PDE_09311	AN2240
2	2	1	PDE_09312	AN2238
2	2	1	PDE_09313	AN2237
2	2	1	PDE_09314	AN6950
2	2	1	PDE_09316	AN6721
2	2	1	PDE_09318	AN2290
2	2	1	PDE_09320	AN10013
2	2	1	PDE_09321	AN2289
2	2	1	PDE_09322	AN2288
2	2	1	PDE_09323	AN2287
2	2	1	PDE_09324	AN2249
2	2	1	PDE_09327	AN2251
2	2	1	PDE_09328	AN2252
2	2	1	PDE_09329	AN2869
2	2	1	PDE_09331	AN12476
2	2	1	PDE_09332	AN2255
2	2	1	PDE_09333	AN2060
2	2	1	PDE_09334	AN2256
2	2	1	PDE_09335	AN2257
2	2	1	PDE_09336	AN2258
2	2	1	PDE_09337	AN2259
2	2	1	PDE_09338	AN2260
2	2	1	PDE_09339	AN2261
2	2	1	PDE_09340	AN2262
2	2	1	PDE_09341	AN2263
2	2	1	PDE_09342	AN12335
2	2	1	PDE_09343	AN12336
2	2	1	PDE_09344	AN12337
2	2	1	PDE_09345	AN2265
2	2	1	PDE_09349	AN2266
2	2	1	PDE_09350	AN2267
2	2	1	PDE_09351	AN2268
2	2	1	PDE_09352	AN2269
2	2	1	PDE_09353	AN3175
2	2	1	PDE_09355	AN2270
2	2	1	PDE_09356	AN12338
2	2	1	PDE_09357	AN2271
2	2	1	PDE_09358	AN2272
2	2	1	PDE_09359	AN2273
2	2	1	PDE_09360	AN2274
2	2	1	PDE_09361	AN2275
2	2	1	PDE_09362	AN2277
2	2	1	PDE_09363	AN2278
2	2	1	PDE_09364	AN4684
2	2	1	PDE_09365	AN11975
2	2	1	PDE_09366	AN4683
2	2	1	PDE_09367	AN4682
2	2	1	PDE_09368	AN4680
2	2	1	PDE_09370	AN4678
2	2	1	PDE_09373	AN4674
2	2	1	PDE_09375	AN12126
2	2	1	PDE_09377	AN7938
2	2	1	PDE_09379	AN4673
2	2	1	PDE_09380	AN2393
2	2	1	PDE_09381	AN4672
2	2	1	PDE_09382	AN4671
2	2	1	PDE_09383	AN4670
2	2	1	PDE_09384	AN4669
2	2	1	PDE_09386	AN4720
2	2	1	PDE_09387	AN12100
2	2	1	PDE_09388	AN3355
2	2	1	PDE_09389	AN6518
2	2	1	PDE_00008	AN6403
2	2	1	PDE_09392	AN0225
2	2	1	PDE_09393	AN0226
2	2	1	PDE_09395	AN3199
2	2	1	PDE_09396	AN10030
2	2	1	PDE_09397	AN0239
2	2	1	PDE_09398	AN0240
2	2	1	PDE_09399	AN0241
2	2	1	PDE_09400	AN0242
2	2	1	PDE_09401	AN0243
2	2	1	PDE_09402	AN2830
2	2	1	PDE_09405	AN4728
2	2	1	PDE_09408	AN4729
2	2	1	PDE_09412	AN10338
2	2	1	PDE_09413	AN1133
2	2	1	PDE_00007	AN0485
2	2	1	PDE_09415	AN4733
2	2	1	PDE_09417	AN7402
2	2	1	PDE_09418	AN8822
2	2	1	PDE_00004	AN6395
2	2	1	PDE_09420	AN11073
2	2	1	PDE_09422	AN5034
2	2	1	PDE_09431	AN8165
2	2	1	PDE_09432	AN12171
2	2	1	PDE_09433	AN8170
2	2	1	PDE_09434	AN8168
2	2	1	PDE_09436	AN8169
2	2	1	PDE_09437	AN8164
2	2	1	PDE_09438	AN12172
2	2	1	PDE_09439	AN8172
2	2	1	PDE_09440	AN8173
2	2	1	PDE_09441	AN8175
2	2	1	PDE_09443	AN8176
2	2	1	PDE_09448	AN8177
2	2	1	PDE_09449	AN8179
2	2	1	PDE_09451	AN8180
2	2	1	PDE_09452	AN9171
2	2	1	PDE_09454	AN8181
2	2	1	PDE_09455	AN12173
2	2	1	PDE_09456	AN8182
2	2	1	PDE_09457	AN8183
2	2	1	PDE_09458	AN8184
2	2	1	PDE_09459	AN11052
2	2	1	PDE_09460	AN8187
2	2	1	PDE_09461	AN8188
2	2	1	PDE_09462	AN8190
2	2	1	PDE_09464	AN8191
2	2	1	PDE_09465	AN8192
2	2	1	PDE_09466	AN8193
2	2	1	PDE_09467	AN9460
2	2	1	PDE_09468	AN12426
2	2	1	PDE_09469	AN9461
2	2	1	PDE_09471	AN8194
2	2	1	PDE_09477	AN8197
2	2	1	PDE_09479	AN2026
2	2	1	PDE_09480	AN11597
2	2	1	PDE_09481	AN8200
2	2	1	PDE_09482	AN8201
2	2	1	PDE_09484	AN7517
2	2	1	PDE_09485	AN8202
2	2	1	PDE_09486	AN8203
2	2	1	PDE_09487	AN8204
2	2	1	PDE_09488	AN8205
2	2	1	PDE_09489	AN8206
2	2	1	PDE_09490	AN8208
2	2	1	PDE_09491	AN8209
2	2	1	PDE_09494	AN12403
2	2	1	PDE_09495	AN3779
2	2	1	PDE_09496	AN5368
2	2	1	PDE_09497	AN12404
2	2	1	PDE_09498	AN8211
2	2	1	PDE_09499	AN8212
2	2	1	PDE_09500	AN8213
2	2	1	PDE_09501	AN8214
2	2	1	PDE_09502	AN8215
2	2	1	PDE_09503	AN12343
2	2	1	PDE_09504	AN8216
2	2	1	PDE_09505	AN11054
2	2	1	PDE_09507	AN11058
2	2	1	PDE_09508	AN11059
2	2	1	PDE_09509	AN8219
2	2	1	PDE_09510	AN8224
2	2	1	PDE_09511	AN8225
2	2	1	PDE_09512	AN8226
2	2	1	PDE_09513	AN8227
2	2	1	PDE_09514	AN11060
2	2	1	PDE_09515	AN11055
2	2	1	PDE_09516	AN12344
2	2	1	PDE_09517	AN8229
2	2	1	PDE_09518	AN11056
2	2	1	PDE_09519	AN8231
2	2	1	PDE_09520	AN8232
2	2	1	PDE_09521	AN8233
2	2	1	PDE_09522	AN8234
2	2	1	PDE_09523	AN8235
2	2	1	PDE_09525	AN8236
2	2	1	PDE_09527	AN8237
2	2	1	PDE_09531	AN9522
2	2	1	PDE_09534	AN2614
2	2	1	PDE_09538	AN11068
2	2	1	PDE_09540	AN8244
2	2	1	PDE_09542	AN11063
2	2	1	PDE_09543	AN11069
2	2	1	PDE_09544	AN8246
2	2	1	PDE_09545	AN8247
2	2	1	PDE_09546	AN12201
2	2	1	PDE_09547	AN8248
2	2	1	PDE_09548	AN8251
2	2	1	PDE_09549	AN2470
2	2	1	PDE_09550	AN11070
2	2	1	PDE_09551	AN12202
2	2	1	PDE_09552	AN8253
2	2	1	PDE_09553	AN8254
2	2	1	PDE_09554	AN12203
2	2	1	PDE_09555	AN12204
2	2	1	PDE_09556	AN8256
2	2	1	PDE_09557	AN12205
2	2	1	PDE_09558	AN8257
2	2	1	PDE_09559	AN8258
2	2	1	PDE_09560	AN8259
2	2	1	PDE_09561	AN11065
2	2	1	PDE_09562	AN11071
2	2	1	PDE_09564	AN12206
2	2	1	PDE_09565	AN8800
2	2	1	PDE_09566	AN8799
2	2	1	PDE_09567	AN8798
2	2	1	PDE_09568	AN11018
2	2	1	PDE_09572	AN11019
2	2	1	PDE_09573	AN7741
2	2	1	PDE_09574	AN7739
2	2	1	PDE_09578	AN7736
2	2	1	PDE_09579	AN7729
2	2	1	PDE_09581	AN7727
2	2	1	PDE_09582	AN7726
2	2	1	PDE_09583	AN7733
2	2	1	PDE_09585	AN7734
2	2	1	PDE_09587	AN11007
2	2	1	PDE_09588	AN11005
2	2	1	PDE_09589	AN7732
2	2	1	PDE_09590	AN5376
2	2	1	PDE_09593	AN7725
2	2	1	PDE_09594	AN7721
2	2	1	PDE_09595	AN7720
2	2	1	PDE_09596	AN7719
2	2	1	PDE_09597	AN11004
2	2	1	PDE_09599	AN7717
2	2	1	PDE_09601	AN7722
2	2	1	PDE_09602	AN7723
2	2	1	PDE_09603	AN7724
2	2	1	PDE_09604	AN7715
2	2	1	PDE_09605	AN7714
2	2	1	PDE_09607	AN7712
2	2	1	PDE_09608	AN7711
2	2	1	PDE_09609	AN7710
2	2	1	PDE_09610	AN7709
2	2	1	PDE_09611	AN7708
2	2	1	PDE_09612	AN7707
2	2	1	PDE_09613	AN7706
2	2	1	PDE_09614	AN7705
2	2	1	PDE_09615	AN7704
2	2	1	PDE_09617	AN11001
2	2	1	PDE_09618	AN7701
2	2	1	PDE_09620	AN7700
2	2	1	PDE_09623	AN7699
2	2	1	PDE_09624	AN7245
2	2	1	PDE_09626	AN8943
2	2	1	PDE_09630	AN7697
2	2	1	PDE_09632	AN7698
2	2	1	PDE_09633	AN12001
2	2	1	PDE_09634	AN12000
2	2	1	PDE_09635	AN4658
2	2	1	PDE_09636	AN8796
2	2	1	PDE_09637	AN8797
2	2	1	PDE_09640	AN7742
2	2	1	PDE_09641	AN7743
2	2	1	PDE_09642	AN7744
2	2	1	PDE_09643	AN7754
2	2	1	PDE_09644	AN7753
2	2	1	PDE_09645	AN7752
2	2	1	PDE_09647	AN11022
2	2	1	PDE_09649	AN11008
2	2	1	PDE_09651	AN7748
2	2	1	PDE_09652	AN7749
2	2	1	PDE_09653	AN5236
2	2	1	PDE_09654	AN7750
2	2	1	PDE_09655	AN7747
2	2	1	PDE_09656	AN7746
2	2	1	PDE_09657	AN7745
2	2	1	PDE_09658	AN7755
2	2	1	PDE_09660	AN7757
2	2	1	PDE_09661	AN7758
2	2	1	PDE_09662	AN7759
2	2	1	PDE_09663	AN7760
2	2	1	PDE_09664	AN7761
2	2	1	PDE_09665	AN7762
2	2	1	PDE_09667	AN12084
2	2	1	PDE_09669	AN11023
2	2	1	PDE_09670	AN11009
2	2	1	PDE_09671	AN7764
2	2	1	PDE_09672	AN3378
2	2	1	PDE_09674	AN3489
2	2	1	PDE_09678	AN5418
2	2	1	PDE_09679	AN4738
2	2	1	PDE_09680	AN7771
2	2	1	PDE_09681	AN7770
2	2	1	PDE_09683	AN7785
2	2	1	PDE_09684	AN11010
2	2	1	PDE_09685	AN7783
2	2	1	PDE_09686	AN3951
2	2	1	PDE_09687	AN7631
2	2	1	PDE_09689	AN7630
2	2	1	PDE_09691	AN7629
2	2	1	PDE_09692	AN7628
2	2	1	PDE_09693	AN7641
2	2	1	PDE_09694	AN10987
2	2	1	PDE_09695	AN10975
2	2	1	PDE_09696	AN7622
2	2	1	PDE_09701	AN2207
2	2	1	PDE_09702	AN2208
2	2	1	PDE_09703	AN2209
2	2	1	PDE_09704	AN2210
2	2	1	PDE_09705	AN2211
2	2	1	PDE_09706	AN2212
2	2	1	PDE_09707	AN2213
2	2	1	PDE_09708	AN2214
2	2	1	PDE_09709	AN2218
2	2	1	PDE_09710	AN2217
2	2	1	PDE_09711	AN2216
2	2	1	PDE_09712	AN2215
2	2	1	PDE_09714	AN8571
2	2	1	PDE_09716	AN2219
2	2	1	PDE_09718	AN12475
2	2	1	PDE_09719	AN2222
2	2	1	PDE_09720	AN2223
2	2	1	PDE_09721	AN2224
2	2	1	PDE_09722	AN6820
2	2	1	PDE_09724	AN2225
2	2	1	PDE_09725	AN2226
2	2	1	PDE_09727	AN2229
2	2	1	PDE_09729	AN2231
2	2	1	PDE_09730	AN2232
2	2	1	PDE_09731	AN2233
2	2	1	PDE_09732	AN2234
2	2	1	PDE_09733	AN2235
2	2	1	PDE_09734	AN10283
2	2	1	PDE_09735	AN10278
2	2	1	PDE_09737	AN2236
2	2	1	PDE_09739	AN6315
2	2	1	PDE_09740	AN12402
2	2	1	PDE_09742	AN6449
2	2	1	PDE_09743	AN6444
2	2	1	PDE_09744	AN6446
2	2	1	PDE_09745	AN6314
2	2	1	PDE_09747	AN7274
2	2	1	PDE_09748	AN9313
2	2	1	PDE_09751	AN1753
2	2	1	PDE_09752	AN2281
2	2	1	PDE_09753	AN2280
2	2	1	PDE_09754	AN2279
2	2	1	PDE_09755	AN4685
2	2	1	PDE_09756	AN4687
2	2	1	PDE_09757	AN4688
2	2	1	PDE_09764	AN10862
2	2	1	PDE_09766	AN4689
2	2	1	PDE_09769	AN4690
2	2	1	PDE_09770	AN4691
2	2	1	PDE_09771	AN10588
2	2	1	PDE_09773	AN10580
2	2	1	PDE_09774	AN4694
2	2	1	PDE_09777	AN4696
2	2	1	PDE_09780	AN4702
2	2	1	PDE_09782	AN4701
2	2	1	PDE_09783	AN4700
2	2	1	PDE_09784	AN4699
2	2	1	PDE_09789	AN4698
2	2	1	PDE_09792	AN4697
2	2	1	PDE_09796	AN3994
2	2	1	PDE_09797	AN3995
2	2	1	PDE_09798	AN4705
2	2	1	PDE_09799	AN4706
2	2	1	PDE_09800	AN4707
2	2	1	PDE_09801	AN4708
2	2	1	PDE_09803	AN4709
2	2	1	PDE_09804	AN4710
2	2	1	PDE_09805	AN4711
2	2	1	PDE_09807	AN10589
2	2	1	PDE_09808	AN4713
2	2	1	PDE_09809	AN4714
2	2	1	PDE_09810	AN8565
2	2	1	PDE_09812	AN4716
2	2	1	PDE_09813	AN4717
2	2	1	PDE_09814	AN4718
2	2	1	PDE_09816	AN4719
2	2	1	PDE_09818	AN4667
2	2	1	PDE_09819	AN4666
2	2	1	PDE_09821	AN4664
2	2	1	PDE_09822	AN4663
2	2	1	PDE_09823	AN4662
2	2	1	PDE_09824	AN4659
2	2	1	PDE_09825	AN8795
2	2	1	PDE_09826	AN8794
2	2	1	PDE_09828	AN8793
2	2	1	PDE_09829	AN8801
2	2	1	PDE_09832	AN8803
2	2	1	PDE_09834	AN8804
2	2	1	PDE_09835	AN8805
2	2	1	PDE_09836	AN8806
2	2	1	PDE_09837	AN8807
2	2	1	PDE_09839	AN8808
2	2	1	PDE_09840	AN8809
2	2	1	PDE_09841	AN11123
2	2	1	PDE_09842	AN8810
2	2	1	PDE_09843	AN8811
2	2	1	PDE_09844	AN11631
2	2	1	PDE_09846	AN8812
2	2	1	PDE_09847	AN8814
2	2	1	PDE_09848	AN8813
2	2	1	PDE_09849	AN8817
2	2	1	PDE_09852	AN8815
2	2	1	PDE_09857	AN12435
2	2	1	PDE_09858	AN9481
2	2	1	PDE_09859	AN9482
2	2	1	PDE_09860	AN8820
2	2	1	PDE_09861	AN8821
2	2	1	PDE_09864	AN10601
2	2	1	PDE_09865	AN8167
2	2	1	PDE_09867	AN8163
2	2	1	PDE_09868	AN8129
2	2	1	PDE_09869	AN9506
2	2	1	PDE_09870	AN12449
2	2	1	PDE_09871	AN8116
2	2	1	PDE_09875	AN8117
2	2	1	PDE_09876	AN8118
2	2	1	PDE_09877	AN8119
2	2	1	PDE_09878	AN8120
2	2	1	PDE_09879	AN8121
2	2	1	PDE_09880	AN8122
2	2	1	PDE_09881	AN8125
2	2	1	PDE_09882	AN8108
2	2	1	PDE_09884	AN2606
2	2	1	PDE_09887	AN7996
2	2	1	PDE_09888	AN7997
2	2	1	PDE_09889	AN9467
2	2	1	PDE_09891	AN8001
2	2	1	PDE_09892	AN8002
2	2	1	PDE_09893	AN8003
2	2	1	PDE_09894	AN3481
2	2	1	PDE_09895	AN7994
2	2	1	PDE_09896	AN7993
2	2	1	PDE_09897	AN7992
2	2	1	PDE_09899	AN8010
2	2	1	PDE_09900	AN8009
2	2	1	PDE_09902	AN8012
2	2	1	PDE_09903	AN8013
2	2	1	PDE_09904	AN8014
2	2	1	PDE_09905	AN8015
2	2	1	PDE_09906	AN8016
2	2	1	PDE_09908	AN8017
2	2	1	PDE_09909	AN0195
2	2	1	PDE_09910	AN6151
2	2	1	PDE_09914	AN8021
2	2	1	PDE_09915	AN8023
2	2	1	PDE_09917	AN8024
2	2	1	PDE_09919	AN8031
2	2	1	PDE_09920	AN8032
2	2	1	PDE_09921	AN11045
2	2	1	PDE_09922	AN11032
2	2	1	PDE_09923	AN8034
2	2	1	PDE_09924	AN8059
2	2	1	PDE_09925	AN8056
2	2	1	PDE_09927	AN8055
2	2	1	PDE_09929	AN8054
2	2	1	PDE_09930	AN11041
2	2	1	PDE_09931	AN8053
2	2	1	PDE_09937	AN8051
2	2	1	PDE_09941	AN3341
2	2	1	PDE_09942	AN8050
2	2	1	PDE_09943	AN8049
2	2	1	PDE_09944	AN8048
2	2	1	PDE_09945	AN11040
2	2	1	PDE_09946	AN11033
2	2	1	PDE_09947	AN8046
2	2	1	PDE_09948	AN8045
2	2	1	PDE_09949	AN8044
2	2	1	PDE_09951	AN8042
2	2	1	PDE_09952	AN8041
2	2	1	PDE_09953	AN8040
2	2	1	PDE_09954	AN8039
2	2	1	PDE_09956	AN8038
2	2	1	PDE_09960	AN8036
2	2	1	PDE_09961	AN8035
2	2	1	PDE_09962	AN8061
2	2	1	PDE_09964	AN8063
2	2	1	PDE_09965	AN8064
2	2	1	PDE_09966	AN8065
2	2	1	PDE_09967	AN8066
2	2	1	PDE_09968	AN8067
2	2	1	PDE_09969	AN8068
2	2	1	PDE_09970	AN8069
2	2	1	PDE_09972	AN8070
2	2	1	PDE_09973	AN3784
2	2	1	PDE_09975	AN8071
2	2	1	PDE_09976	AN8072
2	2	1	PDE_09977	AN8073
2	2	1	PDE_09978	AN8074
2	2	1	PDE_09979	AN8075
2	2	1	PDE_09981	AN8076
2	2	1	PDE_09982	AN5049
2	2	1	PDE_09984	AN8078
2	2	1	PDE_09985	AN8079
2	2	1	PDE_09986	AN11046
2	2	1	PDE_09988	AN1571
2	2	1	PDE_09991	AN9308
2	2	1	PDE_09994	AN2601
2	2	1	PDE_09995	AN2534
2	2	1	PDE_09999	AN8140
2	2	1	PDE_10000	AN8144
2	2	1	PDE_10001	AN8143
2	2	1	PDE_10002	AN12376
2	2	1	PDE_10003	AN8530
2	2	1	PDE_10005	AN8142
2	2	1	PDE_10008	AN1598
2	2	1	PDE_10009	AN9227
2	2	1	PDE_10010	AN7522
2	4	0.146	PDE_07206,PDE_06327	AN7818,AN11013
2	2	1	PDE_04015	AN3281
1	1	0	*	AN6101
1	1	0	*	AN4126
1	1	0	*	AN3856
1	1	0	*	AN3227
1	1	0	*	AN3998
1	1	0	*	AN11125
1	1	0	*	AN6788
1	1	0	*	AN12311
1	1	0	*	AN3773
1	1	0	*	AN7532
1	1	0	*	AN6923
1	1	0	*	AN6106
1	1	0	*	AN11875
1	1	0	*	AN3318
1	1	0	*	AN9517
1	1	0	*	AN8602
1	1	0	*	AN8775
1	1	0	*	AN11861
1	1	0	*	AN1645
1	1	0	*	AN3512
1	1	0	*	AN9510
1	1	0	*	AN8509
1	1	0	*	AN2337
1	1	0	*	AN12176
1	1	0	*	AN11709
1	1	0	*	AN11489
1	1	0	*	AN1947
1	1	0	*	AN1603
1	1	0	*	AN5509
1	1	0	*	AN1053
1	1	0	*	AN10912
1	1	0	*	AN6780
1	1	0	*	AN3528
1	1	0	*	AN12156
1	1	0	*	AN10596
1	1	0	*	AN4643
1	1	0	*	AN10717
1	1	0	*	AN0519
1	1	0	*	AN6668
1	1	0	*	AN1307
1	1	0	*	AN0510
1	1	0	*	AN7362
1	1	0	*	AN2645
1	1	0	*	AN7023
1	1	0	*	AN10142
1	1	0	*	AN1925
1	1	0	*	AN11038
1	1	0	*	AN4503
1	1	0	*	AN2187
1	1	0	*	AN8155
1	1	0	*	AN3730
1	1	0	*	AN2789
1	1	0	*	AN2676
1	1	0	*	AN3049
1	1	0	*	AN11212
1	1	0	*	AN7279
1	1	0	*	AN2381
1	1	0	*	AN1724
1	1	0	*	AN1955
1	1	0	*	AN8983
1	1	0	*	AN12021
1	1	0	*	AN5402
1	1	0	*	AN7097
1	1	0	*	AN3366
1	1	0	*	AN4291
1	1	0	*	AN6062
1	1	0	*	AN11779
1	1	0	*	AN10528
1	1	0	*	AN8905
1	1	0	*	AN3353
1	1	0	*	AN9015
1	1	0	*	AN7110
1	1	0	*	AN2704
1	1	0	*	AN8647
1	1	0	*	AN5304
1	1	0	*	AN7850
1	1	0	*	AN2662
1	1	0	*	AN6401
1	1	0	*	AN5655
1	1	0	*	AN10960
1	1	0	*	AN8525
1	1	0	*	AN9264
1	1	0	*	AN9187
1	1	0	*	AN3845
1	1	0	*	AN11977
1	1	0	*	AN7713
1	1	0	*	AN11436
1	1	0	*	AN12028
1	1	0	*	AN11781
1	1	0	*	AN5485
1	1	0	*	AN11225
1	1	0	*	AN3697
1	1	0	*	AN2710
1	1	0	*	AN0527
1	1	0	*	AN12297
1	1	0	*	AN6000
1	1	0	*	AN12041
1	1	0	*	AN9156
1	1	0	*	AN6935
1	1	0	*	AN6927
1	1	0	*	AN11203
1	1	0	*	AN6633
1	1	0	*	AN11872
1	1	0	*	AN1252
1	1	0	*	AN8948
1	1	0	*	AN7129
1	1	0	*	AN7061
1	1	0	*	AN4190
1	1	0	*	AN10403
1	1	0	*	AN2689
1	1	0	*	AN11880
1	1	0	*	AN6450
1	1	0	*	AN2791
1	1	0	*	AN4999
1	1	0	*	AN8568
1	1	0	*	AN10836
1	1	0	*	AN2784
1	1	0	*	AN1617
1	1	0	*	AN2452
1	1	0	*	AN7887
1	1	0	*	AN8472
1	1	0	*	AN6603
1	1	0	*	AN2613
1	1	0	*	AN3820
1	1	0	*	AN9165
1	1	0	*	AN7120
1	1	0	*	AN11172
1	1	0	*	AN11758
1	1	0	*	AN0366
1	1	0	*	AN8958
1	1	0	*	AN6748
1	1	0	*	AN11914
1	1	0	*	AN6964
1	1	0	*	AN5762
1	1	0	*	AN7327
1	1	0	*	AN9282
1	1	0	*	AN1590
1	1	0	*	AN0041
1	1	0	*	AN2035
1	1	0	*	AN2537
1	1	0	*	AN11243
1	1	0	*	AN0383
1	1	0	*	AN5073
1	1	0	*	AN3276
1	1	0	*	AN3966
1	1	0	*	AN2837
1	1	0	*	AN7041
1	1	0	*	AN8915
1	1	0	*	AN7872
1	1	0	*	AN5055
1	1	0	*	AN3256
1	1	0	*	AN3989
1	1	0	*	AN5322
1	1	0	*	AN12165
1	1	0	*	AN5240
1	1	0	*	AN6441
1	1	0	*	AN9002
1	1	0	*	AN7856
1	1	0	*	AN3487
1	1	0	*	AN2753
1	1	0	*	AN11471
1	1	0	*	AN7174
1	1	0	*	AN5173
1	1	0	*	AN3505
1	1	0	*	AN5987
1	1	0	*	AN2397
1	1	0	*	AN2198
1	1	0	*	AN7240
1	1	0	*	AN8148
1	1	0	*	AN5955
1	1	0	*	AN4005
1	1	0	*	AN2220
1	1	0	*	AN10898
1	1	0	*	AN12016
1	1	0	*	AN11820
1	1	0	*	AN6242
1	1	0	*	AN3570
1	1	0	*	AN1790
1	1	0	*	AN9439
1	1	0	*	AN10773
1	1	0	*	AN8370
1	1	0	*	AN3282
1	1	0	*	AN1644
1	1	0	*	AN1321
1	1	0	*	AN12277
1	1	0	*	AN8424
1	1	0	*	AN3280
1	1	0	*	AN4426
1	1	0	*	AN5460
1	1	0	*	AN3521
1	1	0	*	AN1589
1	1	0	*	AN3207
1	1	0	*	AN7460
1	1	0	*	AN2570
1	1	0	*	AN1658
1	1	0	*	AN10289
1	1	0	*	AN9223
1	1	0	*	AN7767
1	1	0	*	AN8734
1	1	0	*	AN5233
1	1	0	*	AN7373
1	1	0	*	AN3237
1	1	0	*	AN5035
1	1	0	*	AN8366
1	1	0	*	AN9261
1	1	0	*	AN8493
1	1	0	*	AN9009
1	1	0	*	AN11533
1	1	0	*	AN11313
1	1	0	*	AN8356
1	1	0	*	AN9250
1	1	0	*	AN11767
1	1	0	*	AN2152
1	1	0	*	AN0742
1	1	0	*	AN0760
1	1	0	*	AN4146
1	1	0	*	AN10625
1	1	0	*	AN7946
1	1	0	*	AN0601
1	1	0	*	AN7912
1	1	0	*	AN6686
1	1	0	*	AN5791
1	1	0	*	AN8572
1	1	0	*	AN10038
1	1	0	*	AN7351
1	1	0	*	AN7999
1	1	0	*	AN2411
1	1	0	*	AN12077
1	1	0	*	AN8313
1	1	0	*	AN2074
1	1	0	*	AN6656
1	1	0	*	AN9283
1	1	0	*	AN1831
1	1	0	*	AN4826
1	1	0	*	AN6465
1	1	0	*	AN7808
1	1	0	*	AN7920
1	1	0	*	AN7817
1	1	0	*	AN1313
1	1	0	*	AN7405
1	1	0	*	AN6882
1	1	0	*	AN7778
1	1	0	*	AN9343
1	1	0	*	AN8553
1	1	0	*	AN3886
1	1	0	*	AN7689
1	1	0	*	AN7083
1	1	0	*	AN0853
1	1	0	*	AN8378
1	1	0	*	AN0019
1	1	0	*	AN0159
1	1	0	*	AN6163
1	1	0	*	AN6701
1	1	0	*	AN3139
1	1	0	*	AN12123
1	1	0	*	AN12120
1	1	0	*	AN8546
1	1	0	*	AN11552
1	1	0	*	AN5369
1	1	0	*	AN2413
1	1	0	*	AN1627
1	1	0	*	AN2721
1	1	0	*	AN5584
1	1	0	*	AN4628
1	1	0	*	AN3486
1	1	0	*	AN8939
1	1	0	*	AN5268
1	1	0	*	AN3398
1	1	0	*	AN1036
1	1	0	*	AN6099
1	1	0	*	AN5360
1	1	0	*	AN0790
1	1	0	*	AN6092
1	1	0	*	AN5287
1	1	0	*	AN5605
1	1	0	*	AN8966
1	1	0	*	AN12458
1	1	0	*	AN5033
1	1	0	*	AN0021
1	1	0	*	AN3792
1	1	0	*	AN6663
1	1	0	*	AN7073
1	1	0	*	AN7873
1	1	0	*	AN9309
1	1	0	*	AN1704
1	1	0	*	AN10759
1	1	0	*	AN8961
1	1	0	*	AN5335
1	1	0	*	AN8391
1	1	0	*	AN9535
1	1	0	*	AN20016
1	1	0	*	AN6016
1	1	0	*	AN1040
1	1	0	*	AN5086
1	1	0	*	AN8457
1	1	0	*	AN5311
1	1	0	*	AN5398
1	1	0	*	AN1100
1	1	0	*	AN10073
1	1	0	*	AN0209
1	1	0	*	AN7038
