# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Scerevisiae_S288C.fasta
1	1	0	PDE_01468	*
1	1	0	PDE_04352	*
1	1	0	PDE_01972	*
1	1	0	PDE_06520	*
1	1	0	PDE_04631	*
1	1	0	PDE_09872	*
1	1	0	PDE_08210	*
1	1	0	PDE_01261	*
1	1	0	PDE_08021	*
1	1	0	PDE_01705	*
1	1	0	PDE_04314	*
1	1	0	PDE_04733	*
1	1	0	PDE_00813	*
1	1	0	PDE_03580	*
1	1	0	PDE_06003	*
1	1	0	PDE_02417	*
1	1	0	PDE_01753	*
1	1	0	PDE_04713	*
1	1	0	PDE_04690	*
1	1	0	PDE_07197	*
1	1	0	PDE_06568	*
1	1	0	PDE_02222	*
1	1	0	PDE_02750	*
1	1	0	PDE_03404	*
1	1	0	PDE_02012	*
1	1	0	PDE_07723	*
1	1	0	PDE_03373	*
1	1	0	PDE_04131	*
1	1	0	PDE_04260	*
1	1	0	PDE_09603	*
1	1	0	PDE_02371	*
1	1	0	PDE_07381	*
1	1	0	PDE_03629	*
1	1	0	PDE_04106	*
1	1	0	PDE_07172	*
1	1	0	PDE_06830	*
1	1	0	PDE_00041	*
1	1	0	PDE_03165	*
1	1	0	PDE_00459	*
1	1	0	PDE_06570	*
1	1	0	PDE_01757	*
1	1	0	PDE_07325	*
1	1	0	PDE_07876	*
1	1	0	PDE_01120	*
1	1	0	PDE_01132	*
1	1	0	PDE_04409	*
1	1	0	PDE_03261	*
1	1	0	PDE_00234	*
1	1	0	PDE_03080	*
1	1	0	PDE_04461	*
1	1	0	PDE_01484	*
1	1	0	PDE_06241	*
1	1	0	PDE_04600	*
1	1	0	PDE_03778	*
1	1	0	PDE_03494	*
1	1	0	PDE_02663	*
1	1	0	PDE_06202	*
1	1	0	PDE_05229	*
1	1	0	PDE_00930	*
1	1	0	PDE_03485	*
1	1	0	PDE_06545	*
1	1	0	PDE_06730	*
1	1	0	PDE_06386	*
1	1	0	PDE_08843	*
1	1	0	PDE_04126	*
1	1	0	PDE_00421	*
1	1	0	PDE_01831	*
1	1	0	PDE_04889	*
1	1	0	PDE_02135	*
1	1	0	PDE_01766	*
1	1	0	PDE_04592	*
1	1	0	PDE_07027	*
1	1	0	PDE_08697	*
1	1	0	PDE_06731	*
1	1	0	PDE_03643	*
1	1	0	PDE_09044	*
1	1	0	PDE_08610	*
1	1	0	PDE_06242	*
1	1	0	PDE_04756	*
1	1	0	PDE_00968	*
1	1	0	PDE_00766	*
1	1	0	PDE_01844	*
1	1	0	PDE_05603	*
1	1	0	PDE_08402	*
1	1	0	PDE_05830	*
1	1	0	PDE_00322	*
1	1	0	PDE_01763	*
1	1	0	PDE_05488	*
1	1	0	PDE_08065	*
1	1	0	PDE_07496	*
1	1	0	PDE_09737	*
1	1	0	PDE_04369	*
1	1	0	PDE_01013	*
1	1	0	PDE_00121	*
1	1	0	PDE_02347	*
1	1	0	PDE_06252	*
1	1	0	PDE_02110	*
1	1	0	PDE_02115	*
1	1	0	PDE_08025	*
1	1	0	PDE_09455	*
1	1	0	PDE_03420	*
1	1	0	PDE_08916	*
1	1	0	PDE_09016	*
1	1	0	PDE_00255	*
1	1	0	PDE_08754	*
1	1	0	PDE_07311	*
1	1	0	PDE_08774	*
1	1	0	PDE_07095	*
1	1	0	PDE_09529	*
1	1	0	PDE_04143	*
1	1	0	PDE_04439	*
1	1	0	PDE_05503	*
1	1	0	PDE_07685	*
1	1	0	PDE_01707	*
1	1	0	PDE_02622	*
1	1	0	PDE_06921	*
1	1	0	PDE_05341	*
1	1	0	PDE_05573	*
1	1	0	PDE_08373	*
1	1	0	PDE_08729	*
1	1	0	PDE_07125	*
1	1	0	PDE_02958	*
1	1	0	PDE_02682	*
1	1	0	PDE_00798	*
1	1	0	PDE_00823	*
1	1	0	PDE_07398	*
1	1	0	PDE_08478	*
1	1	0	PDE_09723	*
1	1	0	PDE_09773	*
1	1	0	PDE_09813	*
1	1	0	PDE_02717	*
1	1	0	PDE_03613	*
1	1	0	PDE_06026	*
1	1	0	PDE_04659	*
1	1	0	PDE_02798	*
1	1	0	PDE_05245	*
1	1	0	PDE_02628	*
1	1	0	PDE_07317	*
1	1	0	PDE_03566	*
1	1	0	PDE_03248	*
1	1	0	PDE_00065	*
1	1	0	PDE_05559	*
1	1	0	PDE_01593	*
1	1	0	PDE_00903	*
1	1	0	PDE_05700	*
1	1	0	PDE_06506	*
1	1	0	PDE_01895	*
1	1	0	PDE_01369	*
1	1	0	PDE_08488	*
1	1	0	PDE_05560	*
1	1	0	PDE_00790	*
1	1	0	PDE_04685	*
1	1	0	PDE_05776	*
1	1	0	PDE_03882	*
1	1	0	PDE_09642	*
1	1	0	PDE_04494	*
1	1	0	PDE_04639	*
1	1	0	PDE_06158	*
1	1	0	PDE_03156	*
1	1	0	PDE_05085	*
1	1	0	PDE_08327	*
1	1	0	PDE_09426	*
1	1	0	PDE_01220	*
1	1	0	PDE_00338	*
1	1	0	PDE_03967	*
1	1	0	PDE_09464	*
1	1	0	PDE_07726	*
1	1	0	PDE_09855	*
1	1	0	PDE_06575	*
1	1	0	PDE_07524	*
1	1	0	PDE_03960	*
1	1	0	PDE_06414	*
1	1	0	PDE_07689	*
1	1	0	PDE_00235	*
1	1	0	PDE_05760	*
1	1	0	PDE_03594	*
1	1	0	PDE_06488	*
1	1	0	PDE_01109	*
1	1	0	PDE_06441	*
1	1	0	PDE_05351	*
1	1	0	PDE_01370	*
1	1	0	PDE_04899	*
1	1	0	PDE_05759	*
1	1	0	PDE_05950	*
1	1	0	PDE_06120	*
1	1	0	PDE_05906	*
1	1	0	PDE_02723	*
1	1	0	PDE_09148	*
1	1	0	PDE_09864	*
1	1	0	PDE_02231	*
1	1	0	PDE_05570	*
1	1	0	PDE_07974	*
1	1	0	PDE_04055	*
1	1	0	PDE_08585	*
1	1	0	PDE_08456	*
1	1	0	PDE_09664	*
1	1	0	PDE_00282	*
1	1	0	PDE_03611	*
1	1	0	PDE_07940	*
1	1	0	PDE_02373	*
1	1	0	PDE_05279	*
1	1	0	PDE_05713	*
1	1	0	PDE_09923	*
1	1	0	PDE_09596	*
1	1	0	PDE_07511	*
1	1	0	PDE_08411	*
1	1	0	PDE_09286	*
1	1	0	PDE_01266	*
1	1	0	PDE_00871	*
1	1	0	PDE_05468	*
1	1	0	PDE_07655	*
1	1	0	PDE_06218	*
1	1	0	PDE_04283	*
1	1	0	PDE_07011	*
1	1	0	PDE_04273	*
1	1	0	PDE_08510	*
1	1	0	PDE_02210	*
1	1	0	PDE_02996	*
1	1	0	PDE_09480	*
1	1	0	PDE_03719	*
1	1	0	PDE_04648	*
1	1	0	PDE_07829	*
1	1	0	PDE_00075	*
1	1	0	PDE_05357	*
1	1	0	PDE_00596	*
1	1	0	PDE_01850	*
1	1	0	PDE_09847	*
1	1	0	PDE_09098	*
1	1	0	PDE_09555	*
1	1	0	PDE_07664	*
1	1	0	PDE_08141	*
1	1	0	PDE_05907	*
1	1	0	PDE_07178	*
1	1	0	PDE_03409	*
1	1	0	PDE_01286	*
1	1	0	PDE_02688	*
1	1	0	PDE_00199	*
1	1	0	PDE_03462	*
1	1	0	PDE_06077	*
1	1	0	PDE_09356	*
1	1	0	PDE_08624	*
1	1	0	PDE_00870	*
1	1	0	PDE_04449	*
1	1	0	PDE_05345	*
1	1	0	PDE_09441	*
1	1	0	PDE_01602	*
1	1	0	PDE_04240	*
1	1	0	PDE_04256	*
1	1	0	PDE_07703	*
1	1	0	PDE_08453	*
1	1	0	PDE_01357	*
1	1	0	PDE_07622	*
1	1	0	PDE_07561	*
1	1	0	PDE_00300	*
1	1	0	PDE_00609	*
1	1	0	PDE_05226	*
1	1	0	PDE_08872	*
1	1	0	PDE_06947	*
1	1	0	PDE_07943	*
1	1	0	PDE_05971	*
1	1	0	PDE_02483	*
1	1	0	PDE_08810	*
1	1	0	PDE_03435	*
1	1	0	PDE_02976	*
1	1	0	PDE_08984	*
1	1	0	PDE_02201	*
1	1	0	PDE_02216	*
1	1	0	PDE_07263	*
1	1	0	PDE_03583	*
1	1	0	PDE_08465	*
1	1	0	PDE_04442	*
1	1	0	PDE_07519	*
1	1	0	PDE_09779	*
1	1	0	PDE_08043	*
1	1	0	PDE_00150	*
1	1	0	PDE_00527	*
1	1	0	PDE_02134	*
1	1	0	PDE_05833	*
1	1	0	PDE_04068	*
1	1	0	PDE_04796	*
1	1	0	PDE_05884	*
1	1	0	PDE_01275	*
1	1	0	PDE_03016	*
1	1	0	PDE_03118	*
1	1	0	PDE_00988	*
1	1	0	PDE_08290	*
1	1	0	PDE_08505	*
1	1	0	PDE_08783	*
1	1	0	PDE_02901	*
1	1	0	PDE_01264	*
1	1	0	PDE_00872	*
1	1	0	PDE_02157	*
1	1	0	PDE_06676	*
1	1	0	PDE_06072	*
1	1	0	PDE_06107	*
1	1	0	PDE_00474	*
1	1	0	PDE_01564	*
1	1	0	PDE_00786	*
1	1	0	PDE_05722	*
1	1	0	PDE_05307	*
1	1	0	PDE_02521	*
1	1	0	PDE_09024	*
1	1	0	PDE_06746	*
1	1	0	PDE_04096	*
1	1	0	PDE_04617	*
1	1	0	PDE_08819	*
1	1	0	PDE_05491	*
1	1	0	PDE_06116	*
1	1	0	PDE_04270	*
1	1	0	PDE_02782	*
1	1	0	PDE_05740	*
1	1	0	PDE_01805	*
1	1	0	PDE_01680	*
1	1	0	PDE_04885	*
1	1	0	PDE_03641	*
1	1	0	PDE_08471	*
1	1	0	PDE_08417	*
1	1	0	PDE_09027	*
1	1	0	PDE_09974	*
1	1	0	PDE_02866	*
1	1	0	PDE_02400	*
1	1	0	PDE_04781	*
1	1	0	PDE_06860	*
1	1	0	PDE_06281	*
1	1	0	PDE_03509	*
1	1	0	PDE_00481	*
1	1	0	PDE_06364	*
1	1	0	PDE_03061	*
1	1	0	PDE_04867	*
1	1	0	PDE_09534	*
1	1	0	PDE_08139	*
1	1	0	PDE_06900	*
1	1	0	PDE_05198	*
1	1	0	PDE_03096	*
1	1	0	PDE_00259	*
1	1	0	PDE_03893	*
1	1	0	PDE_06459	*
1	1	0	PDE_02264	*
1	1	0	PDE_09068	*
1	1	0	PDE_01664	*
1	1	0	PDE_01058	*
1	1	0	PDE_04452	*
1	1	0	PDE_00986	*
1	1	0	PDE_08968	*
1	1	0	PDE_02833	*
1	1	0	PDE_09295	*
1	1	0	PDE_04987	*
1	1	0	PDE_01228	*
1	1	0	PDE_03350	*
1	1	0	PDE_07028	*
1	1	0	PDE_00966	*
1	1	0	PDE_02982	*
1	1	0	PDE_08375	*
1	1	0	PDE_07222	*
1	1	0	PDE_05259	*
1	1	0	PDE_09428	*
1	1	0	PDE_05665	*
1	1	0	PDE_09090	*
1	1	0	PDE_07292	*
1	1	0	PDE_00960	*
1	1	0	PDE_08203	*
1	1	0	PDE_08860	*
1	1	0	PDE_07687	*
1	1	0	PDE_06037	*
1	1	0	PDE_03746	*
1	1	0	PDE_02612	*
1	1	0	PDE_02004	*
1	1	0	PDE_06700	*
1	1	0	PDE_01993	*
1	1	0	PDE_04305	*
1	1	0	PDE_07725	*
1	1	0	PDE_07626	*
1	1	0	PDE_01450	*
1	1	0	PDE_05934	*
1	1	0	PDE_07285	*
1	1	0	PDE_08260	*
1	1	0	PDE_08719	*
1	1	0	PDE_03310	*
1	1	0	PDE_05994	*
1	1	0	PDE_05007	*
1	1	0	PDE_09009	*
1	1	0	PDE_00423	*
1	1	0	PDE_09438	*
1	1	0	PDE_09675	*
1	1	0	PDE_00642	*
1	1	0	PDE_03173	*
1	1	0	PDE_03716	*
1	1	0	PDE_01124	*
1	1	0	PDE_01720	*
1	1	0	PDE_06303	*
1	1	0	PDE_07743	*
1	1	0	PDE_07369	*
1	1	0	PDE_06380	*
1	1	0	PDE_09790	*
1	1	0	PDE_07233	*
1	1	0	PDE_03341	*
1	1	0	PDE_06222	*
1	1	0	PDE_01693	*
1	1	0	PDE_07174	*
1	1	0	PDE_00291	*
1	1	0	PDE_01671	*
1	1	0	PDE_09227	*
1	1	0	PDE_00068	*
1	1	0	PDE_03097	*
1	1	0	PDE_07126	*
1	1	0	PDE_09722	*
1	1	0	PDE_00147	*
1	1	0	PDE_06930	*
1	1	0	PDE_09103	*
1	1	0	PDE_08295	*
1	1	0	PDE_02859	*
1	1	0	PDE_03902	*
1	1	0	PDE_02309	*
1	1	0	PDE_08176	*
1	1	0	PDE_05355	*
1	1	0	PDE_01525	*
1	1	0	PDE_02290	*
1	1	0	PDE_01852	*
1	1	0	PDE_03318	*
1	1	0	PDE_09217	*
1	1	0	PDE_03456	*
1	1	0	PDE_03897	*
1	1	0	PDE_06150	*
1	1	0	PDE_01380	*
1	1	0	PDE_04242	*
1	1	0	PDE_04698	*
1	1	0	PDE_03109	*
1	1	0	PDE_08955	*
1	1	0	PDE_03257	*
1	1	0	PDE_09570	*
1	1	0	PDE_08851	*
1	1	0	PDE_03326	*
1	1	0	PDE_04605	*
1	1	0	PDE_07062	*
1	1	0	PDE_00652	*
1	1	0	PDE_02767	*
1	1	0	PDE_04653	*
1	1	0	PDE_07313	*
1	1	0	PDE_07472	*
1	1	0	PDE_08322	*
1	1	0	PDE_09699	*
1	1	0	PDE_07927	*
1	1	0	PDE_00482	*
1	1	0	PDE_06118	*
1	1	0	PDE_06383	*
1	1	0	PDE_07418	*
1	1	0	PDE_09092	*
1	1	0	PDE_09874	*
1	1	0	PDE_00016	*
1	1	0	PDE_01316	*
1	1	0	PDE_03179	*
1	1	0	PDE_05185	*
1	1	0	PDE_05693	*
1	1	0	PDE_06066	*
1	1	0	PDE_08877	*
1	1	0	PDE_08063	*
1	1	0	PDE_02841	*
1	1	0	PDE_03678	*
1	1	0	PDE_04056	*
1	1	0	PDE_04443	*
1	1	0	PDE_08035	*
1	1	0	PDE_06483	*
1	1	0	PDE_04718	*
1	1	0	PDE_03754	*
1	1	0	PDE_07781	*
1	1	0	PDE_02118	*
1	1	0	PDE_02331	*
1	1	0	PDE_05721	*
1	1	0	PDE_09826	*
1	1	0	PDE_01181	*
1	1	0	PDE_07985	*
1	1	0	PDE_02058	*
1	1	0	PDE_06953	*
1	1	0	PDE_05305	*
1	1	0	PDE_03964	*
1	1	0	PDE_04819	*
1	1	0	PDE_05344	*
1	1	0	PDE_08423	*
1	1	0	PDE_09036	*
1	1	0	PDE_07476	*
1	1	0	PDE_02816	*
1	1	0	PDE_07488	*
1	1	0	PDE_09040	*
1	1	0	PDE_06644	*
1	1	0	PDE_02355	*
1	1	0	PDE_04838	*
1	1	0	PDE_07283	*
1	1	0	PDE_01793	*
1	1	0	PDE_02776	*
1	1	0	PDE_03481	*
1	1	0	PDE_02851	*
1	1	0	PDE_04692	*
1	1	0	PDE_06899	*
1	1	0	PDE_07763	*
1	1	0	PDE_03141	*
1	1	0	PDE_04397	*
1	1	0	PDE_01394	*
1	1	0	PDE_06785	*
1	1	0	PDE_03853	*
1	1	0	PDE_05967	*
1	1	0	PDE_00628	*
1	1	0	PDE_04393	*
1	1	0	PDE_06933	*
1	1	0	PDE_03329	*
1	1	0	PDE_06809	*
1	1	0	PDE_07204	*
1	1	0	PDE_04095	*
1	1	0	PDE_07271	*
1	1	0	PDE_07399	*
1	1	0	PDE_04793	*
1	1	0	PDE_07773	*
1	1	0	PDE_09084	*
1	1	0	PDE_05239	*
1	1	0	PDE_06563	*
1	1	0	PDE_08216	*
1	1	0	PDE_07402	*
1	1	0	PDE_09315	*
1	1	0	PDE_03249	*
1	1	0	PDE_00395	*
1	1	0	PDE_09462	*
1	1	0	PDE_09697	*
1	1	0	PDE_04298	*
1	1	0	PDE_05400	*
1	1	0	PDE_04173	*
1	1	0	PDE_05283	*
1	1	0	PDE_01690	*
1	1	0	PDE_06799	*
1	1	0	PDE_00046	*
1	1	0	PDE_00378	*
1	1	0	PDE_04506	*
1	1	0	PDE_06650	*
1	1	0	PDE_04636	*
1	1	0	PDE_00262	*
1	1	0	PDE_05066	*
1	1	0	PDE_07203	*
1	1	0	PDE_09848	*
1	1	0	PDE_00152	*
1	1	0	PDE_01474	*
1	1	0	PDE_07770	*
1	1	0	PDE_05895	*
1	1	0	PDE_06231	*
1	1	0	PDE_06408	*
1	1	0	PDE_01447	*
1	1	0	PDE_05337	*
1	1	0	PDE_08898	*
1	1	0	PDE_03705	*
1	1	0	PDE_09868	*
1	1	0	PDE_00923	*
1	1	0	PDE_04947	*
1	1	0	PDE_07838	*
1	1	0	PDE_05846	*
1	1	0	PDE_09982	*
1	1	0	PDE_08344	*
1	1	0	PDE_00887	*
1	1	0	PDE_09159	*
1	1	0	PDE_09128	*
1	1	0	PDE_09498	*
1	1	0	PDE_05913	*
1	1	0	PDE_04518	*
1	1	0	PDE_05726	*
1	1	0	PDE_00982	*
1	1	0	PDE_01217	*
1	1	0	PDE_07138	*
1	1	0	PDE_02419	*
1	1	0	PDE_00640	*
1	1	0	PDE_07338	*
1	1	0	PDE_08031	*
1	1	0	PDE_09607	*
1	1	0	PDE_02536	*
1	1	0	PDE_03766	*
1	1	0	PDE_09004	*
1	1	0	PDE_00958	*
1	1	0	PDE_03835	*
1	1	0	PDE_03573	*
1	1	0	PDE_04726	*
1	1	0	PDE_00826	*
1	1	0	PDE_00654	*
1	1	0	PDE_04759	*
1	1	0	PDE_08809	*
1	1	0	PDE_05811	*
1	1	0	PDE_04276	*
1	1	0	PDE_07052	*
1	1	0	PDE_05739	*
1	1	0	PDE_08864	*
1	1	0	PDE_00900	*
1	1	0	PDE_06425	*
1	1	0	PDE_00415	*
1	1	0	PDE_07817	*
1	1	0	PDE_08965	*
1	1	0	PDE_01910	*
1	1	0	PDE_04475	*
1	1	0	PDE_04290	*
1	1	0	PDE_08722	*
1	1	0	PDE_09476	*
1	1	0	PDE_04008	*
1	1	0	PDE_01336	*
1	1	0	PDE_09893	*
1	1	0	PDE_04121	*
1	1	0	PDE_02363	*
1	1	0	PDE_09023	*
1	1	0	PDE_09083	*
1	1	0	PDE_05090	*
1	1	0	PDE_06793	*
1	1	0	PDE_03885	*
1	1	0	PDE_02086	*
1	1	0	PDE_01073	*
1	1	0	PDE_07448	*
1	1	0	PDE_06639	*
1	1	0	PDE_03744	*
1	1	0	PDE_03215	*
1	1	0	PDE_02045	*
1	1	0	PDE_08047	*
1	1	0	PDE_01260	*
1	1	0	PDE_09495	*
1	1	0	PDE_08899	*
1	1	0	PDE_09710	*
1	1	0	PDE_07119	*
1	1	0	PDE_09557	*
1	1	0	PDE_02124	*
1	1	0	PDE_05567	*
1	1	0	PDE_05944	*
1	1	0	PDE_06390	*
1	1	0	PDE_07159	*
1	1	0	PDE_05451	*
1	1	0	PDE_04285	*
1	1	0	PDE_07765	*
1	1	0	PDE_06981	*
1	1	0	PDE_04139	*
1	1	0	PDE_08112	*
1	1	0	PDE_01205	*
1	1	0	PDE_04317	*
1	1	0	PDE_06836	*
1	1	0	PDE_03651	*
1	1	0	PDE_00348	*
1	1	0	PDE_06006	*
1	1	0	PDE_06395	*
1	1	0	PDE_08918	*
1	1	0	PDE_00591	*
1	1	0	PDE_02983	*
1	1	0	PDE_03328	*
1	1	0	PDE_09611	*
1	1	0	PDE_04927	*
1	1	0	PDE_00058	*
1	1	0	PDE_04355	*
1	1	0	PDE_02927	*
1	1	0	PDE_01667	*
1	1	0	PDE_08862	*
1	1	0	PDE_04684	*
1	1	0	PDE_09595	*
1	1	0	PDE_03300	*
1	1	0	PDE_03227	*
1	1	0	PDE_01346	*
1	1	0	PDE_00897	*
1	1	0	PDE_09599	*
1	1	0	PDE_00302	*
1	1	0	PDE_00962	*
1	1	0	PDE_08113	*
1	1	0	PDE_03519	*
1	1	0	PDE_04992	*
1	1	0	PDE_00784	*
1	1	0	PDE_04408	*
1	1	0	PDE_02451	*
1	1	0	PDE_02680	*
1	1	0	PDE_01784	*
1	1	0	PDE_05836	*
1	1	0	PDE_09712	*
1	1	0	PDE_04887	*
1	1	0	PDE_06455	*
1	1	0	PDE_06491	*
1	1	0	PDE_09235	*
1	1	0	PDE_04497	*
1	1	0	PDE_09326	*
1	1	0	PDE_06740	*
1	1	0	PDE_06915	*
1	1	0	PDE_09475	*
1	1	0	PDE_07228	*
1	1	0	PDE_04130	*
1	1	0	PDE_00269	*
1	1	0	PDE_03265	*
1	1	0	PDE_01376	*
1	1	0	PDE_05036	*
1	1	0	PDE_06352	*
1	1	0	PDE_06576	*
1	1	0	PDE_00953	*
1	1	0	PDE_01094	*
1	1	0	PDE_01977	*
1	1	0	PDE_04774	*
1	1	0	PDE_02482	*
1	1	0	PDE_03655	*
1	1	0	PDE_04455	*
1	1	0	PDE_01341	*
1	1	0	PDE_06495	*
1	1	0	PDE_09373	*
1	1	0	PDE_01255	*
1	1	0	PDE_01079	*
1	1	0	PDE_01656	*
1	1	0	PDE_08138	*
1	1	0	PDE_09063	*
1	1	0	PDE_02456	*
1	1	0	PDE_07447	*
1	1	0	PDE_03540	*
1	1	0	PDE_03806	*
1	1	0	PDE_04745	*
1	1	0	PDE_03194	*
1	1	0	PDE_03368	*
1	1	0	PDE_04492	*
1	1	0	PDE_01284	*
1	1	0	PDE_05782	*
1	1	0	PDE_07352	*
1	1	0	PDE_00763	*
1	1	0	PDE_06078	*
1	1	0	PDE_06339	*
1	1	0	PDE_02762	*
1	1	0	PDE_09320	*
1	1	0	PDE_05795	*
1	1	0	PDE_09652	*
1	1	0	PDE_06022	*
1	1	0	PDE_06494	*
1	1	0	PDE_06208	*
1	1	0	PDE_02792	*
1	1	0	PDE_03050	*
1	1	0	PDE_02224	*
1	1	0	PDE_03727	*
1	1	0	PDE_06055	*
1	1	0	PDE_04776	*
1	1	0	PDE_02648	*
1	1	0	PDE_08632	*
1	1	0	PDE_09104	*
1	1	0	PDE_05880	*
1	1	0	PDE_01167	*
1	1	0	PDE_01789	*
1	1	0	PDE_04434	*
1	1	0	PDE_02694	*
1	1	0	PDE_00179	*
1	1	0	PDE_06718	*
1	1	0	PDE_08058	*
1	1	0	PDE_08718	*
1	1	0	PDE_00130	*
1	1	0	PDE_04162	*
1	1	0	PDE_06603	*
1	1	0	PDE_03360	*
1	1	0	PDE_01208	*
1	1	0	PDE_01765	*
1	1	0	PDE_04003	*
1	1	0	PDE_09669	*
1	1	0	PDE_02876	*
1	1	0	PDE_09163	*
1	1	0	PDE_03017	*
1	1	0	PDE_03357	*
1	1	0	PDE_08792	*
1	1	0	PDE_06895	*
1	1	0	PDE_05053	*
1	1	0	PDE_05435	*
1	1	0	PDE_02005	*
1	1	0	PDE_04979	*
1	1	0	PDE_05757	*
1	1	0	PDE_07059	*
1	1	0	PDE_04661	*
1	1	0	PDE_07450	*
1	1	0	PDE_09289	*
1	1	0	PDE_08601	*
1	1	0	PDE_02531	*
1	1	0	PDE_02939	*
1	1	0	PDE_09173	*
1	1	0	PDE_04216	*
1	1	0	PDE_01247	*
1	1	0	PDE_00439	*
1	1	0	PDE_06770	*
1	1	0	PDE_09478	*
1	1	0	PDE_07983	*
1	1	0	PDE_08963	*
1	1	0	PDE_00419	*
1	1	0	PDE_03386	*
1	1	0	PDE_07370	*
1	1	0	PDE_09263	*
1	1	0	PDE_07106	*
1	1	0	PDE_03321	*
1	1	0	PDE_05180	*
1	1	0	PDE_01469	*
1	1	0	PDE_03020	*
1	1	0	PDE_05954	*
1	1	0	PDE_09613	*
1	1	0	PDE_03599	*
1	1	0	PDE_05163	*
1	1	0	PDE_02276	*
1	1	0	PDE_04044	*
1	1	0	PDE_01845	*
1	1	0	PDE_02473	*
1	1	0	PDE_09274	*
1	1	0	PDE_08182	*
1	1	0	PDE_08921	*
1	1	0	PDE_05490	*
1	1	0	PDE_02495	*
1	1	0	PDE_01006	*
1	1	0	PDE_09535	*
1	1	0	PDE_09926	*
1	1	0	PDE_02786	*
1	1	0	PDE_04798	*
1	1	0	PDE_05889	*
1	1	0	PDE_07167	*
1	1	0	PDE_06101	*
1	1	0	PDE_07454	*
1	1	0	PDE_06765	*
1	1	0	PDE_08820	*
1	1	0	PDE_00538	*
1	1	0	PDE_09589	*
1	1	0	PDE_01400	*
1	1	0	PDE_03340	*
1	1	0	PDE_04926	*
1	1	0	PDE_08341	*
1	1	0	PDE_03935	*
1	1	0	PDE_05804	*
1	1	0	PDE_00661	*
1	1	0	PDE_00301	*
1	1	0	PDE_04433	*
1	1	0	PDE_02955	*
1	1	0	PDE_01317	*
1	1	0	PDE_02063	*
1	1	0	PDE_02539	*
1	1	0	PDE_05712	*
1	1	0	PDE_03867	*
1	1	0	PDE_03553	*
1	1	0	PDE_06481	*
1	1	0	PDE_03796	*
1	1	0	PDE_05601	*
1	1	0	PDE_05977	*
1	1	0	PDE_09757	*
1	1	0	PDE_02485	*
1	1	0	PDE_05378	*
1	1	0	PDE_07795	*
1	1	0	PDE_01299	*
1	1	0	PDE_00561	*
1	1	0	PDE_07919	*
1	1	0	PDE_05465	*
1	1	0	PDE_07105	*
1	1	0	PDE_09473	*
1	1	0	PDE_02944	*
1	1	0	PDE_07578	*
1	1	0	PDE_06873	*
1	1	0	PDE_01477	*
1	1	0	PDE_08093	*
1	1	0	PDE_00541	*
1	1	0	PDE_09422	*
1	1	0	PDE_04918	*
1	1	0	PDE_04938	*
1	1	0	PDE_08425	*
1	1	0	PDE_08954	*
1	1	0	PDE_02112	*
1	1	0	PDE_00413	*
1	1	0	PDE_06096	*
1	1	0	PDE_06114	*
1	1	0	PDE_09223	*
1	1	0	PDE_05244	*
1	1	0	PDE_05770	*
1	1	0	PDE_06599	*
1	1	0	PDE_01476	*
1	1	0	PDE_07934	*
1	1	0	PDE_06036	*
1	1	0	PDE_03283	*
1	1	0	PDE_03830	*
1	1	0	PDE_03331	*
1	1	0	PDE_07752	*
1	1	0	PDE_01098	*
1	1	0	PDE_02129	*
1	1	0	PDE_00638	*
1	1	0	PDE_06440	*
1	1	0	PDE_06590	*
1	1	0	PDE_08735	*
1	1	0	PDE_08827	*
1	1	0	PDE_09584	*
1	1	0	PDE_07497	*
1	1	0	PDE_08149	*
1	1	0	PDE_03325	*
1	1	0	PDE_05094	*
1	1	0	PDE_09238	*
1	1	0	PDE_00963	*
1	1	0	PDE_06052	*
1	1	0	PDE_00886	*
1	1	0	PDE_00488	*
1	1	0	PDE_08497	*
1	1	0	PDE_09532	*
1	1	0	PDE_05754	*
1	1	0	PDE_00035	*
1	1	0	PDE_02475	*
1	1	0	PDE_04489	*
1	1	0	PDE_05576	*
1	1	0	PDE_05746	*
1	1	0	PDE_01538	*
1	1	0	PDE_09463	*
1	1	0	PDE_09863	*
1	1	0	PDE_08395	*
1	1	0	PDE_08645	*
1	1	0	PDE_00437	*
1	1	0	PDE_09955	*
1	1	0	PDE_00575	*
1	1	0	PDE_01209	*
1	1	0	PDE_01256	*
1	1	0	PDE_00877	*
1	1	0	PDE_03647	*
1	1	0	PDE_01194	*
1	1	0	PDE_03089	*
1	1	0	PDE_08698	*
1	1	0	PDE_00919	*
1	1	0	PDE_04528	*
1	1	0	PDE_09124	*
1	1	0	PDE_09639	*
1	1	0	PDE_09691	*
1	1	0	PDE_01795	*
1	1	0	PDE_05153	*
1	1	0	PDE_05928	*
1	1	0	PDE_00961	*
1	1	0	PDE_01321	*
1	1	0	PDE_05697	*
1	1	0	PDE_09474	*
1	1	0	PDE_00829	*
1	1	0	PDE_01687	*
1	1	0	PDE_06786	*
1	1	0	PDE_01796	*
1	1	0	PDE_00774	*
1	1	0	PDE_05584	*
1	1	0	PDE_08355	*
1	1	0	PDE_02159	*
1	1	0	PDE_02882	*
1	1	0	PDE_04318	*
1	1	0	PDE_05136	*
1	1	0	PDE_05683	*
1	1	0	PDE_08398	*
1	1	0	PDE_08448	*
1	1	0	PDE_04026	*
1	1	0	PDE_08526	*
