# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Ncrassa_OR74A_v.12.fasta
1	1	0	PDE_02123	*
1	1	0	PDE_00081	*
1	1	0	PDE_01770	*
1	1	0	PDE_00224	*
1	1	0	PDE_01407	*
1	1	0	PDE_07783	*
1	1	0	PDE_09714	*
1	1	0	PDE_01699	*
1	1	0	PDE_05251	*
1	1	0	PDE_06340	*
1	1	0	PDE_05150	*
1	1	0	PDE_06813	*
1	1	0	PDE_08265	*
1	1	0	PDE_04447	*
1	1	0	PDE_05709	*
1	1	0	PDE_09761	*
1	1	0	PDE_03181	*
1	1	0	PDE_09862	*
1	1	0	PDE_01675	*
1	1	0	PDE_00015	*
1	1	0	PDE_00077	*
1	1	0	PDE_04642	*
1	1	0	PDE_01185	*
1	1	0	PDE_01480	*
1	1	0	PDE_09237	*
1	1	0	PDE_09791	*
1	1	0	PDE_06573	*
1	1	0	PDE_05642	*
1	1	0	PDE_06225	*
1	1	0	PDE_08286	*
1	1	0	PDE_09195	*
1	1	0	PDE_01307	*
1	1	0	PDE_02017	*
1	1	0	PDE_07997	*
1	1	0	PDE_07969	*
1	1	0	PDE_07147	*
1	1	0	PDE_05201	*
1	1	0	PDE_02198	*
1	1	0	PDE_08192	*
1	1	0	PDE_08159	*
1	1	0	PDE_09726	*
1	1	0	PDE_08240	*
1	1	0	PDE_02332	*
1	1	0	PDE_03432	*
1	1	0	PDE_08931	*
1	1	0	PDE_09998	*
1	1	0	PDE_05966	*
1	1	0	PDE_08764	*
1	1	0	PDE_08943	*
1	1	0	PDE_01682	*
1	1	0	PDE_02381	*
1	1	0	PDE_06368	*
1	1	0	PDE_05322	*
1	1	0	PDE_02441	*
1	1	0	PDE_03747	*
1	1	0	PDE_01240	*
1	1	0	PDE_07200	*
1	1	0	PDE_09794	*
1	1	0	PDE_09372	*
1	1	0	PDE_01335	*
1	1	0	PDE_02930	*
1	1	0	PDE_03446	*
1	1	0	PDE_05377	*
1	1	0	PDE_05093	*
1	1	0	PDE_01141	*
1	1	0	PDE_01133	*
1	1	0	PDE_01263	*
1	1	0	PDE_05338	*
1	1	0	PDE_09574	*
1	1	0	PDE_07273	*
1	1	0	PDE_06717	*
1	1	0	PDE_01269	*
1	1	0	PDE_05222	*
1	1	0	PDE_01223	*
1	1	0	PDE_07618	*
1	1	0	PDE_06182	*
1	1	0	PDE_09851	*
1	1	0	PDE_01057	*
1	1	0	PDE_08251	*
1	1	0	PDE_08361	*
1	1	0	PDE_08586	*
1	1	0	PDE_08309	*
1	1	0	PDE_08464	*
1	1	0	PDE_04932	*
1	1	0	PDE_01570	*
1	1	0	PDE_07517	*
1	1	0	PDE_01210	*
1	1	0	PDE_04100	*
1	1	0	PDE_02626	*
1	1	0	PDE_06801	*
1	1	0	PDE_09939	*
1	1	0	PDE_09745	*
1	1	0	PDE_07012	*
1	1	0	PDE_05822	*
1	1	0	PDE_07000	*
1	1	0	PDE_03976	*
1	1	0	PDE_03332	*
1	1	0	PDE_04626	*
1	1	0	PDE_05202	*
1	1	0	PDE_09598	*
1	1	0	PDE_01423	*
1	1	0	PDE_01483	*
1	1	0	PDE_05783	*
1	1	0	PDE_01534	*
1	1	0	PDE_07310	*
1	1	0	PDE_00318	*
1	1	0	PDE_01904	*
1	1	0	PDE_03114	*
1	1	0	PDE_00440	*
1	1	0	PDE_07118	*
1	1	0	PDE_09492	*
1	1	0	PDE_04598	*
1	1	0	PDE_01561	*
1	1	0	PDE_05766	*
1	1	0	PDE_00117	*
1	1	0	PDE_01216	*
1	1	0	PDE_03984	*
1	1	0	PDE_09748	*
1	1	0	PDE_03495	*
1	1	0	PDE_05246	*
1	1	0	PDE_07719	*
1	1	0	PDE_00383	*
1	1	0	PDE_03554	*
1	1	0	PDE_01076	*
1	1	0	PDE_00810	*
1	1	0	PDE_07350	*
1	1	0	PDE_05886	*
1	1	0	PDE_08956	*
1	1	0	PDE_04993	*
1	1	0	PDE_09992	*
1	1	0	PDE_05617	*
1	1	0	PDE_08155	*
1	1	0	PDE_00956	*
1	1	0	PDE_06251	*
1	1	0	PDE_06627	*
1	1	0	PDE_04274	*
1	1	0	PDE_08363	*
1	1	0	PDE_00496	*
1	1	0	PDE_05558	*
1	1	0	PDE_09619	*
1	1	0	PDE_03279	*
1	1	0	PDE_00118	*
1	1	0	PDE_08623	*
1	1	0	PDE_01995	*
1	1	0	PDE_00741	*
1	1	0	PDE_00573	*
1	1	0	PDE_04534	*
1	1	0	PDE_05842	*
1	1	0	PDE_01984	*
1	1	0	PDE_05561	*
1	1	0	PDE_09210	*
1	1	0	PDE_02828	*
1	1	0	PDE_09483	*
1	1	0	PDE_01246	*
1	1	0	PDE_03840	*
1	1	0	PDE_08382	*
1	1	0	PDE_08443	*
1	1	0	PDE_00879	*
1	1	0	PDE_01939	*
1	1	0	PDE_03355	*
1	1	0	PDE_01652	*
1	1	0	PDE_01252	*
1	1	0	PDE_08208	*
1	1	0	PDE_03849	*
1	1	0	PDE_06690	*
1	1	0	PDE_08353	*
1	1	0	PDE_07897	*
1	1	0	PDE_08635	*
1	1	0	PDE_00352	*
1	1	0	PDE_05408	*
1	1	0	PDE_05942	*
1	1	0	PDE_01620	*
1	1	0	PDE_02361	*
1	1	0	PDE_08652	*
1	1	0	PDE_06405	*
1	1	0	PDE_00508	*
1	1	0	PDE_07185	*
1	1	0	PDE_09581	*
1	1	0	PDE_08188	*
1	1	0	PDE_08973	*
1	1	0	PDE_06350	*
1	1	0	PDE_07710	*
1	1	0	PDE_07201	*
1	1	0	PDE_00750	*
1	1	0	PDE_03476	*
1	1	0	PDE_01311	*
1	1	0	PDE_00778	*
1	1	0	PDE_02924	*
1	1	0	PDE_07393	*
1	1	0	PDE_05287	*
1	1	0	PDE_02896	*
1	1	0	PDE_03888	*
1	1	0	PDE_02641	*
1	1	0	PDE_04973	*
1	1	0	PDE_00789	*
1	1	0	PDE_07928	*
1	1	0	PDE_01285	*
1	1	0	PDE_03650	*
1	1	0	PDE_03921	*
1	1	0	PDE_08091	*
1	1	0	PDE_04377	*
1	1	0	PDE_07802	*
1	1	0	PDE_03148	*
1	1	0	PDE_02736	*
1	1	0	PDE_08974	*
1	1	0	PDE_03225	*
1	1	0	PDE_09139	*
1	1	0	PDE_07886	*
1	1	0	PDE_03228	*
1	1	0	PDE_03199	*
1	1	0	PDE_08495	*
1	1	0	PDE_04306	*
1	1	0	PDE_06206	*
1	1	0	PDE_08300	*
1	1	0	PDE_02141	*
1	1	0	PDE_02769	*
1	1	0	PDE_04425	*
1	1	0	PDE_08930	*
1	1	0	PDE_02089	*
1	1	0	PDE_09891	*
1	1	0	PDE_06602	*
1	1	0	PDE_08925	*
1	1	0	PDE_03395	*
1	1	0	PDE_03865	*
1	1	0	PDE_03833	*
1	1	0	PDE_06876	*
1	1	0	PDE_08689	*
1	1	0	PDE_02409	*
1	1	0	PDE_05974	*
1	1	0	PDE_08986	*
1	1	0	PDE_05045	*
1	1	0	PDE_06004	*
1	1	0	PDE_00881	*
1	1	0	PDE_05096	*
1	1	0	PDE_09114	*
1	1	0	PDE_03293	*
1	1	0	PDE_03023	*
1	1	0	PDE_03188	*
1	1	0	PDE_01189	*
1	1	0	PDE_04412	*
1	1	0	PDE_04396	*
1	1	0	PDE_06451	*
1	1	0	PDE_06589	*
1	1	0	PDE_08206	*
1	1	0	PDE_01145	*
1	1	0	PDE_07241	*
1	1	0	PDE_00346	*
1	1	0	PDE_01894	*
1	1	0	PDE_04163	*
1	1	0	PDE_07232	*
1	1	0	PDE_06500	*
1	1	0	PDE_08276	*
1	1	0	PDE_00916	*
1	1	0	PDE_06692	*
1	1	0	PDE_03437	*
1	1	0	PDE_01957	*
1	1	0	PDE_04129	*
1	1	0	PDE_03912	*
1	1	0	PDE_09918	*
1	1	0	PDE_01203	*
1	1	0	PDE_01998	*
1	1	0	PDE_06183	*
1	1	0	PDE_09528	*
1	1	0	PDE_03174	*
1	1	0	PDE_01642	*
1	1	0	PDE_05206	*
1	1	0	PDE_09788	*
1	1	0	PDE_05725	*
1	1	0	PDE_09005	*
1	1	0	PDE_08104	*
1	1	0	PDE_00910	*
1	1	0	PDE_07932	*
1	1	0	PDE_01129	*
1	1	0	PDE_03309	*
1	1	0	PDE_05775	*
1	1	0	PDE_09635	*
1	1	0	PDE_09029	*
1	1	0	PDE_01847	*
1	1	0	PDE_06634	*
1	1	0	PDE_04466	*
1	1	0	PDE_04326	*
1	1	0	PDE_03145	*
1	1	0	PDE_09283	*
1	1	0	PDE_03366	*
1	1	0	PDE_02469	*
1	1	0	PDE_04821	*
1	1	0	PDE_08140	*
1	1	0	PDE_00630	*
1	1	0	PDE_00801	*
1	1	0	PDE_04511	*
1	1	0	PDE_03101	*
1	1	0	PDE_01403	*
1	1	0	PDE_04811	*
1	1	0	PDE_00216	*
1	1	0	PDE_02106	*
1	1	0	PDE_03635	*
1	1	0	PDE_02885	*
1	1	0	PDE_09772	*
1	1	0	PDE_08543	*
1	1	0	PDE_03940	*
1	1	0	PDE_09018	*
1	1	0	PDE_00518	*
1	1	0	PDE_07569	*
1	1	0	PDE_06846	*
1	1	0	PDE_00775	*
1	1	0	PDE_00514	*
1	1	0	PDE_02933	*
1	1	0	PDE_00214	*
1	1	0	PDE_08831	*
1	1	0	PDE_03161	*
1	1	0	PDE_04911	*
1	1	0	PDE_02652	*
1	1	0	PDE_02812	*
1	1	0	PDE_08785	*
1	1	0	PDE_03537	*
1	1	0	PDE_05347	*
1	1	0	PDE_05224	*
1	1	0	PDE_01055	*
1	1	0	PDE_01683	*
1	1	0	PDE_07139	*
1	1	0	PDE_04190	*
1	1	0	PDE_06091	*
1	1	0	PDE_05520	*
1	1	0	PDE_06371	*
1	1	0	PDE_09981	*
1	1	0	PDE_01212	*
1	1	0	PDE_05071	*
1	1	0	PDE_00330	*
1	1	0	PDE_05441	*
1	1	0	PDE_04267	*
1	1	0	PDE_09252	*
1	1	0	PDE_00551	*
1	1	0	PDE_03679	*
1	1	0	PDE_02818	*
1	1	0	PDE_09065	*
1	1	0	PDE_02525	*
1	1	0	PDE_08584	*
1	1	0	PDE_09785	*
1	1	0	PDE_00074	*
1	1	0	PDE_01187	*
1	1	0	PDE_00353	*
1	1	0	PDE_03281	*
1	1	0	PDE_08078	*
1	1	0	PDE_08592	*
1	1	0	PDE_00718	*
1	1	0	PDE_00843	*
1	1	0	PDE_00296	*
1	1	0	PDE_09690	*
1	1	0	PDE_04991	*
1	1	0	PDE_05859	*
1	1	0	PDE_05682	*
1	1	0	PDE_05142	*
1	1	0	PDE_04451	*
1	1	0	PDE_02551	*
1	1	0	PDE_00483	*
1	1	0	PDE_07260	*
1	1	0	PDE_03294	*
1	1	0	PDE_02615	*
1	1	0	PDE_01508	*
1	1	0	PDE_05067	*
1	1	0	PDE_00070	*
1	1	0	PDE_02397	*
1	1	0	PDE_05021	*
1	1	0	PDE_07552	*
1	1	0	PDE_06443	*
1	1	0	PDE_00100	*
1	1	0	PDE_02085	*
1	1	0	PDE_04758	*
1	1	0	PDE_00720	*
1	1	0	PDE_06944	*
1	1	0	PDE_05748	*
1	1	0	PDE_02066	*
1	1	0	PDE_03320	*
1	1	0	PDE_07805	*
1	1	0	PDE_04413	*
1	1	0	PDE_04540	*
1	1	0	PDE_03532	*
1	1	0	PDE_09258	*
1	1	0	PDE_00392	*
1	1	0	PDE_00976	*
1	1	0	PDE_04440	*
1	1	0	PDE_02941	*
1	1	0	PDE_07755	*
1	1	0	PDE_04875	*
1	1	0	PDE_03930	*
1	1	0	PDE_04275	*
1	1	0	PDE_07429	*
1	1	0	PDE_01631	*
1	1	0	PDE_00033	*
1	1	0	PDE_02887	*
1	1	0	PDE_07833	*
1	1	0	PDE_08424	*
1	1	0	PDE_00834	*
1	1	0	PDE_04712	*
1	1	0	PDE_09310	*
1	1	0	PDE_05496	*
1	1	0	PDE_06033	*
1	1	0	PDE_02461	*
1	1	0	PDE_04128	*
1	1	0	PDE_05943	*
1	1	0	PDE_07644	*
1	1	0	PDE_07030	*
1	1	0	PDE_04116	*
1	1	0	PDE_09537	*
1	1	0	PDE_08319	*
1	1	0	PDE_00012	*
1	1	0	PDE_06230	*
1	1	0	PDE_00402	*
1	1	0	PDE_02173	*
1	1	0	PDE_01973	*
1	1	0	PDE_05883	*
1	1	0	PDE_01756	*
1	1	0	PDE_07216	*
1	1	0	PDE_09750	*
1	1	0	PDE_04041	*
1	1	0	PDE_02640	*
1	1	0	PDE_00869	*
1	1	0	PDE_08356	*
1	1	0	PDE_07082	*
1	1	0	PDE_04301	*
1	1	0	PDE_06041	*
1	1	0	PDE_10005	*
1	1	0	PDE_01134	*
1	1	0	PDE_05892	*
1	1	0	PDE_00997	*
1	1	0	PDE_04307	*
1	1	0	PDE_02810	*
1	1	0	PDE_00605	*
1	1	0	PDE_01373	*
1	1	0	PDE_01300	*
1	1	0	PDE_00737	*
1	1	0	PDE_04550	*
1	1	0	PDE_01767	*
1	1	0	PDE_08323	*
1	1	0	PDE_02853	*
1	1	0	PDE_00593	*
1	1	0	PDE_08830	*
1	1	0	PDE_04501	*
1	1	0	PDE_07029	*
1	1	0	PDE_01638	*
1	1	0	PDE_06051	*
1	1	0	PDE_09243	*
1	1	0	PDE_05618	*
1	1	0	PDE_06551	*
1	1	0	PDE_06186	*
1	1	0	PDE_00385	*
1	1	0	PDE_09010	*
1	1	0	PDE_07732	*
1	1	0	PDE_08243	*
1	1	0	PDE_09776	*
1	1	0	PDE_05778	*
1	1	0	PDE_07987	*
1	1	0	PDE_04357	*
1	1	0	PDE_04612	*
1	1	0	PDE_06124	*
1	1	0	PDE_04125	*
1	1	0	PDE_03544	*
1	1	0	PDE_09746	*
1	1	0	PDE_01958	*
1	1	0	PDE_03980	*
1	1	0	PDE_01524	*
1	1	0	PDE_02529	*
1	1	0	PDE_03810	*
1	1	0	PDE_07981	*
1	1	0	PDE_07296	*
1	1	0	PDE_04886	*
1	1	0	PDE_07417	*
1	1	0	PDE_02900	*
1	1	0	PDE_07915	*
1	1	0	PDE_00151	*
1	1	0	PDE_00649	*
1	1	0	PDE_06181	*
1	1	0	PDE_04471	*
1	1	0	PDE_06651	*
1	1	0	PDE_01951	*
1	1	0	PDE_00552	*
1	1	0	PDE_06199	*
1	1	0	PDE_03699	*
1	1	0	PDE_00760	*
1	1	0	PDE_08421	*
1	1	0	PDE_00657	*
1	1	0	PDE_05487	*
1	1	0	PDE_04014	*
1	1	0	PDE_02580	*
1	1	0	PDE_00658	*
1	1	0	PDE_04836	*
1	1	0	PDE_08452	*
1	1	0	PDE_07844	*
1	1	0	PDE_07137	*
1	1	0	PDE_04067	*
1	1	0	PDE_05555	*
1	1	0	PDE_04022	*
1	1	0	PDE_06213	*
1	1	0	PDE_08325	*
1	1	0	PDE_09666	*
1	1	0	PDE_01142	*
1	1	0	PDE_04070	*
1	1	0	PDE_04064	*
1	1	0	PDE_06635	*
1	1	0	PDE_02855	*
1	1	0	PDE_07289	*
1	1	0	PDE_06654	*
1	1	0	PDE_05956	*
1	1	0	PDE_06392	*
1	1	0	PDE_02312	*
1	1	0	PDE_07544	*
1	1	0	PDE_01769	*
1	1	0	PDE_08834	*
1	1	0	PDE_09284	*
1	1	0	PDE_06816	*
1	1	0	PDE_05894	*
1	1	0	PDE_00178	*
1	1	0	PDE_05538	*
1	1	0	PDE_08901	*
1	1	0	PDE_06784	*
1	1	0	PDE_05681	*
1	1	0	PDE_01857	*
1	1	0	PDE_01323	*
1	1	0	PDE_02263	*
1	1	0	PDE_04001	*
1	1	0	PDE_09989	*
1	1	0	PDE_03704	*
1	1	0	PDE_04813	*
1	1	0	PDE_08064	*
1	1	0	PDE_07645	*
1	1	0	PDE_00014	*
1	1	0	PDE_07860	*
1	1	0	PDE_04610	*
1	1	0	PDE_06020	*
1	1	0	PDE_02065	*
1	1	0	PDE_09582	*
1	1	0	PDE_02122	*
1	1	0	PDE_05741	*
1	1	0	PDE_01239	*
1	1	0	PDE_03422	*
1	1	0	PDE_06067	*
1	1	0	PDE_07215	*
1	1	0	PDE_08509	*
1	1	0	PDE_01221	*
1	1	0	PDE_06413	*
1	1	0	PDE_05655	*
1	1	0	PDE_04383	*
1	1	0	PDE_03533	*
1	1	0	PDE_04304	*
1	1	0	PDE_00021	*
1	1	0	PDE_07721	*
1	1	0	PDE_04134	*
1	1	0	PDE_06172	*
1	1	0	PDE_03019	*
1	1	0	PDE_02704	*
1	1	0	PDE_04880	*
1	1	0	PDE_01215	*
1	1	0	PDE_05438	*
1	1	0	PDE_03447	*
1	1	0	PDE_03236	*
1	1	0	PDE_03845	*
1	1	0	PDE_09944	*
1	1	0	PDE_05680	*
1	1	0	PDE_06581	*
1	1	0	PDE_04780	*
1	1	0	PDE_04855	*
1	1	0	PDE_05765	*
1	1	0	PDE_04775	*
1	1	0	PDE_08006	*
1	1	0	PDE_09830	*
1	1	0	PDE_03338	*
1	1	0	PDE_04376	*
1	1	0	PDE_04691	*
1	1	0	PDE_06908	*
1	1	0	PDE_04107	*
1	1	0	PDE_09270	*
1	1	0	PDE_04828	*
1	1	0	PDE_01146	*
1	1	0	PDE_00115	*
1	1	0	PDE_01123	*
1	1	0	PDE_09193	*
1	1	0	PDE_08342	*
1	1	0	PDE_04678	*
1	1	0	PDE_06677	*
1	1	0	PDE_00519	*
1	1	0	PDE_05949	*
1	1	0	PDE_04893	*
1	1	0	PDE_06673	*
1	1	0	PDE_02458	*
1	1	0	PDE_03982	*
1	1	0	PDE_04536	*
1	1	0	PDE_03721	*
1	1	0	PDE_04554	*
1	1	0	PDE_07312	*
1	1	0	PDE_09576	*
1	1	0	PDE_02165	*
1	1	0	PDE_09212	*
1	1	0	PDE_00830	*
1	1	0	PDE_08061	*
1	1	0	PDE_04761	*
1	1	0	PDE_09625	*
1	1	0	PDE_01137	*
1	1	0	PDE_04787	*
1	1	0	PDE_03812	*
1	1	0	PDE_07589	*
1	1	0	PDE_07874	*
1	1	0	PDE_02105	*
1	1	0	PDE_01000	*
1	1	0	PDE_04034	*
1	1	0	PDE_05356	*
1	1	0	PDE_09630	*
1	1	0	PDE_03708	*
1	1	0	PDE_02127	*
1	1	0	PDE_02718	*
1	1	0	PDE_00788	*
1	1	0	PDE_02611	*
1	1	0	PDE_09827	*
1	1	0	PDE_09957	*
1	1	0	PDE_05170	*
1	1	0	PDE_01339	*
1	1	0	PDE_04154	*
1	1	0	PDE_09932	*
1	1	0	PDE_07585	*
1	1	0	PDE_05169	*
1	1	0	PDE_07865	*
1	1	0	PDE_02398	*
1	1	0	PDE_09616	*
1	1	0	PDE_05853	*
1	1	0	PDE_00637	*
1	1	0	PDE_06957	*
1	1	0	PDE_02731	*
1	1	0	PDE_09388	*
1	1	0	PDE_01254	*
1	1	0	PDE_00210	*
1	1	0	PDE_04161	*
1	1	0	PDE_00814	*
1	1	0	PDE_09185	*
1	1	0	PDE_08778	*
1	1	0	PDE_01677	*
1	1	0	PDE_02556	*
1	1	0	PDE_09449	*
1	1	0	PDE_06633	*
1	1	0	PDE_08374	*
1	1	0	PDE_07427	*
1	1	0	PDE_08540	*
1	1	0	PDE_06346	*
1	1	0	PDE_09082	*
1	1	0	PDE_03884	*
1	1	0	PDE_00938	*
1	1	0	PDE_00964	*
1	1	0	PDE_03429	*
1	1	0	PDE_06422	*
1	1	0	PDE_05640	*
1	1	0	PDE_03327	*
1	1	0	PDE_05312	*
1	1	0	PDE_08571	*
1	1	0	PDE_09701	*
1	1	0	PDE_05041	*
1	1	0	PDE_05209	*
1	1	0	PDE_05810	*
1	1	0	PDE_01095	*
1	1	0	PDE_00745	*
1	1	0	PDE_02600	*
1	1	0	PDE_02439	*
1	1	0	PDE_02425	*
1	1	0	PDE_03010	*
1	1	0	PDE_04023	*
1	1	0	PDE_04810	*
1	1	0	PDE_09916	*
1	1	0	PDE_02043	*
1	1	0	PDE_06527	*
1	1	0	PDE_03922	*
1	1	0	PDE_08595	*
1	1	0	PDE_08085	*
1	1	0	PDE_02013	*
1	1	0	PDE_06554	*
1	1	0	PDE_01128	*
1	1	0	PDE_08416	*
1	1	0	PDE_05161	*
1	1	0	PDE_01535	*
1	1	0	PDE_03863	*
1	1	0	PDE_03072	*
1	1	0	PDE_04258	*
1	1	0	PDE_05673	*
1	1	0	PDE_04729	*
1	1	0	PDE_04137	*
1	1	0	PDE_09869	*
1	1	0	PDE_00225	*
1	1	0	PDE_08157	*
1	1	0	PDE_01986	*
1	1	0	PDE_07391	*
1	1	0	PDE_06737	*
1	1	0	PDE_05798	*
1	1	0	PDE_05957	*
1	1	0	PDE_09427	*
1	1	0	PDE_03819	*
1	1	0	PDE_03634	*
1	1	0	PDE_09740	*
1	1	0	PDE_09968	*
1	1	0	PDE_04029	*
1	1	0	PDE_09980	*
1	1	0	PDE_02132	*
1	1	0	PDE_01950	*
1	1	0	PDE_06367	*
1	1	0	PDE_05232	*
1	1	0	PDE_07751	*
1	1	0	PDE_03484	*
1	1	0	PDE_09592	*
1	1	0	PDE_07604	*
1	1	0	PDE_06106	*
1	1	0	PDE_05403	*
1	1	0	PDE_01971	*
1	1	0	PDE_01102	*
1	1	0	PDE_01408	*
1	1	0	PDE_04930	*
1	1	0	PDE_01622	*
1	1	0	PDE_02048	*
1	1	0	PDE_06373	*
1	1	0	PDE_05087	*
1	1	0	PDE_00280	*
1	1	0	PDE_01226	*
1	1	0	PDE_06323	*
1	1	0	PDE_03172	*
1	1	0	PDE_08794	*
1	1	0	PDE_04901	*
1	1	0	PDE_06064	*
1	1	0	PDE_03307	*
1	1	0	PDE_02030	*
1	1	0	PDE_05702	*
1	1	0	PDE_08559	*
1	1	0	PDE_04588	*
1	1	0	PDE_07182	*
1	1	0	PDE_05205	*
1	1	0	PDE_00523	*
1	1	0	PDE_08045	*
1	1	0	PDE_00770	*
1	1	0	PDE_04336	*
1	1	0	PDE_05092	*
1	1	0	PDE_01204	*
1	1	0	PDE_05352	*
1	1	0	PDE_00603	*
1	1	0	PDE_02404	*
1	1	0	PDE_05750	*
1	1	0	PDE_08909	*
1	1	0	PDE_01118	*
1	1	0	PDE_07372	*
1	1	0	PDE_09386	*
1	1	0	PDE_09348	*
1	1	0	PDE_03302	*
1	1	0	PDE_01431	*
1	1	0	PDE_06529	*
1	1	0	PDE_08780	*
1	1	0	PDE_00416	*
1	1	0	PDE_05952	*
1	1	0	PDE_01479	*
1	1	0	PDE_06948	*
1	1	0	PDE_06452	*
1	1	0	PDE_06484	*
1	1	0	PDE_01064	*
1	1	0	PDE_05912	*
1	1	0	PDE_08462	*
1	1	0	PDE_05171	*
1	1	0	PDE_00675	*
1	1	0	PDE_00936	*
1	1	0	PDE_03008	*
1	1	0	PDE_03987	*
1	1	0	PDE_04484	*
1	1	0	PDE_08709	*
1	1	0	PDE_03488	*
1	1	0	PDE_01701	*
1	1	0	PDE_08667	*
1	1	0	PDE_05877	*
1	1	0	PDE_07354	*
1	1	0	PDE_03713	*
1	1	0	PDE_09127	*
1	1	0	PDE_06747	*
1	1	0	PDE_03928	*
1	1	0	PDE_02060	*
1	1	0	PDE_00691	*
1	1	0	PDE_04485	*
1	1	0	PDE_02845	*
1	1	0	PDE_04468	*
1	1	0	PDE_07374	*
1	1	0	PDE_03015	*
1	1	0	PDE_09600	*
1	1	0	PDE_00805	*
1	1	0	PDE_02077	*
1	1	0	PDE_00695	*
1	1	0	PDE_01232	*
1	1	0	PDE_01312	*
1	1	0	PDE_04766	*
1	1	0	PDE_02429	*
1	1	0	PDE_00522	*
1	1	0	PDE_00547	*
1	1	0	PDE_09377	*
1	1	0	PDE_01179	*
1	1	0	PDE_04820	*
1	1	0	PDE_07565	*
1	1	0	PDE_08942	*
1	1	0	PDE_05450	*
1	1	0	PDE_06814	*
1	1	0	PDE_08728	*
1	1	0	PDE_03206	*
1	1	0	PDE_00621	*
1	1	0	PDE_09097	*
1	1	0	PDE_08088	*
1	1	0	PDE_03377	*
1	1	0	PDE_00059	*
1	1	0	PDE_01944	*
1	1	0	PDE_06623	*
1	1	0	PDE_06442	*
1	1	0	PDE_04380	*
1	1	0	PDE_07711	*
1	1	0	PDE_06626	*
1	1	0	PDE_06382	*
1	1	0	PDE_06278	*
1	1	0	PDE_07624	*
1	1	0	PDE_02061	*
1	1	0	PDE_03896	*
1	1	0	PDE_06542	*
1	1	0	PDE_03345	*
1	1	0	PDE_08858	*
1	1	0	PDE_00929	*
1	1	0	PDE_09242	*
1	1	0	PDE_07388	*
1	1	0	PDE_04660	*
1	1	0	PDE_01251	*
1	1	0	PDE_00667	*
1	1	0	PDE_01047	*
1	1	0	PDE_07499	*
1	1	0	PDE_07754	*
1	1	0	PDE_00738	*
1	1	0	PDE_08303	*
1	1	0	PDE_00769	*
1	1	0	PDE_04156	*
1	1	0	PDE_02032	*
1	1	0	PDE_02931	*
1	1	0	PDE_06550	*
1	1	0	PDE_03530	*
1	1	0	PDE_01267	*
1	1	0	PDE_00034	*
1	1	0	PDE_05372	*
1	1	0	PDE_02211	*
1	1	0	PDE_07656	*
1	1	0	PDE_04905	*
1	1	0	PDE_07845	*
1	1	0	PDE_00129	*
1	1	0	PDE_01416	*
1	1	0	PDE_03093	*
1	1	0	PDE_04621	*
1	1	0	PDE_01125	*
1	1	0	PDE_00762	*
1	1	0	PDE_03695	*
1	1	0	PDE_02292	*
1	1	0	PDE_00297	*
1	1	0	PDE_01612	*
1	1	0	PDE_04002	*
1	1	0	PDE_06296	*
1	1	0	PDE_04069	*
1	1	0	PDE_09958	*
1	1	0	PDE_09382	*
1	1	0	PDE_09191	*
1	1	0	PDE_01597	*
1	1	0	PDE_01361	*
1	1	0	PDE_08959	*
1	1	0	PDE_00154	*
1	1	0	PDE_09416	*
1	1	0	PDE_04782	*
1	1	0	PDE_06049	*
1	1	0	PDE_03578	*
1	1	0	PDE_05856	*
1	1	0	PDE_07255	*
1	1	0	PDE_05789	*
1	1	0	PDE_03856	*
1	1	0	PDE_03972	*
1	1	0	PDE_03749	*
1	1	0	PDE_05831	*
1	1	0	PDE_03730	*
1	1	0	PDE_05869	*
1	1	0	PDE_04955	*
1	1	0	PDE_06083	*
1	1	0	PDE_03284	*
1	1	0	PDE_07666	*
1	1	0	PDE_06126	*
1	1	0	PDE_05463	*
1	1	0	PDE_05489	*
1	1	0	PDE_04112	*
1	1	0	PDE_07007	*
1	1	0	PDE_00612	*
1	1	0	PDE_02898	*
1	1	0	PDE_04669	*
1	1	0	PDE_05359	*
1	1	0	PDE_03761	*
1	1	0	PDE_05311	*
1	1	0	PDE_05172	*
1	1	0	PDE_07842	*
1	1	0	PDE_00828	*
1	1	0	PDE_01392	*
1	1	0	PDE_02103	*
1	1	0	PDE_06119	*
1	1	0	PDE_09935	*
1	1	0	PDE_00792	*
1	1	0	PDE_02199	*
1	1	0	PDE_04493	*
1	1	0	PDE_06949	*
1	1	0	PDE_07049	*
1	1	0	PDE_03992	*
1	1	0	PDE_03138	*
1	1	0	PDE_01351	*
1	1	0	PDE_06607	*
1	1	0	PDE_04568	*
1	1	0	PDE_05234	*
1	1	0	PDE_05272	*
1	1	0	PDE_02240	*
1	1	0	PDE_04248	*
1	1	0	PDE_01752	*
1	1	0	PDE_00037	*
1	1	0	PDE_02637	*
1	1	0	PDE_04984	*
1	1	0	PDE_07651	*
1	1	0	PDE_00276	*
1	1	0	PDE_00285	*
1	1	0	PDE_04730	*
1	1	0	PDE_04474	*
1	1	0	PDE_01281	*
1	1	0	PDE_06726	*
1	1	0	PDE_06045	*
1	1	0	PDE_06028	*
1	1	0	PDE_07055	*
1	1	0	PDE_04563	*
1	1	0	PDE_00511	*
1	1	0	PDE_05507	*
1	1	0	PDE_07270	*
1	1	0	PDE_01248	*
