# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	P.oxalicum_114-2.fasta
2	2	1	PECH_005021	PDE_02598
2	2	1	PECH_005022	PDE_02599
2	2	1	PECH_005023	PDE_02600
2	2	1	PECH_005024	PDE_02601
2	2	1	PECH_005025	PDE_02602
2	2	1	PECH_005026	PDE_02603
2	2	1	PECH_005027	PDE_02604
2	2	1	PECH_005028	PDE_02605
2	2	1	PECH_005029	PDE_02606
2	2	1	PECH_005030	PDE_02607
2	2	1	PECH_005031	PDE_02608
2	2	1	PECH_005032	PDE_02616
2	2	1	PECH_005033	PDE_02617
2	2	1	PECH_005034	PDE_02618
2	2	1	PECH_005035	PDE_02619
2	2	1	PECH_005036	PDE_02621
2	2	1	PECH_005037	PDE_02623
2	2	1	PECH_005038	PDE_02624
2	2	1	PECH_005039	PDE_02625
2	2	1	PECH_005040	PDE_02626
2	2	1	PECH_005041	PDE_02628
2	2	1	PECH_005042	PDE_02629
2	2	1	PECH_005043	PDE_02630
2	2	1	PECH_005044	PDE_02631
2	2	1	PECH_005045	PDE_02632
2	2	1	PECH_005046	PDE_02633
2	2	1	PECH_005047	PDE_02634
2	2	1	PECH_005049	PDE_02635
2	2	1	PECH_005050	PDE_02637
2	2	1	PECH_005051	PDE_02638
2	2	1	PECH_005052	PDE_02639
2	2	1	PECH_005053	PDE_02640
2	2	1	PECH_005054	PDE_02641
2	2	1	PECH_005055	PDE_02642
2	2	1	PECH_005056	PDE_02643
2	2	1	PECH_005057	PDE_02644
2	2	1	PECH_005058	PDE_02645
2	2	1	PECH_005059	PDE_02646
2	2	1	PECH_005060	PDE_02647
2	2	1	PECH_005061	PDE_02648
2	2	1	PECH_005062	PDE_02649
2	2	1	PECH_005063	PDE_02650
2	2	1	PECH_005064	PDE_02653
2	2	1	PECH_005065	PDE_02654
2	2	1	PECH_005066	PDE_02655
2	2	1	PECH_005067	PDE_02656
2	2	1	PECH_005068	PDE_02657
2	2	1	PECH_005069	PDE_02659
2	2	1	PECH_005070	PDE_02662
2	2	1	PECH_005071	PDE_02664
2	2	1	PECH_005072	PDE_02665
2	2	1	PECH_005073	PDE_02666
2	2	1	PECH_005074	PDE_02667
2	2	1	PECH_005075	PDE_02668
2	2	1	PECH_005076	PDE_02669
2	2	1	PECH_005077	PDE_02670
2	2	1	PECH_005079	PDE_01416
2	2	1	PECH_005080	PDE_01417
2	2	1	PECH_005081	PDE_01418
2	2	1	PECH_005082	PDE_01915
2	2	1	PECH_005083	PDE_01914
2	2	1	PECH_005084	PDE_01903
2	2	1	PECH_005085	PDE_03740
2	2	1	PECH_005086	PDE_03739
2	2	1	PECH_005088	PDE_03743
2	2	1	PECH_005089	PDE_03742
2	2	1	PECH_005090	PDE_03741
2	2	1	PECH_005091	PDE_03745
2	2	1	PECH_005092	PDE_03746
2	2	1	PECH_005093	PDE_03747
2	2	1	PECH_005094	PDE_03748
2	2	1	PECH_005096	PDE_03751
2	2	1	PECH_005097	PDE_03752
2	2	1	PECH_005099	PDE_03754
2	2	1	PECH_005100	PDE_03757
2	2	1	PECH_005101	PDE_03758
2	2	1	PECH_005102	PDE_03759
2	2	1	PECH_005103	PDE_03760
2	2	1	PECH_005104	PDE_03763
2	2	1	PECH_005105	PDE_03764
2	2	1	PECH_005106	PDE_03765
2	2	1	PECH_005107	PDE_03766
2	2	1	PECH_005108	PDE_03767
2	2	1	PECH_005109	PDE_03768
2	2	1	PECH_005110	PDE_03769
2	2	1	PECH_005111	PDE_03771
2	2	1	PECH_005112	PDE_03772
2	2	1	PECH_005114	PDE_03774
2	2	1	PECH_005115	PDE_03775
2	2	1	PECH_005116	PDE_03776
2	2	1	PECH_005117	PDE_03777
2	2	1	PECH_005118	PDE_03778
2	2	1	PECH_005119	PDE_03779
2	2	1	PECH_005120	PDE_03780
2	2	1	PECH_005121	PDE_03781
2	2	1	PECH_005122	PDE_03782
2	2	1	PECH_005124	PDE_03784
2	2	1	PECH_005125	PDE_03785
2	2	1	PECH_005126	PDE_03786
2	2	1	PECH_005127	PDE_03787
2	2	1	PECH_005128	PDE_03788
2	2	1	PECH_005129	PDE_03789
2	2	1	PECH_005130	PDE_03790
2	2	1	PECH_005131	PDE_03791
2	2	1	PECH_005132	PDE_03792
2	2	1	PECH_005133	PDE_03793
2	2	1	PECH_005134	PDE_03794
2	2	1	PECH_005135	PDE_03795
2	2	1	PECH_005137	PDE_03796
2	2	1	PECH_005139	PDE_03797
2	2	1	PECH_005140	PDE_03798
2	2	1	PECH_005141	PDE_03799
2	2	1	PECH_005142	PDE_03800
2	2	1	PECH_005143	PDE_03801
2	2	1	PECH_005144	PDE_03803
2	2	1	PECH_005146	PDE_03805
2	2	1	PECH_005147	PDE_03806
2	2	1	PECH_005148	PDE_03807
2	2	1	PECH_005150	PDE_06406
2	2	1	PECH_005157	PDE_06580
2	2	1	PECH_005160	PDE_06576
2	2	1	PECH_005161	PDE_06575
2	2	1	PECH_005162	PDE_06572
2	2	1	PECH_005163	PDE_06571
2	2	1	PECH_005164	PDE_06570
2	2	1	PECH_005165	PDE_06569
2	2	1	PECH_005167	PDE_06562
2	2	1	PECH_005168	PDE_06561
2	2	1	PECH_005169	PDE_06560
2	2	1	PECH_005170	PDE_06559
2	2	1	PECH_005171	PDE_06558
2	2	1	PECH_005173	PDE_06557
2	2	1	PECH_005174	PDE_06556
2	2	1	PECH_005176	PDE_06550
2	2	1	PECH_005177	PDE_06548
2	2	1	PECH_000004	PDE_01854
2	2	1	PECH_005179	PDE_06546
2	2	1	PECH_005181	PDE_06542
2	2	1	PECH_005182	PDE_06541
2	2	1	PECH_005183	PDE_06540
2	2	1	PECH_005184	PDE_06539
2	2	1	PECH_005185	PDE_06537
2	2	1	PECH_005186	PDE_06535
2	2	1	PECH_005187	PDE_06534
2	2	1	PECH_005188	PDE_06533
2	2	1	PECH_005190	PDE_06532
2	2	1	PECH_005192	PDE_06531
2	2	1	PECH_005194	PDE_06528
2	2	1	PECH_005196	PDE_06525
2	2	1	PECH_005197	PDE_06524
2	2	1	PECH_005198	PDE_06523
2	2	1	PECH_005199	PDE_06522
2	2	1	PECH_005200	PDE_06521
2	2	1	PECH_005201	PDE_06520
2	2	1	PECH_005202	PDE_06519
2	2	1	PECH_005203	PDE_06518
2	2	1	PECH_005206	PDE_06517
2	2	1	PECH_005209	PDE_06511
2	2	1	PECH_005210	PDE_06510
2	2	1	PECH_005212	PDE_04149
2	2	1	PECH_005213	PDE_04147
2	2	1	PECH_005214	PDE_04146
2	2	1	PECH_005215	PDE_04145
2	2	1	PECH_005216	PDE_04144
2	2	1	PECH_005217	PDE_04142
2	2	1	PECH_005218	PDE_04141
2	2	1	PECH_005221	PDE_04138
2	2	1	PECH_005226	PDE_04136
2	2	1	PECH_005227	PDE_04135
2	2	1	PECH_005229	PDE_04134
2	2	1	PECH_005230	PDE_04132
2	2	1	PECH_005231	PDE_04131
2	2	1	PECH_005232	PDE_04129
2	2	1	PECH_005233	PDE_04128
2	2	1	PECH_005234	PDE_04127
2	2	1	PECH_005235	PDE_04124
2	2	1	PECH_005236	PDE_04122
2	2	1	PECH_005237	PDE_04120
2	2	1	PECH_005238	PDE_04119
2	2	1	PECH_005240	PDE_04118
2	2	1	PECH_005242	PDE_04065
2	2	1	PECH_005243	PDE_04066
2	2	1	PECH_005245	PDE_04070
2	2	1	PECH_005246	PDE_04071
2	2	1	PECH_005247	PDE_04073
2	2	1	PECH_005248	PDE_04074
2	2	1	PECH_005249	PDE_04075
2	2	1	PECH_005250	PDE_04077
2	2	1	PECH_005251	PDE_04078
2	2	1	PECH_005252	PDE_04079
2	2	1	PECH_005253	PDE_04080
2	2	1	PECH_005255	PDE_04081
2	2	1	PECH_005256	PDE_04083
2	2	1	PECH_005257	PDE_04085
2	2	1	PECH_005258	PDE_04086
2	2	1	PECH_005260	PDE_04088
2	2	1	PECH_005261	PDE_04089
2	2	1	PECH_005262	PDE_04090
2	2	1	PECH_005263	PDE_04091
2	2	1	PECH_005264	PDE_04092
2	2	1	PECH_005265	PDE_04093
2	2	1	PECH_005266	PDE_04094
2	2	1	PECH_005267	PDE_04095
2	2	1	PECH_005269	PDE_05755
2	2	1	PECH_005270	PDE_00259
2	2	1	PECH_005271	PDE_03100
2	2	1	PECH_005273	PDE_09469
2	2	1	PECH_005274	PDE_09468
2	2	1	PECH_005275	PDE_09467
2	2	1	PECH_005276	PDE_09466
2	2	1	PECH_005277	PDE_09465
2	2	1	PECH_005278	PDE_09464
2	2	1	PECH_005279	PDE_09462
2	2	1	PECH_005281	PDE_09461
2	2	1	PECH_005282	PDE_09460
2	2	1	PECH_005283	PDE_09459
2	2	1	PECH_005284	PDE_09458
2	2	1	PECH_005285	PDE_09457
2	2	1	PECH_005286	PDE_09456
2	2	1	PECH_005287	PDE_09455
2	2	1	PECH_005288	PDE_09454
2	2	1	PECH_005289	PDE_09453
2	2	1	PECH_005290	PDE_09452
2	2	1	PECH_005291	PDE_09451
2	2	1	PECH_005292	PDE_09449
2	2	1	PECH_005293	PDE_09448
2	2	1	PECH_005296	PDE_09443
2	2	1	PECH_005297	PDE_09442
2	2	1	PECH_005298	PDE_09441
2	2	1	PECH_005299	PDE_09440
2	2	1	PECH_005300	PDE_09439
2	2	1	PECH_005301	PDE_09438
2	2	1	PECH_005302	PDE_09437
2	2	1	PECH_005304	PDE_09436
2	2	1	PECH_005305	PDE_09434
2	2	1	PECH_005306	PDE_09433
2	2	1	PECH_005307	PDE_09432
2	2	1	PECH_005308	PDE_09431
2	2	1	PECH_005309	PDE_09418
2	2	1	PECH_005310	PDE_09417
2	2	1	PECH_005311	PDE_09415
2	2	1	PECH_005312	PDE_09414
2	2	1	PECH_005313	PDE_09413
2	2	1	PECH_005314	PDE_09412
2	2	1	PECH_005315	PDE_09411
2	2	1	PECH_005316	PDE_09408
2	2	1	PECH_005317	PDE_09407
2	2	1	PECH_005318	PDE_09406
2	2	1	PECH_005319	PDE_09405
2	2	1	PECH_005320	PDE_09403
2	2	1	PECH_005321	PDE_09402
2	2	1	PECH_005323	PDE_09401
2	2	1	PECH_005324	PDE_09400
2	2	1	PECH_005326	PDE_09399
2	2	1	PECH_005327	PDE_09398
2	2	1	PECH_005328	PDE_09397
2	2	1	PECH_005329	PDE_09396
2	2	1	PECH_005330	PDE_09395
2	2	1	PECH_005331	PDE_09393
2	2	1	PECH_005332	PDE_09392
2	2	1	PECH_005335	PDE_01435
2	2	1	PECH_005336	PDE_01436
2	2	1	PECH_005337	PDE_04225
2	2	1	PECH_005338	PDE_04224
2	2	1	PECH_005339	PDE_08334
2	2	1	PECH_005340	PDE_08333
2	2	1	PECH_005342	PDE_08331
2	2	1	PECH_005343	PDE_08330
2	2	1	PECH_005344	PDE_00814
2	2	1	PECH_005345	PDE_08328
2	2	1	PECH_005346	PDE_08327
2	2	1	PECH_005347	PDE_09275
2	2	1	PECH_005348	PDE_08326
2	2	1	PECH_005349	PDE_08325
2	2	1	PECH_005350	PDE_08324
2	2	1	PECH_005351	PDE_08323
2	2	1	PECH_005352	PDE_08322
2	2	1	PECH_005353	PDE_08321
2	2	1	PECH_005355	PDE_08320
2	2	1	PECH_005356	PDE_08319
2	2	1	PECH_005357	PDE_08316
2	2	1	PECH_005358	PDE_08313
2	2	1	PECH_005359	PDE_08312
2	2	1	PECH_005360	PDE_08311
2	2	1	PECH_005361	PDE_08310
2	2	1	PECH_005362	PDE_08309
2	2	1	PECH_005363	PDE_08308
2	2	1	PECH_005364	PDE_08307
2	2	1	PECH_005365	PDE_08306
2	2	1	PECH_005366	PDE_08305
2	2	1	PECH_005367	PDE_08304
2	2	1	PECH_005368	PDE_08303
2	2	1	PECH_005369	PDE_08302
2	2	1	PECH_005370	PDE_08301
2	2	1	PECH_005371	PDE_08300
2	2	1	PECH_005372	PDE_08298
2	2	1	PECH_005373	PDE_08297
2	2	1	PECH_005374	PDE_08296
2	2	1	PECH_005375	PDE_08295
2	2	1	PECH_005376	PDE_08294
2	2	1	PECH_005377	PDE_08293
2	2	1	PECH_005378	PDE_08292
2	2	1	PECH_005381	PDE_08288
2	2	1	PECH_005382	PDE_08282
2	2	1	PECH_005385	PDE_08278
2	2	1	PECH_005386	PDE_08273
2	2	1	PECH_005387	PDE_08272
2	2	1	PECH_005388	PDE_08271
2	2	1	PECH_005389	PDE_08270
2	2	1	PECH_005390	PDE_08269
2	2	1	PECH_005391	PDE_08268
2	2	1	PECH_005392	PDE_08267
2	2	1	PECH_005393	PDE_08266
2	2	1	PECH_005394	PDE_08265
2	2	1	PECH_005395	PDE_08264
2	2	1	PECH_005396	PDE_08263
2	2	1	PECH_005397	PDE_08259
2	2	1	PECH_005398	PDE_08258
2	2	1	PECH_005400	PDE_07833
2	2	1	PECH_005401	PDE_07832
2	2	1	PECH_005403	PDE_07829
2	2	1	PECH_005404	PDE_07828
2	2	1	PECH_005405	PDE_07827
2	2	1	PECH_005406	PDE_07826
2	2	1	PECH_005407	PDE_07825
2	2	1	PECH_005408	PDE_07823
2	2	1	PECH_005409	PDE_07822
2	2	1	PECH_005410	PDE_07821
2	2	1	PECH_005412	PDE_07820
2	2	1	PECH_005413	PDE_07819
2	2	1	PECH_005416	PDE_07815
2	2	1	PECH_005417	PDE_07814
2	2	1	PECH_005418	PDE_07812
2	2	1	PECH_005419	PDE_07810
2	2	1	PECH_005420	PDE_07809
2	2	1	PECH_005421	PDE_07808
2	2	1	PECH_005422	PDE_07807
2	2	1	PECH_005423	PDE_07806
2	2	1	PECH_005424	PDE_07805
2	2	1	PECH_005425	PDE_07804
2	2	1	PECH_005426	PDE_07803
2	2	1	PECH_005427	PDE_07802
2	2	1	PECH_005428	PDE_07801
2	2	1	PECH_005429	PDE_07800
2	2	1	PECH_005430	PDE_07799
2	2	1	PECH_005431	PDE_07798
2	2	1	PECH_005432	PDE_07797
2	2	1	PECH_005433	PDE_07796
2	2	1	PECH_005434	PDE_07795
2	2	1	PECH_005435	PDE_07794
2	2	1	PECH_005436	PDE_07793
2	2	1	PECH_005437	PDE_07792
2	2	1	PECH_005438	PDE_07790
2	2	1	PECH_005439	PDE_07789
2	2	1	PECH_005440	PDE_07788
2	2	1	PECH_005441	PDE_03976
2	2	1	PECH_005442	PDE_07787
2	2	1	PECH_005443	PDE_07785
2	2	1	PECH_005444	PDE_07783
2	2	1	PECH_005445	PDE_07782
2	2	1	PECH_005446	PDE_07781
2	2	1	PECH_005447	PDE_07780
2	2	1	PECH_005448	PDE_07779
2	2	1	PECH_005450	PDE_07778
2	2	1	PECH_005452	PDE_07262
2	2	1	PECH_005453	PDE_07263
2	2	1	PECH_005454	PDE_07264
2	2	1	PECH_005455	PDE_07267
2	2	1	PECH_005456	PDE_07268
2	2	1	PECH_005457	PDE_07269
2	2	1	PECH_005458	PDE_07270
2	2	1	PECH_005459	PDE_07271
2	2	1	PECH_005460	PDE_07272
2	2	1	PECH_005461	PDE_07273
2	2	1	PECH_005462	PDE_07274
2	2	1	PECH_005463	PDE_07276
2	2	1	PECH_005464	PDE_07278
2	2	1	PECH_005465	PDE_07279
2	2	1	PECH_005466	PDE_07280
2	2	1	PECH_005467	PDE_07281
2	2	1	PECH_005468	PDE_07282
2	2	1	PECH_005469	PDE_07283
2	2	1	PECH_005472	PDE_09345
2	2	1	PECH_005473	PDE_09344
2	2	1	PECH_005474	PDE_09343
2	2	1	PECH_005475	PDE_09342
2	2	1	PECH_005476	PDE_09341
2	2	1	PECH_005477	PDE_09340
2	2	1	PECH_005478	PDE_09339
2	2	1	PECH_005479	PDE_09338
2	2	1	PECH_005480	PDE_09337
2	2	1	PECH_005481	PDE_09336
2	2	1	PECH_005482	PDE_09335
2	2	1	PECH_005483	PDE_09334
2	2	1	PECH_005484	PDE_09333
2	2	1	PECH_005486	PDE_09332
2	2	1	PECH_005487	PDE_09331
2	2	1	PECH_005488	PDE_09328
2	2	1	PECH_005489	PDE_09327
2	2	1	PECH_005492	PDE_09324
2	2	1	PECH_005493	PDE_09323
2	2	1	PECH_005494	PDE_09322
2	2	1	PECH_005495	PDE_09321
2	2	1	PECH_005496	PDE_09320
2	2	1	PECH_005498	PDE_09318
2	2	1	PECH_005499	PDE_09317
2	2	1	PECH_005500	PDE_09316
2	2	1	PECH_005501	PDE_09315
2	2	1	PECH_005502	PDE_09314
2	2	1	PECH_005503	PDE_09313
2	2	1	PECH_005504	PDE_09312
2	2	1	PECH_005505	PDE_09311
2	2	1	PECH_005506	PDE_09310
2	2	1	PECH_005507	PDE_09309
2	2	1	PECH_005508	PDE_09308
2	2	1	PECH_005509	PDE_09307
2	2	1	PECH_005510	PDE_09306
2	2	1	PECH_005511	PDE_09305
2	2	1	PECH_005512	PDE_09304
2	2	1	PECH_005513	PDE_09303
2	2	1	PECH_005514	PDE_09302
2	2	1	PECH_005515	PDE_09301
2	2	1	PECH_005519	PDE_09299
2	2	1	PECH_005520	PDE_09297
2	2	1	PECH_005521	PDE_09296
2	2	1	PECH_005522	PDE_09295
2	2	1	PECH_005523	PDE_09294
2	2	1	PECH_005525	PDE_09293
2	2	1	PECH_005526	PDE_09290
2	2	1	PECH_005527	PDE_06089
2	2	1	PECH_005529	PDE_09287
2	2	1	PECH_005530	PDE_09286
2	2	1	PECH_005531	PDE_09285
2	2	1	PECH_005532	PDE_09284
2	2	1	PECH_005533	PDE_09283
2	2	1	PECH_005534	PDE_09282
2	2	1	PECH_005535	PDE_09281
2	2	1	PECH_005536	PDE_09280
2	2	1	PECH_005537	PDE_09279
2	2	1	PECH_005538	PDE_09278
2	2	1	PECH_005539	PDE_09277
2	2	1	PECH_005540	PDE_09276
2	2	1	PECH_005545	PDE_08042
2	2	1	PECH_005547	PDE_08044
2	2	1	PECH_005549	PDE_08045
2	2	1	PECH_005550	PDE_08046
2	2	1	PECH_005551	PDE_08047
2	2	1	PECH_005552	PDE_08048
2	2	1	PECH_005553	PDE_08049
2	2	1	PECH_005555	PDE_08050
2	2	1	PECH_005556	PDE_08051
2	2	1	PECH_005557	PDE_08052
2	2	1	PECH_005558	PDE_08053
2	2	1	PECH_005559	PDE_08054
2	2	1	PECH_005560	PDE_08055
2	2	1	PECH_005561	PDE_08056
2	2	1	PECH_005562	PDE_08057
2	2	1	PECH_005563	PDE_08058
2	2	1	PECH_005564	PDE_08059
2	2	1	PECH_005565	PDE_08060
2	2	1	PECH_005566	PDE_08061
2	2	1	PECH_005567	PDE_08062
2	2	1	PECH_005568	PDE_08063
2	2	1	PECH_005569	PDE_08064
2	2	1	PECH_005570	PDE_08065
2	2	1	PECH_005572	PDE_08067
2	2	1	PECH_005573	PDE_08068
2	2	1	PECH_005574	PDE_08069
2	2	1	PECH_005575	PDE_08070
2	2	1	PECH_005576	PDE_00637
2	2	1	PECH_005577	PDE_00635
2	2	1	PECH_005578	PDE_00634
2	2	1	PECH_005585	PDE_00633
2	2	1	PECH_005586	PDE_00632
2	2	1	PECH_005587	PDE_00631
2	2	1	PECH_005588	PDE_00629
2	2	1	PECH_005589	PDE_00628
2	2	1	PECH_005590	PDE_00627
2	2	1	PECH_005591	PDE_00626
2	2	1	PECH_005592	PDE_00625
2	2	1	PECH_005593	PDE_00624
2	2	1	PECH_005594	PDE_00623
2	2	1	PECH_005596	PDE_00622
2	2	1	PECH_005598	PDE_00620
2	2	1	PECH_005599	PDE_00619
2	2	1	PECH_005601	PDE_00616
2	2	1	PECH_005602	PDE_00615
2	2	1	PECH_005603	PDE_00614
2	2	1	PECH_005604	PDE_00613
2	2	1	PECH_005605	PDE_00612
2	2	1	PECH_005606	PDE_00611
2	2	1	PECH_005607	PDE_00610
2	2	1	PECH_005608	PDE_00609
2	2	1	PECH_005609	PDE_00608
2	2	1	PECH_005610	PDE_00607
2	2	1	PECH_005612	PDE_00604
2	2	1	PECH_005613	PDE_00603
2	2	1	PECH_005614	PDE_00602
2	2	1	PECH_005615	PDE_00601
2	2	1	PECH_005616	PDE_00600
2	2	1	PECH_005617	PDE_00599
2	2	1	PECH_005618	PDE_00598
2	2	1	PECH_005619	PDE_00597
2	2	1	PECH_005621	PDE_00596
2	2	1	PECH_005622	PDE_00595
2	2	1	PECH_005627	PDE_00594
2	2	1	PECH_005628	PDE_00592
2	2	1	PECH_005629	PDE_00591
2	2	1	PECH_005630	PDE_00590
2	2	1	PECH_005631	PDE_00589
2	2	1	PECH_005632	PDE_00588
2	2	1	PECH_005633	PDE_00587
2	2	1	PECH_005634	PDE_00586
2	2	1	PECH_005636	PDE_00585
2	2	1	PECH_005639	PDE_00584
2	2	1	PECH_005641	PDE_00583
2	2	1	PECH_005642	PDE_00582
2	2	1	PECH_005643	PDE_00581
2	2	1	PECH_005644	PDE_00580
2	2	1	PECH_005648	PDE_00579
2	2	1	PECH_005649	PDE_00578
2	2	1	PECH_005650	PDE_00577
2	2	1	PECH_005651	PDE_00576
2	2	1	PECH_005652	PDE_00574
2	2	1	PECH_005653	PDE_00572
2	2	1	PECH_005654	PDE_00569
2	2	1	PECH_005655	PDE_00568
2	2	1	PECH_005656	PDE_00567
2	2	1	PECH_005657	PDE_00566
2	2	1	PECH_005658	PDE_00564
2	2	1	PECH_005659	PDE_00563
2	2	1	PECH_005662	PDE_00562
2	2	1	PECH_005663	PDE_00561
2	2	1	PECH_005665	PDE_00559
2	2	1	PECH_005666	PDE_00558
2	2	1	PECH_005668	PDE_05086
2	2	1	PECH_005670	PDE_05084
2	2	1	PECH_005671	PDE_05083
2	2	1	PECH_005672	PDE_05082
2	2	1	PECH_005674	PDE_05078
2	2	1	PECH_005675	PDE_05076
2	2	1	PECH_005676	PDE_05075
2	2	1	PECH_005679	PDE_05072
2	2	1	PECH_005680	PDE_05071
2	2	1	PECH_005681	PDE_05070
2	2	1	PECH_005682	PDE_05069
2	2	1	PECH_005683	PDE_05068
2	2	1	PECH_005684	PDE_05067
2	2	1	PECH_005685	PDE_05065
2	2	1	PECH_005686	PDE_05064
2	2	1	PECH_005687	PDE_05063
2	2	1	PECH_005688	PDE_05060
2	2	1	PECH_005689	PDE_05059
2	2	1	PECH_005691	PDE_05058
2	2	1	PECH_005692	PDE_05057
2	2	1	PECH_005693	PDE_05056
2	2	1	PECH_005694	PDE_05055
2	2	1	PECH_005695	PDE_05054
2	2	1	PECH_005696	PDE_05053
2	2	1	PECH_005698	PDE_05052
2	2	1	PECH_005699	PDE_05051
2	2	1	PECH_005700	PDE_05050
2	2	1	PECH_005701	PDE_05049
2	2	1	PECH_005702	PDE_05048
2	2	1	PECH_005703	PDE_05046
2	2	1	PECH_005704	PDE_05325
2	2	1	PECH_005705	PDE_05324
2	2	1	PECH_005707	PDE_05323
2	2	1	PECH_005708	PDE_02397
2	2	1	PECH_005709	PDE_05321
2	2	1	PECH_005710	PDE_05320
2	2	1	PECH_005711	PDE_05319
2	2	1	PECH_005712	PDE_05318
2	2	1	PECH_005713	PDE_05317
2	2	1	PECH_005714	PDE_05316
2	2	1	PECH_005715	PDE_05315
2	2	1	PECH_005716	PDE_05314
2	2	1	PECH_005717	PDE_05313
2	2	1	PECH_005718	PDE_05312
2	2	1	PECH_005719	PDE_05310
2	2	1	PECH_005720	PDE_05999
2	2	1	PECH_005722	PDE_05998
2	2	1	PECH_005723	PDE_05997
2	2	1	PECH_005724	PDE_05996
2	2	1	PECH_005726	PDE_05993
2	2	1	PECH_005727	PDE_05992
2	2	1	PECH_005728	PDE_05991
2	2	1	PECH_005729	PDE_05990
2	2	1	PECH_005730	PDE_05989
2	2	1	PECH_005731	PDE_05988
2	2	1	PECH_005732	PDE_05987
2	2	1	PECH_005733	PDE_05986
2	2	1	PECH_005734	PDE_05985
2	2	1	PECH_005735	PDE_05983
2	2	1	PECH_005736	PDE_05982
2	2	1	PECH_005737	PDE_05981
2	2	1	PECH_005738	PDE_05980
2	2	1	PECH_005739	PDE_05978
2	2	1	PECH_005740	PDE_05977
2	2	1	PECH_005741	PDE_05976
2	2	1	PECH_005742	PDE_05975
2	2	1	PECH_005743	PDE_05974
2	2	1	PECH_005744	PDE_00081
2	2	1	PECH_005745	PDE_05973
2	2	1	PECH_005746	PDE_05971
2	2	1	PECH_005747	PDE_05970
2	2	1	PECH_005748	PDE_05969
2	2	1	PECH_005749	PDE_05968
2	2	1	PECH_005750	PDE_05967
2	2	1	PECH_005752	PDE_05965
2	2	1	PECH_005753	PDE_05964
2	2	1	PECH_005754	PDE_05963
2	2	1	PECH_005755	PDE_05962
2	2	1	PECH_005757	PDE_05961
2	2	1	PECH_005758	PDE_05960
2	2	1	PECH_005759	PDE_05956
2	2	1	PECH_005760	PDE_05955
2	2	1	PECH_005761	PDE_05954
2	2	1	PECH_005762	PDE_05953
2	2	1	PECH_005763	PDE_05952
2	2	1	PECH_005764	PDE_05951
2	2	1	PECH_005765	PDE_05950
2	2	1	PECH_005767	PDE_05946
2	2	1	PECH_005768	PDE_05943
2	2	1	PECH_005769	PDE_05941
2	2	1	PECH_005770	PDE_05940
2	2	1	PECH_005771	PDE_05939
2	2	1	PECH_000003	PDE_01853
2	2	1	PECH_005773	PDE_03449
2	2	1	PECH_005775	PDE_06432
2	2	1	PECH_005776	PDE_05850
2	2	1	PECH_005777	PDE_05851
2	2	1	PECH_005778	PDE_02845
2	2	1	PECH_005779	PDE_02846
2	2	1	PECH_005780	PDE_02847
2	2	1	PECH_005781	PDE_02848
2	2	1	PECH_005782	PDE_02849
2	2	1	PECH_005783	PDE_02850
2	2	1	PECH_005784	PDE_02851
2	2	1	PECH_005785	PDE_02852
2	2	1	PECH_005786	PDE_02853
2	2	1	PECH_005787	PDE_02854
2	2	1	PECH_005788	PDE_02855
2	2	1	PECH_005789	PDE_02856
2	2	1	PECH_005790	PDE_02857
2	2	1	PECH_005791	PDE_02858
2	2	1	PECH_005792	PDE_02859
2	2	1	PECH_005793	PDE_02860
2	2	1	PECH_005794	PDE_02861
2	2	1	PECH_005795	PDE_02862
2	2	1	PECH_005796	PDE_02863
2	2	1	PECH_005797	PDE_02864
2	2	1	PECH_005798	PDE_02865
2	2	1	PECH_005799	PDE_02866
2	2	1	PECH_005801	PDE_02868
2	2	1	PECH_005802	PDE_02870
2	2	1	PECH_005803	PDE_02871
2	2	1	PECH_005804	PDE_02872
2	2	1	PECH_005805	PDE_02873
2	2	1	PECH_005806	PDE_02875
2	2	1	PECH_005807	PDE_02876
2	2	1	PECH_005808	PDE_02877
2	2	1	PECH_005809	PDE_02878
2	2	1	PECH_005810	PDE_02880
2	2	1	PECH_005811	PDE_02882
2	2	1	PECH_005812	PDE_02883
2	2	1	PECH_005813	PDE_02884
2	2	1	PECH_005815	PDE_02886
2	2	1	PECH_005816	PDE_02889
2	2	1	PECH_005817	PDE_02892
2	2	1	PECH_005819	PDE_02893
2	2	1	PECH_005820	PDE_02896
2	2	1	PECH_005821	PDE_02897
2	2	1	PECH_005822	PDE_02899
2	2	1	PECH_005823	PDE_02904
2	2	1	PECH_005824	PDE_02905
2	2	1	PECH_005825	PDE_02906
2	2	1	PECH_005826	PDE_02908
2	2	1	PECH_005827	PDE_02909
2	2	1	PECH_005828	PDE_02910
2	2	1	PECH_005829	PDE_02911
2	2	1	PECH_005830	PDE_02912
2	2	1	PECH_005831	PDE_02913
2	2	1	PECH_005832	PDE_02914
2	2	1	PECH_005833	PDE_09845
2	2	1	PECH_005834	PDE_09844
2	2	1	PECH_005835	PDE_09843
2	2	1	PECH_005836	PDE_09842
2	2	1	PECH_005837	PDE_09841
2	2	1	PECH_005838	PDE_09840
2	2	1	PECH_005839	PDE_09839
2	2	1	PECH_005840	PDE_09838
2	2	1	PECH_005841	PDE_09837
2	2	1	PECH_005842	PDE_09836
2	2	1	PECH_005843	PDE_09835
2	2	1	PECH_005844	PDE_09834
2	2	1	PECH_005845	PDE_09832
