# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PECH_007556	AN4743
2	2	1	PECH_007558	AN4751
2	2	1	PECH_007559	AN4752
2	2	1	PECH_007560	AN4753
2	2	1	PECH_007561	AN4754
2	2	1	PECH_007562	AN4755
2	2	1	PECH_007563	AN4759
2	2	1	PECH_007564	AN4758
2	2	1	PECH_007565	AN4757
2	2	1	PECH_007566	AN10583
2	2	1	PECH_007567	AN10586
2	2	1	PECH_007568	AN10590
2	2	1	PECH_007569	AN4760
2	2	1	PECH_007570	AN4761
2	2	1	PECH_007571	AN4762
2	2	1	PECH_007573	AN4763
2	2	1	PECH_007574	AN4764
2	2	1	PECH_007576	AN10584
2	2	1	PECH_007577	AN4766
2	2	1	PECH_007579	AN4767
2	2	1	PECH_007582	AN7656
2	2	1	PECH_007584	AN7175
2	2	1	PECH_007585	AN3725
2	2	1	PECH_007586	AN3724
2	2	1	PECH_007587	AN10441
2	2	1	PECH_007589	AN3691
2	2	1	PECH_007590	AN2466
2	2	1	PECH_007591	AN2464
2	2	1	PECH_007595	AN9194
2	2	1	PECH_007598	AN10306
2	2	1	PECH_007599	AN10309
2	2	1	PECH_007600	AN12236
2	2	1	PECH_007601	AN7252
2	2	1	PECH_007602	AN7253
2	2	1	PECH_007603	AN4006
2	2	1	PECH_007605	AN3191
2	2	1	PECH_007607	AN7294
2	2	1	PECH_007608	AN12246
2	2	1	PECH_007609	AN7293
2	2	1	PECH_007610	AN7292
2	2	1	PECH_007611	AN7291
2	2	1	PECH_007612	AN7290
2	2	1	PECH_007613	AN7289
2	2	1	PECH_007614	AN7287
2	2	1	PECH_007616	AN7286
2	2	1	PECH_007618	AN7285
2	2	1	PECH_007620	AN10922
2	2	1	PECH_007621	AN7283
2	2	1	PECH_007622	AN7273
2	2	1	PECH_007623	AN1624
2	2	1	PECH_007624	AN3770
2	2	1	PECH_007625	AN9059
2	2	1	PECH_007626	AN9060
2	2	1	PECH_007627	AN9061
2	2	1	PECH_007628	AN3470
2	2	1	PECH_007629	AN3469
2	2	1	PECH_007630	AN3468
2	2	1	PECH_007631	AN3467
2	2	1	PECH_007632	AN3466
2	2	1	PECH_007634	AN3464
2	2	1	PECH_007635	AN3463
2	2	1	PECH_007636	AN3462
2	2	1	PECH_007637	AN3461
2	2	1	PECH_007638	AN10417
2	2	1	PECH_007639	AN10415
2	2	1	PECH_007640	AN3459
2	2	1	PECH_007641	AN3458
2	2	1	PECH_007642	AN3457
2	2	1	PECH_007643	AN3456
2	2	1	PECH_007644	AN3455
2	2	1	PECH_007645	AN3454
2	2	1	PECH_007646	AN3453
2	2	1	PECH_007647	AN3452
2	2	1	PECH_007648	AN3451
2	2	1	PECH_007649	AN3450
2	2	1	PECH_007650	AN3449
2	2	1	PECH_007651	AN3448
2	2	1	PECH_007652	AN3447
2	2	1	PECH_007653	AN3446
2	2	1	PECH_007654	AN3445
2	2	1	PECH_007655	AN10414
2	2	1	PECH_007656	AN10416
2	2	1	PECH_007657	AN10418
2	2	1	PECH_007658	AN10413
2	2	1	PECH_007659	AN3442
2	2	1	PECH_007660	AN3441
2	2	1	PECH_007661	AN10410
2	2	1	PECH_007662	AN10411
2	2	1	PECH_007663	AN3439
2	2	1	PECH_007664	AN3438
2	2	1	PECH_007666	AN7496
2	2	1	PECH_007667	AN11565
2	2	1	PECH_007668	AN7497
2	2	1	PECH_007669	AN7498
2	2	1	PECH_007670	AN10970
2	2	1	PECH_007671	AN7499
2	2	1	PECH_007672	AN7500
2	2	1	PECH_007673	AN7501
2	2	1	PECH_007674	AN7502
2	2	1	PECH_007675	AN7503
2	2	1	PECH_007676	AN7504
2	2	1	PECH_007677	AN7505
2	2	1	PECH_007678	AN7506
2	2	1	PECH_007680	AN7507
2	2	1	PECH_007681	AN10957
2	2	1	PECH_007682	AN10958
2	2	1	PECH_000010	AN4572
2	2	1	PECH_007686	AN7510
2	2	1	PECH_007687	AN2111
2	2	1	PECH_007688	AN2113
2	2	1	PECH_007689	AN8921
2	2	1	PECH_007690	AN7508
2	2	1	PECH_007691	AN10258
2	2	1	PECH_007692	AN10261
2	2	1	PECH_007693	AN2106
2	2	1	PECH_007695	AN3948
2	2	1	PECH_007696	AN3947
2	2	1	PECH_007697	AN3946
2	2	1	PECH_007698	AN3945
2	2	1	PECH_007699	AN5540
2	2	1	PECH_007700	AN1319
2	2	1	PECH_007701	AN9134
2	2	1	PECH_007702	AN11167
2	2	1	PECH_007706	AN11185
2	2	1	PECH_007707	AN11169
2	2	1	PECH_007708	AN9148
2	2	1	PECH_007709	AN9149
2	2	1	PECH_007711	AN9124
2	2	1	PECH_007712	AN9125
2	2	1	PECH_007713	AN9117
2	2	1	PECH_007719	AN9119
2	2	1	PECH_007720	AN9118
2	2	1	PECH_007721	AN9116
2	2	1	PECH_007722	AN9120
2	2	1	PECH_007723	AN9104
2	2	1	PECH_007724	AN9105
2	2	1	PECH_007725	AN9106
2	2	1	PECH_007727	AN11175
2	2	1	PECH_007728	AN9108
2	2	1	PECH_007729	AN9113
2	2	1	PECH_007730	AN11166
2	2	1	PECH_007731	AN11177
2	2	1	PECH_007732	AN11165
2	2	1	PECH_007733	AN11176
2	2	1	PECH_007735	AN9109
2	2	1	PECH_007738	AN9122
2	2	1	PECH_007739	AN6832
2	2	1	PECH_007744	AN9121
2	2	1	PECH_007745	AN4168
2	2	1	PECH_007746	AN4167
2	2	1	PECH_007747	AN4166
2	2	1	PECH_007748	AN0390
2	2	1	PECH_007749	AN10650
2	2	1	PECH_007750	AN3310
2	2	1	PECH_007751	AN1943
2	2	1	PECH_007752	AN1932
2	2	1	PECH_007753	AN1931
2	2	1	PECH_007754	AN1930
2	2	1	PECH_007756	AN2078
2	2	1	PECH_007757	AN2077
2	2	1	PECH_007758	AN2076
2	2	1	PECH_007760	AN6773
2	2	1	PECH_007761	AN2073
2	2	1	PECH_007762	AN2070
2	2	1	PECH_007763	AN2071
2	2	1	PECH_007764	AN2072
2	2	1	PECH_007765	AN2069
2	2	1	PECH_007770	AN8346
2	2	1	PECH_007771	AN1826
2	2	1	PECH_007773	AN2068
2	2	1	PECH_007775	AN8007
2	2	1	PECH_007776	AN8977
2	2	1	PECH_007777	AN2067
2	2	1	PECH_007779	AN2066
2	2	1	PECH_007780	AN2065
2	2	1	PECH_007781	AN2063
2	2	1	PECH_007782	AN2062
2	2	1	PECH_007783	AN11862
2	2	1	PECH_000009	AN4570
2	2	1	PECH_000008	AN4569
2	2	1	PECH_007786	AN10491
2	2	1	PECH_007787	AN3911
2	2	1	PECH_007788	AN5026
2	2	1	PECH_007789	AN5025
2	2	1	PECH_007791	AN5048
2	2	1	PECH_007792	AN5051
2	2	1	PECH_007793	AN5052
2	2	1	PECH_007799	AN5057
2	2	1	PECH_007801	AN2845
2	2	1	PECH_007802	AN2846
2	2	1	PECH_007803	AN2847
2	2	1	PECH_007804	AN2848
2	2	1	PECH_007805	AN4925
2	2	1	PECH_007808	AN1670
2	2	1	PECH_007810	AN5040
2	2	1	PECH_007811	AN8396
2	2	1	PECH_007812	AN4926
2	2	1	PECH_007815	AN4928
2	2	1	PECH_007816	AN4927
2	2	1	PECH_007817	AN4929
2	2	1	PECH_007819	AN11770
2	2	1	PECH_007823	AN2911
2	2	1	PECH_007824	AN4867
2	2	1	PECH_007825	AN4869
2	2	1	PECH_007827	AN4870
2	2	1	PECH_007828	AN4871
2	2	1	PECH_007829	AN4873
2	2	1	PECH_007830	AN0198
2	2	1	PECH_007832	AN4874
2	2	1	PECH_007833	AN4875
2	2	1	PECH_007834	AN4876
2	2	1	PECH_007836	AN10619
2	2	1	PECH_007837	AN4884
2	2	1	PECH_007838	AN6120
2	2	1	PECH_007839	AN2184
2	2	1	PECH_007840	AN2185
2	2	1	PECH_007843	AN6126
2	2	1	PECH_007844	AN6125
2	2	1	PECH_007846	AN6124
2	2	1	PECH_007847	AN11500
2	2	1	PECH_007848	AN6123
2	2	1	PECH_007849	AN8705
2	2	1	PECH_007850	AN0391
2	2	1	PECH_007851	AN6122
2	2	1	PECH_007854	AN9248
2	2	1	PECH_007855	AN10903
2	2	1	PECH_007856	AN7548
2	2	1	PECH_007857	AN3900
2	2	1	PECH_007858	AN7731
2	2	1	PECH_007859	AN7418
2	2	1	PECH_007861	AN1148
2	2	1	PECH_007862	AN1372
2	2	1	PECH_007863	AN7888
2	2	1	PECH_007864	AN4290
2	2	1	PECH_007865	AN7483
2	2	1	PECH_007867	AN7795
2	2	1	PECH_007868	AN4744
2	2	1	PECH_007870	AN8029
2	2	1	PECH_007872	AN11679
2	2	1	PECH_007873	AN6861
2	2	1	PECH_007874	AN6840
2	2	1	PECH_007875	AN6359
2	2	1	PECH_007876	AN11141
2	2	1	PECH_007877	AN6822
2	2	1	PECH_007878	AN0212
2	2	1	PECH_007881	AN4781
2	2	1	PECH_007882	AN4782
2	2	1	PECH_007883	AN4783
2	2	1	PECH_007885	AN4784
2	2	1	PECH_007887	AN12221
2	2	1	PECH_007888	AN3591
2	2	1	PECH_007889	AN3592
2	2	1	PECH_007890	AN3593
2	2	1	PECH_007891	AN3594
2	2	1	PECH_007892	AN3595
2	2	1	PECH_007893	AN3596
2	2	1	PECH_007894	AN3597
2	2	1	PECH_007895	AN1619
2	2	1	PECH_007896	AN3599
2	2	1	PECH_007897	AN11716
2	2	1	PECH_007898	AN3600
2	2	1	PECH_007900	AN3602
2	2	1	PECH_007902	AN3603
2	2	1	PECH_007903	AN10429
2	2	1	PECH_007904	AN10446
2	2	1	PECH_007905	AN3605
2	2	1	PECH_007906	AN3606
2	2	1	PECH_007907	AN3607
2	2	1	PECH_007908	AN3619
2	2	1	PECH_007909	AN3620
2	2	1	PECH_007911	AN3621
2	2	1	PECH_007912	AN3622
2	2	1	PECH_007913	AN3623
2	2	1	PECH_007914	AN3624
2	2	1	PECH_007917	AN3625
2	2	1	PECH_007918	AN3626
2	2	1	PECH_007919	AN5573
2	2	1	PECH_007920	AN0564
2	2	1	PECH_007922	AN5574
2	2	1	PECH_007923	AN5575
2	2	1	PECH_007924	AN5576
2	2	1	PECH_007925	AN5577
2	2	1	PECH_007926	AN5578
2	2	1	PECH_007927	AN3681
2	2	1	PECH_007928	AN10460
2	2	1	PECH_007929	AN3684
2	2	1	PECH_007931	AN10116
2	2	1	PECH_007932	AN0723
2	2	1	PECH_007933	AN0722
2	2	1	PECH_007934	AN0721
2	2	1	PECH_007935	AN0725
2	2	1	PECH_007936	AN10108
2	2	1	PECH_007940	AN0726
2	2	1	PECH_007942	AN9438
2	2	1	PECH_007943	AN9437
2	2	1	PECH_007944	AN9436
2	2	1	PECH_007946	AN12419
2	2	1	PECH_007947	AN0727
2	2	1	PECH_007948	AN0728
2	2	1	PECH_007949	AN10118
2	2	1	PECH_007950	AN10123
2	2	1	PECH_007951	AN12216
2	2	1	PECH_007953	AN0732
2	2	1	PECH_007954	AN0733
2	2	1	PECH_007957	AN0709
2	2	1	PECH_007958	AN7774
2	2	1	PECH_007959	AN7773
2	2	1	PECH_007961	AN0707
2	2	1	PECH_007962	AN0706
2	2	1	PECH_007963	AN0705
2	2	1	PECH_007965	AN0704
2	2	1	PECH_007966	AN0703
2	2	1	PECH_007968	AN4324
2	2	1	PECH_007971	AN7534
2	2	1	PECH_007972	AN3973
2	2	1	PECH_007973	AN10482
2	2	1	PECH_007974	AN1481
2	2	1	PECH_007980	AN10484
2	2	1	PECH_007981	AN3905
2	2	1	PECH_007983	AN3906
2	2	1	PECH_007985	AN12389
2	2	1	PECH_007988	AN3907
2	2	1	PECH_007989	AN10485
2	2	1	PECH_007990	AN10489
2	2	1	PECH_007991	AN3909
2	2	1	PECH_007993	AN3917
2	2	1	PECH_007994	AN3916
2	2	1	PECH_007996	AN3915
2	2	1	PECH_007998	AN3914
2	2	1	PECH_007999	AN3913
2	2	1	PECH_008000	AN3910
2	2	1	PECH_008001	AN2631
2	2	1	PECH_008003	AN10775
2	2	1	PECH_008004	AN5197
2	2	1	PECH_008005	AN5198
2	2	1	PECH_008007	AN5199
2	2	1	PECH_008008	AN5200
2	2	1	PECH_008009	AN5196
2	2	1	PECH_008010	AN5195
2	2	1	PECH_008011	AN5194
2	2	1	PECH_008012	AN5193
2	2	1	PECH_008013	AN5192
2	2	1	PECH_008014	AN10638
2	2	1	PECH_008015	AN10642
2	2	1	PECH_008016	AN5148
2	2	1	PECH_008017	AN5149
2	2	1	PECH_008018	AN10639
2	2	1	PECH_008019	AN10644
2	2	1	PECH_008020	AN5151
2	2	1	PECH_008021	AN2190
2	2	1	PECH_008023	AN5181
2	2	1	PECH_008025	AN5180
2	2	1	PECH_008026	AN5179
2	2	1	PECH_008027	AN5177
2	2	1	PECH_008028	AN5176
2	2	1	PECH_008029	AN5175
2	2	1	PECH_008030	AN11468
2	2	1	PECH_008032	AN8100
2	2	1	PECH_008033	AN5174
2	2	1	PECH_008034	AN5168
2	2	1	PECH_008035	AN5169
2	2	1	PECH_008036	AN1848
2	2	1	PECH_008037	AN1847
2	2	1	PECH_008038	AN1846
2	2	1	PECH_008039	AN1845
2	2	1	PECH_008040	AN1844
2	2	1	PECH_008042	AN9464
2	2	1	PECH_008043	AN12429
2	2	1	PECH_008045	AN4124
2	2	1	PECH_008046	AN12485
2	2	1	PECH_008048	AN1371
2	2	1	PECH_008049	AN1370
2	2	1	PECH_008050	AN1369
2	2	1	PECH_008051	AN1368
2	2	1	PECH_008052	AN1367
2	2	1	PECH_008054	AN1366
2	2	1	PECH_008055	AN1365
2	2	1	PECH_008056	AN1364
2	2	1	PECH_008057	AN1363
2	2	1	PECH_008058	AN1362
2	2	1	PECH_008059	AN1361
2	2	1	PECH_008060	AN1358
2	2	1	PECH_008061	AN1357
2	2	1	PECH_008062	AN1355
2	2	1	PECH_008064	AN3046
2	2	1	PECH_008065	AN1354
2	2	1	PECH_008066	AN10182
2	2	1	PECH_008068	AN1353
2	2	1	PECH_008070	AN1351
2	2	1	PECH_008071	AN1350
2	2	1	PECH_008073	AN1349
2	2	1	PECH_008074	AN1348
2	2	1	PECH_008075	AN1347
2	2	1	PECH_008076	AN1346
2	2	1	PECH_008077	AN1345
2	2	1	PECH_008078	AN1344
2	2	1	PECH_008079	AN1343
2	2	1	PECH_008080	AN7204
2	2	1	PECH_008084	AN12437
2	2	1	PECH_008086	AN10332
2	2	1	PECH_008087	AN9011
2	2	1	PECH_008088	AN1334
2	2	1	PECH_008089	AN1332
2	2	1	PECH_008090	AN0382
2	2	1	PECH_008091	AN0028
2	2	1	PECH_008092	AN11154
2	2	1	PECH_008093	AN11111
2	2	1	PECH_008094	AN1986
2	2	1	PECH_000007	AN10570
2	2	1	PECH_008096	AN10248
2	2	1	PECH_008097	AN10254
2	2	1	PECH_008098	AN1984
2	2	1	PECH_008099	AN1983
2	2	1	PECH_008100	AN1982
2	2	1	PECH_008101	AN1981
2	2	1	PECH_008102	AN1980
2	2	1	PECH_008103	AN1979
2	2	1	PECH_008104	AN10253
2	2	1	PECH_008105	AN1977
2	2	1	PECH_008107	AN1976
2	2	1	PECH_008108	AN1975
2	2	1	PECH_008109	AN10237
2	2	1	PECH_008114	AN10241
2	2	1	PECH_008115	AN1973
2	2	1	PECH_008116	AN1971
2	2	1	PECH_008117	AN1970
2	2	1	PECH_008118	AN1969
2	2	1	PECH_008119	AN1968
2	2	1	PECH_008120	AN1967
2	2	1	PECH_008122	AN1966
2	2	1	PECH_008123	AN1965
2	2	1	PECH_008124	AN1964
2	2	1	PECH_008125	AN1963
2	2	1	PECH_008126	AN1962
2	2	1	PECH_008127	AN11804
2	2	1	PECH_008129	AN11803
2	2	1	PECH_008131	AN1959
2	2	1	PECH_008132	AN5640
2	2	1	PECH_008133	AN11487
2	2	1	PECH_008134	AN10723
2	2	1	PECH_008136	AN6371
2	2	1	PECH_008138	AN6370
2	2	1	PECH_008139	AN6369
2	2	1	PECH_008140	AN6368
2	2	1	PECH_008141	AN6367
2	2	1	PECH_008142	AN12414
2	2	1	PECH_008144	AN6238
2	2	1	PECH_008146	AN6366
2	2	1	PECH_008147	AN6365
2	2	1	PECH_008148	AN6364
2	2	1	PECH_008149	AN6363
2	2	1	PECH_008150	AN6360
2	2	1	PECH_008152	AN6354
2	2	1	PECH_008153	AN6352
2	2	1	PECH_008155	AN6351
2	2	1	PECH_008157	AN6349
2	2	1	PECH_008158	AN6348
2	2	1	PECH_008160	AN6347
2	2	1	PECH_008161	AN6346
2	2	1	PECH_008162	AN6345
2	2	1	PECH_008163	AN6344
2	2	1	PECH_008164	AN10801
2	2	1	PECH_008165	AN10809
2	2	1	PECH_008166	AN10983
2	2	1	PECH_008169	AN4994
2	2	1	PECH_008170	AN7682
2	2	1	PECH_008171	AN7681
2	2	1	PECH_008172	AN7680
2	2	1	PECH_008173	AN7679
2	2	1	PECH_008174	AN7678
2	2	1	PECH_008175	AN7677
2	2	1	PECH_008176	AN7674
2	2	1	PECH_008177	AN7673
2	2	1	PECH_008178	AN7672
2	2	1	PECH_008179	AN7671
2	2	1	PECH_008180	AN7670
2	2	1	PECH_008181	AN12187
2	2	1	PECH_008182	AN1702
2	2	1	PECH_008184	AN7668
2	2	1	PECH_008185	AN7666
2	2	1	PECH_008186	AN7665
2	2	1	PECH_008187	AN10982
2	2	1	PECH_008188	AN7661
2	2	1	PECH_008189	AN10993
2	2	1	PECH_008191	AN11094
2	2	1	PECH_008192	AN11096
2	2	1	PECH_008193	AN10981
2	2	1	PECH_008194	AN0718
2	2	1	PECH_008196	AN7659
2	2	1	PECH_008197	AN10999
2	2	1	PECH_008199	AN5273
2	2	1	PECH_008200	AN7657
2	2	1	PECH_008201	AN5327
2	2	1	PECH_000006	AN4566
2	2	1	PECH_008205	AN10994
2	2	1	PECH_008207	AN5929
2	2	1	PECH_008208	AN5927
2	2	1	PECH_008209	AN5926
2	2	1	PECH_008210	AN10754
2	2	1	PECH_008211	AN10909
2	2	1	PECH_008212	AN10757
2	2	1	PECH_008215	AN5924
2	2	1	PECH_008216	AN4541
2	2	1	PECH_008218	AN10753
2	2	1	PECH_008219	AN10760
2	2	1	PECH_008220	AN12159
2	2	1	PECH_008221	AN12158
2	2	1	PECH_008222	AN5920
2	2	1	PECH_008224	AN3924
2	2	1	PECH_008225	AN3923
2	2	1	PECH_008226	AN3922
2	2	1	PECH_008227	AN3921
2	2	1	PECH_008228	AN3920
2	2	1	PECH_008229	AN3919
2	2	1	PECH_008230	AN4332
2	2	1	PECH_008231	AN4333
2	2	1	PECH_008233	AN4341
2	2	1	PECH_008234	AN4342
2	2	1	PECH_008235	AN4346
2	2	1	PECH_008236	AN4347
2	2	1	PECH_008239	AN8443
2	2	1	PECH_008240	AN4353
2	2	1	PECH_008241	AN4352
2	2	1	PECH_008242	AN4351
2	2	1	PECH_008246	AN5125
2	2	1	PECH_008247	AN5124
2	2	1	PECH_008248	AN5123
2	2	1	PECH_008249	AN5122
2	2	1	PECH_008250	AN5121
2	2	1	PECH_008251	AN5120
2	2	1	PECH_008254	AN5118
2	2	1	PECH_008255	AN5119
2	2	1	PECH_008256	AN5116
2	2	1	PECH_008257	AN5115
2	2	1	PECH_008258	AN5114
2	2	1	PECH_008259	AN5113
2	2	1	PECH_008260	AN5112
2	2	1	PECH_008261	AN12179
2	2	1	PECH_008263	AN5110
2	2	1	PECH_008264	AN5109
2	2	1	PECH_008265	AN5108
2	2	1	PECH_008266	AN5107
2	2	1	PECH_008267	AN5106
2	2	1	PECH_008268	AN5105
2	2	1	PECH_008269	AN5103
2	2	1	PECH_008270	AN5102
2	2	1	PECH_008271	AN5101
2	2	1	PECH_008272	AN5100
2	2	1	PECH_008273	AN5099
2	2	1	PECH_008277	AN2393
2	2	1	PECH_008278	AN1578
2	2	1	PECH_008280	AN2881
2	2	1	PECH_008281	AN6915
2	2	1	PECH_008282	AN6914
2	2	1	PECH_008283	AN12491
2	2	1	PECH_008284	AN6920
2	2	1	PECH_008285	AN6921
2	2	1	PECH_008286	AN6922
2	2	1	PECH_008287	AN10863
2	2	1	PECH_008289	AN2701
2	2	1	PECH_008290	AN2703
2	2	1	PECH_008291	AN2694
2	2	1	PECH_008292	AN2693
2	2	1	PECH_008293	AN2692
2	2	1	PECH_008294	AN2690
2	2	1	PECH_008296	AN2688
2	2	1	PECH_008297	AN2687
2	2	1	PECH_008298	AN2686
2	2	1	PECH_008299	AN2685
2	2	1	PECH_008301	AN10966
2	2	1	PECH_008302	AN10952
2	2	1	PECH_008304	AN7604
2	2	1	PECH_008307	AN10319
2	2	1	PECH_008308	AN3778
2	2	1	PECH_008309	AN7603
2	2	1	PECH_008310	AN7602
2	2	1	PECH_008312	AN7601
2	2	1	PECH_008314	AN7600
2	2	1	PECH_008316	AN7609
2	2	1	PECH_008317	AN7608
2	2	1	PECH_008319	AN5547
2	2	1	PECH_008322	AN4934
2	2	1	PECH_008323	AN4933
2	2	1	PECH_008324	AN4932
2	2	1	PECH_008325	AN4931
2	2	1	PECH_008326	AN4930
2	2	1	PECH_008327	AN4947
2	2	1	PECH_008328	AN4948
2	2	1	PECH_008329	AN5308
2	2	1	PECH_008330	AN4949
2	2	1	PECH_008332	AN4963
2	2	1	PECH_008333	AN4962
2	2	1	PECH_008334	AN4960
2	2	1	PECH_008335	AN4959
2	2	1	PECH_008336	AN4958
2	2	1	PECH_008337	AN4957
2	2	1	PECH_008338	AN4956
2	2	1	PECH_008339	AN4951
2	2	1	PECH_008340	AN3107
2	2	1	PECH_008341	AN4896
2	2	1	PECH_008342	AN4895
2	2	1	PECH_008343	AN4894
2	2	1	PECH_008344	AN10353
2	2	1	PECH_008346	AN6775
2	2	1	PECH_008347	AN10375
2	2	1	PECH_008348	AN10376
2	2	1	PECH_008349	AN3105
2	2	1	PECH_008350	AN3102
2	2	1	PECH_008351	AN3101
2	2	1	PECH_008354	AN3100
2	2	1	PECH_008355	AN3098
2	2	1	PECH_008356	AN3096
2	2	1	PECH_008357	AN3095
2	2	1	PECH_008358	AN3094
2	2	1	PECH_008360	AN9010
2	2	1	PECH_008363	AN4545
2	2	1	PECH_008364	AN4546
2	2	1	PECH_008365	AN4540
2	2	1	PECH_008366	AN4539
2	2	1	PECH_008367	AN3794
2	2	1	PECH_008370	AN3795
2	2	1	PECH_008371	AN3796
2	2	1	PECH_008372	AN3797
2	2	1	PECH_008374	AN2472
2	2	1	PECH_008375	AN3798
2	2	1	PECH_008376	AN8343
2	2	1	PECH_008377	AN2864
2	2	1	PECH_008378	AN3799
2	2	1	PECH_008379	AN3802
2	2	1	PECH_008381	AN1792
2	2	1	PECH_008382	AN3803
2	2	1	PECH_008384	AN3804
2	2	1	PECH_008386	AN3805
2	2	1	PECH_008388	AN3806
2	2	1	PECH_008389	AN3807
2	2	1	PECH_008390	AN3808
2	2	1	PECH_008391	AN3809
2	2	1	PECH_008392	AN3810
2	2	1	PECH_008393	AN3811
2	2	1	PECH_008394	AN3812
2	2	1	PECH_008395	AN3813
2	2	1	PECH_008396	AN3814
2	2	1	PECH_008397	AN10956
2	2	1	PECH_008398	AN10944
2	2	1	PECH_008399	AN10943
2	2	1	PECH_008400	AN7492
2	2	1	PECH_008401	AN7491
2	2	1	PECH_008402	AN1145
2	2	1	PECH_008403	AN7490
2	2	1	PECH_008404	AN7474
2	2	1	PECH_008405	AN7475
2	2	1	PECH_008407	AN7476
2	2	1	PECH_008413	AN7479
2	2	1	PECH_008415	AN7480
2	2	1	PECH_008416	AN7481
2	2	1	PECH_008417	AN8903
2	2	1	PECH_008420	AN6463
2	2	1	PECH_008421	AN11511
2	2	1	PECH_008424	AN4005
2	2	1	PECH_008425	AN8898
2	2	1	PECH_008426	AN8897
2	2	1	PECH_008427	AN8896
2	2	1	PECH_008428	AN11142
2	2	1	PECH_008430	AN8891
2	2	1	PECH_008434	AN7750
2	2	1	PECH_008435	AN7747
2	2	1	PECH_008436	AN7746
2	2	1	PECH_008437	AN7745
2	2	1	PECH_008438	AN7744
2	2	1	PECH_008439	AN7743
2	2	1	PECH_008440	AN7742
2	2	1	PECH_008442	AN8797
2	2	1	PECH_008443	AN8796
2	2	1	PECH_008444	AN4658
2	2	1	PECH_008445	AN12000
2	2	1	PECH_008446	AN12001
2	2	1	PECH_008449	AN7698
2	2	1	PECH_008450	AN7766
2	2	1	PECH_008451	AN7697
2	2	1	PECH_008452	AN1312
2	2	1	PECH_008458	AN8943
2	2	1	PECH_008460	AN7699
2	2	1	PECH_008461	AN7700
2	2	1	PECH_008462	AN7701
2	2	1	PECH_008463	AN11001
2	2	1	PECH_008465	AN7704
2	2	1	PECH_008466	AN7705
2	2	1	PECH_008467	AN7706
2	2	1	PECH_008468	AN7707
2	2	1	PECH_008470	AN7708
2	2	1	PECH_008471	AN7709
2	2	1	PECH_008473	AN7710
2	2	1	PECH_008474	AN7711
2	2	1	PECH_008475	AN7712
2	2	1	PECH_008476	AN7714
2	2	1	PECH_008477	AN7715
2	2	1	PECH_008478	AN4315
2	2	1	PECH_008479	AN4316
2	2	1	PECH_008481	AN4317
2	2	1	PECH_008482	AN4318
2	2	1	PECH_008483	AN4320
2	2	1	PECH_008484	AN10545
2	2	1	PECH_008485	AN10540
2	2	1	PECH_008486	AN4323
2	2	1	PECH_008487	AN4322
2	2	1	PECH_008488	AN1879
2	2	1	PECH_008489	AN1880
2	2	1	PECH_008490	AN1881
2	2	1	PECH_008491	AN1883
2	2	1	PECH_008492	AN8559
2	2	1	PECH_008494	AN1876
2	2	1	PECH_008496	AN4329
2	2	1	PECH_008497	AN4330
2	2	1	PECH_008498	AN4331
2	2	1	PECH_008499	AN1863
2	2	1	PECH_008500	AN1868
2	2	1	PECH_008501	AN1869
2	2	1	PECH_008503	AN1871
2	2	1	PECH_008505	AN1873
2	2	1	PECH_008506	AN1874
2	2	1	PECH_008507	AN1875
2	2	1	PECH_008509	AN4328
2	2	1	PECH_008511	AN10542
2	2	1	PECH_008512	AN8537
2	2	1	PECH_008513	AN10541
2	2	1	PECH_008514	AN10546
2	2	1	PECH_008517	AN8821
2	2	1	PECH_008518	AN8820
2	2	1	PECH_008519	AN9482
2	2	1	PECH_008520	AN9481
2	2	1	PECH_008521	AN12435
2	2	1	PECH_008525	AN8815
2	2	1	PECH_008528	AN8121
2	2	1	PECH_008529	AN8122
2	2	1	PECH_008530	AN8125
2	2	1	PECH_008531	AN8108
2	2	1	PECH_008533	AN2606
2	2	1	PECH_008535	AN7996
2	2	1	PECH_008536	AN7997
2	2	1	PECH_008538	AN9467
2	2	1	PECH_008540	AN8001
2	2	1	PECH_008541	AN8002
2	2	1	PECH_008542	AN8003
2	2	1	PECH_008543	AN3481
2	2	1	PECH_008544	AN7994
2	2	1	PECH_008545	AN7993
2	2	1	PECH_008547	AN7992
2	2	1	PECH_008548	AN8010
2	2	1	PECH_008549	AN8009
2	2	1	PECH_008552	AN8197
2	2	1	PECH_008554	AN11597
2	2	1	PECH_008555	AN8200
2	2	1	PECH_008556	AN8201
2	2	1	PECH_008557	AN7517
2	2	1	PECH_008558	AN8202
2	2	1	PECH_008560	AN8203
2	2	1	PECH_008561	AN8204
2	2	1	PECH_008562	AN8205
2	2	1	PECH_008563	AN8206
2	2	1	PECH_008564	AN8208
2	2	1	PECH_008565	AN8209
2	2	1	PECH_008567	AN12403
2	2	1	PECH_008568	AN3779
2	2	1	PECH_008569	AN5368
2	2	1	PECH_008570	AN12404
2	2	1	PECH_008571	AN8211
2	2	1	PECH_008572	AN8212
2	2	1	PECH_008573	AN8213
2	2	1	PECH_008574	AN8214
2	2	1	PECH_008575	AN8215
2	2	1	PECH_008576	AN8216
2	2	1	PECH_008577	AN11054
2	2	1	PECH_008580	AN11060
2	2	1	PECH_008581	AN8227
