# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Scerevisiae_S288C.fasta
1	1	0	PECH_004359	*
1	1	0	PECH_004360	*
1	1	0	PECH_004361	*
1	1	0	PECH_004362	*
1	1	0	PECH_004363	*
1	1	0	PECH_004364	*
1	1	0	PECH_004365	*
1	1	0	PECH_004366	*
1	1	0	PECH_004367	*
1	1	0	PECH_004368	*
1	1	0	PECH_004369	*
1	1	0	PECH_004373	*
1	1	0	PECH_004374	*
1	1	0	PECH_004376	*
1	1	0	PECH_004377	*
1	1	0	PECH_004378	*
1	1	0	PECH_004379	*
1	1	0	PECH_004381	*
1	1	0	PECH_004382	*
1	1	0	PECH_004383	*
1	1	0	PECH_004384	*
1	1	0	PECH_004385	*
1	1	0	PECH_004387	*
1	1	0	PECH_004390	*
1	1	0	PECH_004391	*
1	1	0	PECH_004392	*
1	1	0	PECH_004393	*
1	1	0	PECH_004394	*
1	1	0	PECH_004399	*
1	1	0	PECH_004400	*
1	1	0	PECH_004402	*
1	1	0	PECH_004404	*
1	1	0	PECH_004405	*
1	1	0	PECH_004406	*
1	1	0	PECH_004407	*
1	1	0	PECH_004408	*
1	1	0	PECH_004409	*
1	1	0	PECH_004410	*
1	1	0	PECH_004411	*
1	1	0	PECH_004413	*
1	1	0	PECH_004416	*
1	1	0	PECH_004417	*
1	1	0	PECH_004418	*
1	1	0	PECH_004420	*
1	1	0	PECH_004421	*
1	1	0	PECH_004422	*
1	1	0	PECH_004423	*
1	1	0	PECH_004428	*
1	1	0	PECH_004429	*
1	1	0	PECH_004431	*
1	1	0	PECH_004434	*
1	1	0	PECH_004435	*
1	1	0	PECH_004437	*
1	1	0	PECH_004438	*
1	1	0	PECH_004440	*
1	1	0	PECH_004441	*
1	1	0	PECH_004443	*
1	1	0	PECH_004445	*
1	1	0	PECH_004446	*
1	1	0	PECH_004447	*
1	1	0	PECH_004448	*
1	1	0	PECH_004449	*
1	1	0	PECH_004450	*
1	1	0	PECH_004451	*
1	1	0	PECH_004452	*
1	1	0	PECH_004462	*
1	1	0	PECH_004464	*
1	1	0	PECH_004465	*
1	1	0	PECH_004466	*
1	1	0	PECH_004467	*
1	1	0	PECH_004468	*
1	1	0	PECH_004469	*
1	1	0	PECH_004470	*
1	1	0	PECH_004471	*
1	1	0	PECH_004472	*
1	1	0	PECH_004473	*
1	1	0	PECH_004474	*
1	1	0	PECH_004475	*
1	1	0	PECH_004476	*
1	1	0	PECH_004477	*
1	1	0	PECH_004478	*
1	1	0	PECH_004479	*
1	1	0	PECH_004480	*
1	1	0	PECH_004481	*
1	1	0	PECH_004482	*
1	1	0	PECH_004483	*
1	1	0	PECH_004484	*
1	1	0	PECH_004487	*
1	1	0	PECH_004488	*
1	1	0	PECH_004490	*
1	1	0	PECH_004491	*
1	1	0	PECH_004492	*
1	1	0	PECH_004495	*
1	1	0	PECH_004496	*
1	1	0	PECH_004497	*
1	1	0	PECH_004501	*
1	1	0	PECH_004506	*
1	1	0	PECH_004508	*
1	1	0	PECH_004509	*
1	1	0	PECH_004510	*
1	1	0	PECH_004511	*
1	1	0	PECH_004512	*
1	1	0	PECH_004513	*
1	1	0	PECH_004514	*
1	1	0	PECH_004518	*
1	1	0	PECH_004522	*
1	1	0	PECH_004523	*
1	1	0	PECH_004524	*
1	1	0	PECH_004525	*
1	1	0	PECH_004528	*
1	1	0	PECH_004529	*
1	1	0	PECH_004530	*
1	1	0	PECH_004531	*
1	1	0	PECH_004535	*
1	1	0	PECH_004536	*
1	1	0	PECH_004537	*
1	1	0	PECH_004539	*
1	1	0	PECH_004540	*
1	1	0	PECH_004541	*
1	1	0	PECH_004542	*
1	1	0	PECH_004543	*
1	1	0	PECH_004544	*
1	1	0	PECH_004545	*
1	1	0	PECH_004547	*
1	1	0	PECH_004548	*
1	1	0	PECH_004550	*
1	1	0	PECH_004554	*
1	1	0	PECH_004555	*
1	1	0	PECH_004557	*
1	1	0	PECH_004558	*
1	1	0	PECH_004559	*
1	1	0	PECH_004562	*
1	1	0	PECH_004563	*
1	1	0	PECH_004566	*
1	1	0	PECH_004567	*
1	1	0	PECH_004568	*
1	1	0	PECH_004569	*
1	1	0	PECH_004572	*
1	1	0	PECH_004574	*
1	1	0	PECH_004577	*
1	1	0	PECH_004578	*
1	1	0	PECH_004579	*
1	1	0	PECH_004580	*
1	1	0	PECH_004581	*
1	1	0	PECH_004584	*
1	1	0	PECH_004587	*
1	1	0	PECH_004589	*
1	1	0	PECH_004590	*
1	1	0	PECH_004591	*
1	1	0	PECH_004594	*
1	1	0	PECH_004598	*
1	1	0	PECH_004600	*
1	1	0	PECH_004601	*
1	1	0	PECH_004602	*
1	1	0	PECH_004603	*
1	1	0	PECH_004605	*
1	1	0	PECH_004606	*
1	1	0	PECH_004608	*
1	1	0	PECH_004610	*
1	1	0	PECH_004611	*
1	1	0	PECH_004612	*
1	1	0	PECH_004615	*
1	1	0	PECH_004616	*
1	1	0	PECH_004619	*
1	1	0	PECH_004620	*
1	1	0	PECH_004621	*
1	1	0	PECH_004622	*
1	1	0	PECH_004623	*
1	1	0	PECH_004624	*
1	1	0	PECH_004628	*
1	1	0	PECH_004629	*
1	1	0	PECH_004630	*
1	1	0	PECH_004631	*
1	1	0	PECH_004634	*
1	1	0	PECH_004635	*
1	1	0	PECH_004637	*
1	1	0	PECH_004638	*
1	1	0	PECH_004641	*
1	1	0	PECH_004644	*
1	1	0	PECH_004645	*
1	1	0	PECH_004646	*
1	1	0	PECH_004648	*
1	1	0	PECH_004649	*
1	1	0	PECH_004650	*
1	1	0	PECH_004651	*
1	1	0	PECH_004653	*
1	1	0	PECH_004656	*
1	1	0	PECH_004659	*
1	1	0	PECH_004662	*
1	1	0	PECH_004663	*
1	1	0	PECH_004665	*
1	1	0	PECH_004666	*
1	1	0	PECH_004668	*
1	1	0	PECH_004669	*
1	1	0	PECH_004670	*
1	1	0	PECH_004671	*
1	1	0	PECH_004672	*
1	1	0	PECH_004675	*
1	1	0	PECH_004676	*
1	1	0	PECH_004678	*
1	1	0	PECH_004681	*
1	1	0	PECH_004683	*
1	1	0	PECH_004684	*
1	1	0	PECH_004686	*
1	1	0	PECH_004687	*
1	1	0	PECH_004688	*
1	1	0	PECH_004689	*
1	1	0	PECH_004690	*
1	1	0	PECH_004691	*
1	1	0	PECH_004692	*
1	1	0	PECH_004694	*
1	1	0	PECH_004695	*
1	1	0	PECH_004696	*
1	1	0	PECH_004700	*
1	1	0	PECH_004701	*
1	1	0	PECH_004703	*
1	1	0	PECH_004705	*
1	1	0	PECH_004708	*
1	1	0	PECH_004709	*
1	1	0	PECH_004710	*
1	1	0	PECH_004713	*
1	1	0	PECH_004714	*
1	1	0	PECH_004716	*
1	1	0	PECH_004718	*
1	1	0	PECH_004720	*
1	1	0	PECH_004721	*
1	1	0	PECH_004724	*
1	1	0	PECH_004725	*
1	1	0	PECH_004726	*
1	1	0	PECH_004729	*
1	1	0	PECH_004731	*
1	1	0	PECH_004733	*
1	1	0	PECH_004734	*
1	1	0	PECH_004735	*
1	1	0	PECH_004736	*
1	1	0	PECH_004737	*
1	1	0	PECH_004739	*
1	1	0	PECH_004740	*
1	1	0	PECH_004747	*
1	1	0	PECH_004749	*
1	1	0	PECH_004750	*
1	1	0	PECH_004752	*
1	1	0	PECH_004753	*
1	1	0	PECH_004755	*
1	1	0	PECH_004756	*
1	1	0	PECH_004757	*
1	1	0	PECH_004758	*
1	1	0	PECH_004759	*
1	1	0	PECH_004760	*
1	1	0	PECH_004762	*
1	1	0	PECH_004763	*
1	1	0	PECH_004765	*
1	1	0	PECH_004766	*
1	1	0	PECH_004767	*
1	1	0	PECH_004768	*
1	1	0	PECH_004770	*
1	1	0	PECH_004771	*
1	1	0	PECH_004773	*
1	1	0	PECH_004774	*
1	1	0	PECH_004775	*
1	1	0	PECH_004776	*
1	1	0	PECH_004777	*
1	1	0	PECH_004778	*
1	1	0	PECH_004779	*
1	1	0	PECH_004780	*
1	1	0	PECH_004781	*
1	1	0	PECH_004782	*
1	1	0	PECH_004784	*
1	1	0	PECH_004785	*
1	1	0	PECH_004786	*
1	1	0	PECH_004788	*
1	1	0	PECH_004791	*
1	1	0	PECH_004792	*
1	1	0	PECH_004796	*
1	1	0	PECH_004797	*
1	1	0	PECH_004798	*
1	1	0	PECH_004799	*
1	1	0	PECH_004800	*
1	1	0	PECH_004804	*
1	1	0	PECH_004807	*
1	1	0	PECH_004808	*
1	1	0	PECH_004809	*
1	1	0	PECH_004810	*
1	1	0	PECH_004811	*
1	1	0	PECH_004813	*
1	1	0	PECH_004814	*
1	1	0	PECH_004815	*
1	1	0	PECH_004816	*
1	1	0	PECH_004817	*
1	1	0	PECH_004819	*
1	1	0	PECH_004820	*
1	1	0	PECH_004821	*
1	1	0	PECH_004822	*
1	1	0	PECH_004823	*
1	1	0	PECH_004824	*
1	1	0	PECH_004825	*
1	1	0	PECH_004826	*
1	1	0	PECH_004828	*
1	1	0	PECH_004829	*
1	1	0	PECH_004830	*
1	1	0	PECH_004831	*
1	1	0	PECH_004832	*
1	1	0	PECH_004834	*
1	1	0	PECH_004837	*
1	1	0	PECH_004838	*
1	1	0	PECH_004840	*
1	1	0	PECH_004841	*
1	1	0	PECH_004843	*
1	1	0	PECH_004845	*
1	1	0	PECH_004848	*
1	1	0	PECH_004850	*
1	1	0	PECH_004851	*
1	1	0	PECH_004852	*
1	1	0	PECH_004853	*
1	1	0	PECH_004854	*
1	1	0	PECH_004855	*
1	1	0	PECH_004856	*
1	1	0	PECH_004857	*
1	1	0	PECH_004860	*
1	1	0	PECH_004861	*
1	1	0	PECH_004862	*
1	1	0	PECH_004864	*
1	1	0	PECH_004868	*
1	1	0	PECH_004869	*
1	1	0	PECH_004874	*
1	1	0	PECH_004875	*
1	1	0	PECH_004876	*
1	1	0	PECH_004877	*
1	1	0	PECH_004879	*
1	1	0	PECH_004880	*
1	1	0	PECH_004882	*
1	1	0	PECH_004883	*
1	1	0	PECH_004884	*
1	1	0	PECH_004885	*
1	1	0	PECH_004886	*
1	1	0	PECH_004887	*
1	1	0	PECH_004888	*
1	1	0	PECH_004889	*
1	1	0	PECH_004890	*
1	1	0	PECH_004892	*
1	1	0	PECH_004893	*
1	1	0	PECH_004894	*
1	1	0	PECH_004899	*
1	1	0	PECH_004901	*
1	1	0	PECH_004905	*
1	1	0	PECH_004906	*
1	1	0	PECH_004909	*
1	1	0	PECH_004910	*
1	1	0	PECH_004911	*
1	1	0	PECH_004912	*
1	1	0	PECH_004913	*
1	1	0	PECH_004914	*
1	1	0	PECH_004917	*
1	1	0	PECH_004918	*
1	1	0	PECH_004919	*
1	1	0	PECH_004921	*
1	1	0	PECH_004922	*
1	1	0	PECH_004923	*
1	1	0	PECH_004928	*
1	1	0	PECH_004929	*
1	1	0	PECH_004930	*
1	1	0	PECH_004932	*
1	1	0	PECH_004934	*
1	1	0	PECH_004935	*
1	1	0	PECH_004938	*
1	1	0	PECH_004941	*
1	1	0	PECH_004942	*
1	1	0	PECH_004943	*
1	1	0	PECH_004944	*
1	1	0	PECH_004945	*
1	1	0	PECH_004946	*
1	1	0	PECH_004947	*
1	1	0	PECH_004948	*
1	1	0	PECH_004949	*
1	1	0	PECH_004950	*
1	1	0	PECH_004951	*
1	1	0	PECH_004953	*
1	1	0	PECH_004955	*
1	1	0	PECH_004956	*
1	1	0	PECH_004958	*
1	1	0	PECH_004960	*
1	1	0	PECH_004961	*
1	1	0	PECH_004962	*
1	1	0	PECH_004964	*
1	1	0	PECH_004967	*
1	1	0	PECH_004968	*
1	1	0	PECH_004971	*
1	1	0	PECH_004973	*
1	1	0	PECH_004976	*
1	1	0	PECH_004980	*
1	1	0	PECH_004981	*
1	1	0	PECH_004982	*
1	1	0	PECH_004984	*
1	1	0	PECH_004985	*
1	1	0	PECH_004986	*
1	1	0	PECH_004989	*
1	1	0	PECH_004993	*
1	1	0	PECH_004994	*
1	1	0	PECH_004995	*
1	1	0	PECH_004998	*
1	1	0	PECH_005000	*
1	1	0	PECH_005002	*
1	1	0	PECH_005003	*
1	1	0	PECH_005004	*
1	1	0	PECH_005005	*
1	1	0	PECH_005006	*
1	1	0	PECH_005007	*
1	1	0	PECH_005009	*
1	1	0	PECH_005011	*
1	1	0	PECH_005012	*
1	1	0	PECH_005020	*
1	1	0	PECH_005021	*
1	1	0	PECH_005023	*
1	1	0	PECH_005025	*
1	1	0	PECH_005029	*
1	1	0	PECH_005030	*
1	1	0	PECH_005035	*
1	1	0	PECH_005040	*
1	1	0	PECH_005041	*
1	1	0	PECH_005042	*
1	1	0	PECH_005044	*
1	1	0	PECH_005045	*
1	1	0	PECH_005046	*
1	1	0	PECH_005047	*
1	1	0	PECH_005049	*
1	1	0	PECH_005050	*
1	1	0	PECH_005051	*
1	1	0	PECH_005052	*
1	1	0	PECH_005053	*
1	1	0	PECH_005054	*
1	1	0	PECH_005055	*
1	1	0	PECH_005056	*
1	1	0	PECH_005059	*
1	1	0	PECH_005060	*
1	1	0	PECH_005061	*
1	1	0	PECH_005063	*
1	1	0	PECH_005064	*
1	1	0	PECH_005065	*
1	1	0	PECH_005066	*
1	1	0	PECH_005067	*
1	1	0	PECH_005068	*
1	1	0	PECH_005069	*
1	1	0	PECH_005071	*
1	1	0	PECH_005074	*
1	1	0	PECH_005075	*
1	1	0	PECH_005078	*
1	1	0	PECH_005079	*
1	1	0	PECH_005080	*
1	1	0	PECH_005081	*
1	1	0	PECH_005082	*
1	1	0	PECH_005088	*
1	1	0	PECH_005089	*
1	1	0	PECH_005090	*
1	1	0	PECH_005092	*
1	1	0	PECH_005094	*
1	1	0	PECH_005096	*
1	1	0	PECH_005099	*
1	1	0	PECH_005101	*
1	1	0	PECH_005102	*
1	1	0	PECH_005104	*
1	1	0	PECH_005107	*
1	1	0	PECH_005108	*
1	1	0	PECH_005109	*
1	1	0	PECH_005110	*
1	1	0	PECH_005112	*
1	1	0	PECH_005116	*
1	1	0	PECH_005118	*
1	1	0	PECH_005122	*
1	1	0	PECH_005123	*
1	1	0	PECH_005124	*
1	1	0	PECH_005125	*
1	1	0	PECH_005127	*
1	1	0	PECH_005128	*
1	1	0	PECH_005129	*
1	1	0	PECH_005132	*
1	1	0	PECH_005134	*
1	1	0	PECH_005135	*
1	1	0	PECH_005137	*
1	1	0	PECH_005144	*
1	1	0	PECH_005146	*
1	1	0	PECH_005147	*
1	1	0	PECH_005150	*
1	1	0	PECH_005155	*
1	1	0	PECH_005157	*
1	1	0	PECH_005158	*
1	1	0	PECH_005160	*
1	1	0	PECH_005161	*
1	1	0	PECH_005162	*
1	1	0	PECH_005163	*
1	1	0	PECH_005164	*
1	1	0	PECH_005165	*
1	1	0	PECH_005168	*
1	1	0	PECH_005171	*
1	1	0	PECH_005172	*
1	1	0	PECH_005174	*
1	1	0	PECH_005176	*
1	1	0	PECH_005177	*
1	1	0	PECH_005178	*
1	1	0	PECH_005179	*
1	1	0	PECH_005184	*
1	1	0	PECH_005186	*
1	1	0	PECH_005188	*
1	1	0	PECH_005189	*
1	1	0	PECH_005190	*
1	1	0	PECH_005194	*
1	1	0	PECH_005195	*
1	1	0	PECH_005196	*
1	1	0	PECH_005197	*
1	1	0	PECH_005200	*
1	1	0	PECH_005201	*
1	1	0	PECH_005202	*
1	1	0	PECH_005204	*
1	1	0	PECH_005205	*
1	1	0	PECH_005206	*
1	1	0	PECH_005209	*
1	1	0	PECH_005210	*
1	1	0	PECH_005212	*
1	1	0	PECH_005213	*
1	1	0	PECH_005216	*
1	1	0	PECH_005217	*
1	1	0	PECH_005218	*
1	1	0	PECH_005220	*
1	1	0	PECH_005221	*
1	1	0	PECH_005222	*
1	1	0	PECH_005223	*
1	1	0	PECH_005224	*
1	1	0	PECH_005225	*
1	1	0	PECH_005226	*
1	1	0	PECH_005227	*
1	1	0	PECH_005229	*
1	1	0	PECH_005231	*
1	1	0	PECH_005232	*
1	1	0	PECH_005233	*
1	1	0	PECH_005234	*
1	1	0	PECH_005235	*
1	1	0	PECH_005236	*
1	1	0	PECH_005237	*
1	1	0	PECH_005238	*
1	1	0	PECH_005239	*
1	1	0	PECH_005242	*
1	1	0	PECH_005243	*
1	1	0	PECH_005245	*
1	1	0	PECH_005247	*
1	1	0	PECH_005248	*
1	1	0	PECH_005249	*
1	1	0	PECH_005251	*
1	1	0	PECH_005252	*
1	1	0	PECH_005253	*
1	1	0	PECH_005254	*
1	1	0	PECH_005255	*
1	1	0	PECH_005256	*
1	1	0	PECH_005257	*
1	1	0	PECH_005258	*
1	1	0	PECH_005260	*
1	1	0	PECH_005261	*
1	1	0	PECH_005263	*
1	1	0	PECH_005264	*
1	1	0	PECH_005265	*
1	1	0	PECH_005266	*
1	1	0	PECH_005267	*
1	1	0	PECH_005268	*
1	1	0	PECH_005269	*
1	1	0	PECH_005270	*
1	1	0	PECH_005271	*
1	1	0	PECH_005274	*
1	1	0	PECH_005276	*
1	1	0	PECH_005277	*
1	1	0	PECH_005278	*
1	1	0	PECH_005279	*
1	1	0	PECH_005284	*
1	1	0	PECH_005287	*
1	1	0	PECH_005288	*
1	1	0	PECH_005289	*
1	1	0	PECH_005290	*
1	1	0	PECH_005292	*
1	1	0	PECH_005293	*
1	1	0	PECH_005297	*
1	1	0	PECH_005298	*
1	1	0	PECH_005300	*
1	1	0	PECH_005302	*
1	1	0	PECH_005304	*
1	1	0	PECH_005305	*
1	1	0	PECH_005306	*
1	1	0	PECH_005308	*
1	1	0	PECH_005309	*
1	1	0	PECH_005312	*
1	1	0	PECH_005315	*
1	1	0	PECH_005316	*
1	1	0	PECH_005317	*
1	1	0	PECH_005318	*
1	1	0	PECH_005320	*
1	1	0	PECH_005321	*
1	1	0	PECH_005322	*
1	1	0	PECH_005323	*
1	1	0	PECH_005324	*
1	1	0	PECH_005328	*
1	1	0	PECH_005330	*
1	1	0	PECH_005333	*
1	1	0	PECH_005334	*
1	1	0	PECH_005336	*
1	1	0	PECH_005337	*
1	1	0	PECH_005338	*
1	1	0	PECH_005339	*
1	1	0	PECH_005340	*
1	1	0	PECH_005342	*
1	1	0	PECH_005343	*
1	1	0	PECH_005344	*
1	1	0	PECH_005345	*
1	1	0	PECH_005346	*
1	1	0	PECH_005347	*
1	1	0	PECH_005349	*
1	1	0	PECH_005351	*
1	1	0	PECH_005352	*
1	1	0	PECH_005356	*
1	1	0	PECH_005357	*
1	1	0	PECH_005359	*
1	1	0	PECH_005361	*
1	1	0	PECH_005362	*
1	1	0	PECH_005363	*
1	1	0	PECH_005365	*
1	1	0	PECH_005366	*
1	1	0	PECH_005368	*
1	1	0	PECH_005369	*
1	1	0	PECH_005370	*
1	1	0	PECH_005371	*
1	1	0	PECH_005375	*
1	1	0	PECH_005377	*
1	1	0	PECH_005380	*
1	1	0	PECH_005381	*
1	1	0	PECH_005382	*
1	1	0	PECH_005385	*
1	1	0	PECH_005390	*
1	1	0	PECH_005391	*
1	1	0	PECH_005392	*
1	1	0	PECH_005393	*
1	1	0	PECH_005395	*
1	1	0	PECH_005398	*
1	1	0	PECH_005399	*
1	1	0	PECH_005400	*
1	1	0	PECH_005401	*
1	1	0	PECH_005402	*
1	1	0	PECH_005403	*
1	1	0	PECH_005406	*
1	1	0	PECH_005407	*
1	1	0	PECH_005408	*
1	1	0	PECH_005410	*
1	1	0	PECH_005412	*
1	1	0	PECH_005413	*
1	1	0	PECH_005416	*
1	1	0	PECH_005417	*
1	1	0	PECH_005418	*
1	1	0	PECH_005420	*
1	1	0	PECH_005422	*
1	1	0	PECH_005424	*
1	1	0	PECH_005425	*
1	1	0	PECH_005426	*
1	1	0	PECH_005427	*
1	1	0	PECH_005429	*
1	1	0	PECH_005430	*
1	1	0	PECH_005432	*
1	1	0	PECH_005434	*
1	1	0	PECH_005435	*
1	1	0	PECH_005437	*
1	1	0	PECH_005438	*
1	1	0	PECH_005439	*
1	1	0	PECH_005440	*
1	1	0	PECH_005441	*
1	1	0	PECH_005442	*
1	1	0	PECH_005443	*
1	1	0	PECH_005444	*
1	1	0	PECH_005445	*
1	1	0	PECH_005446	*
1	1	0	PECH_005447	*
1	1	0	PECH_005448	*
1	1	0	PECH_005450	*
1	1	0	PECH_005452	*
1	1	0	PECH_005453	*
1	1	0	PECH_005455	*
1	1	0	PECH_005456	*
1	1	0	PECH_005457	*
1	1	0	PECH_005458	*
1	1	0	PECH_005459	*
1	1	0	PECH_005460	*
1	1	0	PECH_005461	*
1	1	0	PECH_005462	*
1	1	0	PECH_005463	*
1	1	0	PECH_005468	*
1	1	0	PECH_005469	*
1	1	0	PECH_005472	*
1	1	0	PECH_005474	*
1	1	0	PECH_005475	*
1	1	0	PECH_005479	*
1	1	0	PECH_005480	*
1	1	0	PECH_005481	*
1	1	0	PECH_005482	*
1	1	0	PECH_005483	*
1	1	0	PECH_005484	*
1	1	0	PECH_005486	*
1	1	0	PECH_005488	*
1	1	0	PECH_005489	*
1	1	0	PECH_005492	*
1	1	0	PECH_005495	*
1	1	0	PECH_005496	*
1	1	0	PECH_005498	*
1	1	0	PECH_005499	*
1	1	0	PECH_005500	*
1	1	0	PECH_005501	*
1	1	0	PECH_005502	*
1	1	0	PECH_005503	*
1	1	0	PECH_005505	*
1	1	0	PECH_005506	*
1	1	0	PECH_005511	*
1	1	0	PECH_005522	*
1	1	0	PECH_005523	*
1	1	0	PECH_005525	*
1	1	0	PECH_005526	*
1	1	0	PECH_005527	*
1	1	0	PECH_005529	*
1	1	0	PECH_005530	*
1	1	0	PECH_005531	*
1	1	0	PECH_005532	*
1	1	0	PECH_005533	*
1	1	0	PECH_005537	*
1	1	0	PECH_005538	*
1	1	0	PECH_005542	*
1	1	0	PECH_005544	*
1	1	0	PECH_005545	*
1	1	0	PECH_005546	*
1	1	0	PECH_005547	*
1	1	0	PECH_005549	*
1	1	0	PECH_005550	*
1	1	0	PECH_005551	*
1	1	0	PECH_005552	*
1	1	0	PECH_005553	*
1	1	0	PECH_005555	*
1	1	0	PECH_005556	*
1	1	0	PECH_005557	*
1	1	0	PECH_005558	*
1	1	0	PECH_005559	*
1	1	0	PECH_005563	*
1	1	0	PECH_005565	*
1	1	0	PECH_005566	*
1	1	0	PECH_005568	*
1	1	0	PECH_005569	*
1	1	0	PECH_005570	*
1	1	0	PECH_005572	*
1	1	0	PECH_005573	*
1	1	0	PECH_005574	*
1	1	0	PECH_005575	*
1	1	0	PECH_005576	*
1	1	0	PECH_005578	*
1	1	0	PECH_005581	*
1	1	0	PECH_005582	*
1	1	0	PECH_005583	*
1	1	0	PECH_005584	*
1	1	0	PECH_005585	*
1	1	0	PECH_005587	*
1	1	0	PECH_005589	*
1	1	0	PECH_005596	*
1	1	0	PECH_005597	*
1	1	0	PECH_005598	*
1	1	0	PECH_005601	*
1	1	0	PECH_005603	*
1	1	0	PECH_005605	*
1	1	0	PECH_005606	*
1	1	0	PECH_005607	*
1	1	0	PECH_005608	*
1	1	0	PECH_005609	*
1	1	0	PECH_005610	*
1	1	0	PECH_005612	*
1	1	0	PECH_005613	*
1	1	0	PECH_005614	*
1	1	0	PECH_005615	*
1	1	0	PECH_005616	*
1	1	0	PECH_005617	*
1	1	0	PECH_005618	*
1	1	0	PECH_005619	*
1	1	0	PECH_005620	*
1	1	0	PECH_005621	*
1	1	0	PECH_005627	*
1	1	0	PECH_005628	*
1	1	0	PECH_005629	*
1	1	0	PECH_005631	*
1	1	0	PECH_005636	*
1	1	0	PECH_005639	*
1	1	0	PECH_005644	*
1	1	0	PECH_005645	*
1	1	0	PECH_005646	*
1	1	0	PECH_005647	*
1	1	0	PECH_005648	*
1	1	0	PECH_005649	*
1	1	0	PECH_005651	*
1	1	0	PECH_005653	*
1	1	0	PECH_005654	*
1	1	0	PECH_005657	*
1	1	0	PECH_005658	*
1	1	0	PECH_005659	*
1	1	0	PECH_005662	*
1	1	0	PECH_005663	*
1	1	0	PECH_005666	*
1	1	0	PECH_005668	*
1	1	0	PECH_005670	*
1	1	0	PECH_005671	*
1	1	0	PECH_005672	*
1	1	0	PECH_005674	*
1	1	0	PECH_005675	*
1	1	0	PECH_005676	*
1	1	0	PECH_005677	*
1	1	0	PECH_005678	*
1	1	0	PECH_005679	*
1	1	0	PECH_005680	*
1	1	0	PECH_005684	*
1	1	0	PECH_005685	*
1	1	0	PECH_005689	*
1	1	0	PECH_005690	*
1	1	0	PECH_005691	*
1	1	0	PECH_005692	*
1	1	0	PECH_005694	*
1	1	0	PECH_005695	*
1	1	0	PECH_005696	*
1	1	0	PECH_005697	*
1	1	0	PECH_005699	*
1	1	0	PECH_005701	*
1	1	0	PECH_005702	*
1	1	0	PECH_005703	*
1	1	0	PECH_005704	*
1	1	0	PECH_005707	*
1	1	0	PECH_005708	*
1	1	0	PECH_005709	*
1	1	0	PECH_005710	*
1	1	0	PECH_005711	*
1	1	0	PECH_005712	*
1	1	0	PECH_005714	*
1	1	0	PECH_005717	*
1	1	0	PECH_005718	*
1	1	0	PECH_005719	*
1	1	0	PECH_005720	*
1	1	0	PECH_005722	*
1	1	0	PECH_005723	*
1	1	0	PECH_005724	*
1	1	0	PECH_005725	*
1	1	0	PECH_005726	*
1	1	0	PECH_005729	*
1	1	0	PECH_005730	*
1	1	0	PECH_005731	*
1	1	0	PECH_005733	*
1	1	0	PECH_005734	*
1	1	0	PECH_005740	*
1	1	0	PECH_005742	*
1	1	0	PECH_005743	*
1	1	0	PECH_005744	*
1	1	0	PECH_005745	*
1	1	0	PECH_005746	*
1	1	0	PECH_005747	*
1	1	0	PECH_005748	*
1	1	0	PECH_005750	*
1	1	0	PECH_005752	*
1	1	0	PECH_005753	*
1	1	0	PECH_005754	*
1	1	0	PECH_005755	*
1	1	0	PECH_005758	*
1	1	0	PECH_005759	*
1	1	0	PECH_005760	*
1	1	0	PECH_005761	*
1	1	0	PECH_005762	*
1	1	0	PECH_005763	*
1	1	0	PECH_005764	*
1	1	0	PECH_005765	*
1	1	0	PECH_005766	*
1	1	0	PECH_005767	*
1	1	0	PECH_005768	*
1	1	0	PECH_005769	*
1	1	0	PECH_005770	*
1	1	0	PECH_005771	*
1	1	0	PECH_005772	*
1	1	0	PECH_005773	*
1	1	0	PECH_005775	*
1	1	0	PECH_005776	*
1	1	0	PECH_005778	*
1	1	0	PECH_005779	*
1	1	0	PECH_005781	*
1	1	0	PECH_005784	*
1	1	0	PECH_005785	*
1	1	0	PECH_005786	*
1	1	0	PECH_005787	*
1	1	0	PECH_005788	*
1	1	0	PECH_005789	*
1	1	0	PECH_005790	*
1	1	0	PECH_005792	*
1	1	0	PECH_005793	*
1	1	0	PECH_005796	*
1	1	0	PECH_005798	*
1	1	0	PECH_005799	*
1	1	0	PECH_005800	*
1	1	0	PECH_005802	*
1	1	0	PECH_005803	*
1	1	0	PECH_005804	*
1	1	0	PECH_005805	*
1	1	0	PECH_005807	*
1	1	0	PECH_005809	*
1	1	0	PECH_005810	*
1	1	0	PECH_005811	*
1	1	0	PECH_005812	*
1	1	0	PECH_005815	*
1	1	0	PECH_005816	*
1	1	0	PECH_005818	*
1	1	0	PECH_005819	*
1	1	0	PECH_005820	*
1	1	0	PECH_005822	*
1	1	0	PECH_005823	*
1	1	0	PECH_005824	*
1	1	0	PECH_005826	*
1	1	0	PECH_005829	*
1	1	0	PECH_005830	*
1	1	0	PECH_005831	*
1	1	0	PECH_005832	*
1	1	0	PECH_005833	*
1	1	0	PECH_005835	*
1	1	0	PECH_005836	*
1	1	0	PECH_005837	*
1	1	0	PECH_005838	*
1	1	0	PECH_005839	*
1	1	0	PECH_005840	*
1	1	0	PECH_005842	*
1	1	0	PECH_005844	*
1	1	0	PECH_005845	*
1	1	0	PECH_005846	*
1	1	0	PECH_005847	*
1	1	0	PECH_005848	*
1	1	0	PECH_005850	*
