# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Ncrassa_OR74A_v.12.fasta
2	2	1	PECH_008337	NCU08687
2	2	1	PECH_008338	NCU07982
2	2	1	PECH_008339	NCU06284
2	2	1	PECH_008340	NCU03567
2	2	1	PECH_008341	NCU02257
2	2	1	PECH_008342	NCU02277
2	2	1	PECH_008343	NCU02276
2	2	1	PECH_008344	NCU09594
2	2	1	PECH_008345	NCU01815
2	2	1	PECH_008350	NCU01823
2	2	1	PECH_008351	NCU01833
2	2	1	PECH_008354	NCU03383
2	2	1	PECH_008355	NCU03387
2	2	1	PECH_008356	NCU01669
2	2	1	PECH_008357	NCU03576
2	2	1	PECH_008358	NCU10309
2	2	1	PECH_008359	NCU04393
2	2	1	PECH_008360	NCU09698
2	2	1	PECH_008364	NCU06251
2	2	1	PECH_000007	NCU09841
2	2	1	PECH_008367	NCU00650
2	2	1	PECH_008370	NCU02114
2	2	1	PECH_008372	NCU04733
2	2	1	PECH_008376	NCU02455
2	2	1	PECH_008379	NCU00921
2	2	1	PECH_008381	NCU06364
2	2	1	PECH_008382	NCU00923
2	2	1	PECH_008388	NCU02795
2	2	1	PECH_008389	NCU03258
2	2	1	PECH_008390	NCU16489
2	2	1	PECH_008391	NCU00713
2	2	1	PECH_008392	NCU03114
2	2	1	PECH_008393	NCU04229
2	2	1	PECH_008394	NCU00812
2	2	1	PECH_008396	NCU00726
2	2	1	PECH_008397	NCU05218
2	2	1	PECH_008398	NCU06994
2	2	1	PECH_008399	NCU05233
2	2	1	PECH_008400	NCU06998
2	2	1	PECH_008401	NCU06372
2	2	1	PECH_008403	NCU08328
2	2	1	PECH_008404	NCU06199
2	2	1	PECH_008405	NCU06453
2	2	1	PECH_008413	NCU06457
2	2	1	PECH_008415	NCU06459
2	2	1	PECH_008424	NCU01230
2	2	1	PECH_008425	NCU02894
2	2	1	PECH_008428	NCU09419
2	2	1	PECH_008430	NCU06961
2	2	1	PECH_008434	NCU06389
2	2	1	PECH_008435	NCU09838
2	2	1	PECH_008436	NCU16972
2	2	1	PECH_008437	NCU01047
2	2	1	PECH_008438	NCU00127
2	2	1	PECH_008440	NCU00137
2	2	1	PECH_008442	NCU01240
2	2	1	PECH_008443	NCU01099
2	2	1	PECH_008445	NCU01189
2	2	1	PECH_008446	NCU10696
2	2	1	PECH_008449	NCU08067
2	2	1	PECH_008450	NCU02168
2	2	1	PECH_008452	NCU00973
2	2	1	PECH_008460	NCU01894
2	2	1	PECH_008461	NCU00556
2	2	1	PECH_008462	NCU08071
2	2	1	PECH_008463	NCU08070
2	2	1	PECH_008465	NCU00880
2	2	1	PECH_008466	NCU00879
2	2	1	PECH_008467	NCU07421
2	2	1	PECH_008468	NCU06429
2	2	1	PECH_008471	NCU03730
2	2	1	PECH_008473	NCU03731
2	2	1	PECH_008474	NCU00548
2	2	1	PECH_008475	NCU11186
2	2	1	PECH_008476	NCU00611
2	2	1	PECH_008477	NCU06386
2	2	1	PECH_008478	NCU04051
2	2	1	PECH_008479	NCU06846
2	2	1	PECH_008481	NCU04063
2	2	1	PECH_008482	NCU04062
2	2	1	PECH_008483	NCU07893
2	2	1	PECH_008484	NCU10518
2	2	1	PECH_008485	NCU02701
2	2	1	PECH_008486	NCU04754
2	2	1	PECH_008487	NCU04755
2	2	1	PECH_008488	NCU05622
2	2	1	PECH_008489	NCU07123
2	2	1	PECH_008491	NCU02639
2	2	1	PECH_008492	NCU03913
2	2	1	PECH_008494	NCU04814
2	2	1	PECH_008496	NCU04213
2	2	1	PECH_008497	NCU06217
2	2	1	PECH_008500	NCU04078
2	2	1	PECH_008505	NCU04016
2	2	1	PECH_008506	NCU04024
2	2	1	PECH_008507	NCU04022
2	2	1	PECH_008509	NCU05198
2	2	1	PECH_008512	NCU06153
2	2	1	PECH_008513	NCU05536
2	2	1	PECH_008514	NCU05485
2	2	1	PECH_008517	NCU03624
2	2	1	PECH_008518	NCU03804
2	2	1	PECH_008519	NCU03589
2	2	1	PECH_008520	NCU03588
2	2	1	PECH_008527	NCU07534
2	2	1	PECH_008528	NCU08685
2	2	1	PECH_008529	NCU00754
2	2	1	PECH_008530	NCU07535
2	2	1	PECH_008532	NCU08330
2	2	1	PECH_008535	NCU07771
2	2	1	PECH_008536	NCU03787
2	2	1	PECH_008538	NCU03786
2	2	1	PECH_008539	NCU01379
2	2	1	PECH_008541	NCU01377
2	2	1	PECH_008543	NCU05495
2	2	1	PECH_008544	NCU01171
2	2	1	PECH_008545	NCU01172
2	2	1	PECH_008548	NCU06687
2	2	1	PECH_008549	NCU09345
2	2	1	PECH_008551	NCU09615
2	2	1	PECH_008556	NCU06438
2	2	1	PECH_008557	NCU03793
2	2	1	PECH_008560	NCU04648
2	2	1	PECH_008561	NCU00293
2	2	1	PECH_008563	NCU03755
2	2	1	PECH_008565	NCU03584
2	2	1	PECH_008567	NCU04095
2	2	1	PECH_008568	NCU06310
2	2	1	PECH_008571	NCU01238
2	2	1	PECH_008572	NCU01236
2	2	1	PECH_008573	NCU07773
2	2	1	PECH_008574	NCU04654
2	2	1	PECH_008575	NCU09545
2	2	1	PECH_008576	NCU04202
2	2	1	PECH_008577	NCU04203
2	2	1	PECH_008578	NCU09543
2	2	1	PECH_008580	NCU01084
2	2	1	PECH_008582	NCU08892
2	2	1	PECH_008583	NCU08893
2	2	1	PECH_008584	NCU08894
2	2	1	PECH_008587	NCU07738
2	2	1	PECH_008588	NCU01100
2	2	1	PECH_008589	NCU01101
2	2	1	PECH_008590	NCU01102
2	2	1	PECH_008591	NCU07775
2	2	1	PECH_008592	NCU01083
2	2	1	PECH_008594	NCU07757
2	2	1	PECH_008595	NCU02200
2	2	1	PECH_008597	NCU08859
2	2	1	PECH_008598	NCU08889
2	2	1	PECH_008600	NCU04199
2	2	1	PECH_008601	NCU04099
2	2	1	PECH_008609	NCU01393
2	2	1	PECH_008610	NCU03801
2	2	1	PECH_008611	NCU09696
2	2	1	PECH_008612	NCU07795
2	2	1	PECH_008613	NCU07794
2	2	1	PECH_008614	NCU07793
2	2	1	PECH_008615	NCU08891
2	2	1	PECH_008616	NCU11395
2	2	1	PECH_008617	NCU04192
2	2	1	PECH_008618	NCU00700
2	2	1	PECH_008620	NCU08904
2	2	1	PECH_008621	NCU08903
2	2	1	PECH_008622	NCU01115
2	2	1	PECH_008626	NCU03623
2	2	1	PECH_008627	NCU01120
2	2	1	PECH_008628	NCU01119
2	2	1	PECH_008629	NCU01118
2	2	1	PECH_008631	NCU00300
2	2	1	PECH_008632	NCU05642
2	2	1	PECH_008633	NCU04196
2	2	1	PECH_008634	NCU03622
2	2	1	PECH_008640	NCU05383
2	2	1	PECH_008643	NCU09673
2	2	1	PECH_008645	NCU02147
2	2	1	PECH_008646	NCU09012
2	2	1	PECH_008655	NCU04190
2	2	1	PECH_008656	NCU00112
2	2	1	PECH_008657	NCU01211
2	2	1	PECH_008658	NCU09656
2	2	1	PECH_008659	NCU06550
2	2	1	PECH_008660	NCU08897
2	2	1	PECH_008661	NCU09003
2	2	1	PECH_008662	NCU06979
2	2	1	PECH_008663	NCU01955
2	2	1	PECH_008666	NCU10468
2	2	1	PECH_008667	NCU01370
2	2	1	PECH_008670	NCU01010
2	2	1	PECH_008671	NCU06383
2	2	1	PECH_008673	NCU06384
2	2	1	PECH_008674	NCU16793
2	2	1	PECH_008684	NCU09862
2	2	1	PECH_008685	NCU10063
2	2	1	PECH_008686	NCU04019
2	2	1	PECH_008688	NCU09866
2	2	1	PECH_008690	NCU04041
2	2	1	PECH_008691	NCU04040
2	2	1	PECH_008695	NCU04077
2	2	1	PECH_008697	NCU05948
2	2	1	PECH_008698	NCU05942
2	2	1	PECH_008699	NCU17058
2	2	1	PECH_008701	NCU05943
2	2	1	PECH_008702	NCU05645
2	2	1	PECH_008703	NCU05644
2	2	1	PECH_008711	NCU08784
2	2	1	PECH_008724	NCU09805
2	2	1	PECH_008725	NCU12058
2	2	1	PECH_008727	NCU09885
2	2	1	PECH_008734	NCU09575
2	2	1	PECH_008737	NCU02260
2	2	1	PECH_008738	NCU02273
2	2	1	PECH_008740	NCU09300
2	2	1	PECH_008742	NCU02334
2	2	1	PECH_008743	NCU02333
2	2	1	PECH_008744	NCU09025
2	2	1	PECH_008746	NCU02272
2	2	1	PECH_008748	NCU09058
2	2	1	PECH_008752	NCU06883
2	2	1	PECH_008753	NCU06150
2	2	1	PECH_008754	NCU03903
2	2	1	PECH_008756	NCU06102
2	2	1	PECH_008757	NCU09998
2	2	1	PECH_008758	NCU09996
2	2	1	PECH_008760	NCU09995
2	2	1	PECH_008764	NCU03935
2	2	1	PECH_008765	NCU03932
2	2	1	PECH_008766	NCU07971
2	2	1	PECH_008767	NCU07807
2	2	1	PECH_008768	NCU08579
2	2	1	PECH_008769	NCU03118
2	2	1	PECH_008771	NCU07283
2	2	1	PECH_008772	NCU07282
2	2	1	PECH_008773	NCU08578
2	2	1	PECH_008776	NCU09640
2	2	1	PECH_008791	NCU09391
2	2	1	PECH_008793	NCU07604
2	2	1	PECH_008795	NCU04334
2	2	1	PECH_008796	NCU07655
2	2	1	PECH_008797	NCU06611
2	2	1	PECH_008798	NCU08666
2	2	1	PECH_008799	NCU09207
2	2	1	PECH_008800	NCU06629
2	2	1	PECH_008801	NCU06630
2	2	1	PECH_008803	NCU07089
2	2	1	PECH_008804	NCU06576
2	2	1	PECH_008805	NCU08924
2	2	1	PECH_008806	NCU11176
2	2	1	PECH_008807	NCU08850
2	2	1	PECH_008808	NCU05404
2	2	1	PECH_008809	NCU03735
2	2	1	PECH_008810	NCU03629
2	2	1	PECH_008812	NCU06605
2	2	1	PECH_008813	NCU09741
2	2	1	PECH_008814	NCU09740
2	2	1	PECH_008815	NCU06559
2	2	1	PECH_008816	NCU06866
2	2	1	PECH_008818	NCU02249
2	2	1	PECH_008819	NCU09709
2	2	1	PECH_008820	NCU06943
2	2	1	PECH_008823	NCU04548
2	2	1	PECH_008824	NCU02283
2	2	1	PECH_008825	NCU06113
2	2	1	PECH_008826	NCU02274
2	2	1	PECH_008828	NCU02252
2	2	1	PECH_008829	NCU06941
2	2	1	PECH_008830	NCU06942
2	2	1	PECH_008831	NCU02411
2	2	1	PECH_008832	NCU02401
2	2	1	PECH_008834	NCU02259
2	2	1	PECH_008835	NCU09707
2	2	1	PECH_008836	NCU09708
2	2	1	PECH_008837	NCU09710
2	2	1	PECH_008839	NCU02237
2	2	1	PECH_008841	NCU09301
2	2	1	PECH_008842	NCU02296
2	2	1	PECH_008843	NCU02304
2	2	1	PECH_008844	NCU02264
2	2	1	PECH_008847	NCU00563
2	2	1	PECH_008848	NCU00564
2	2	1	PECH_008849	NCU09559
2	2	1	PECH_008850	NCU07196
2	2	1	PECH_008853	NCU05859
2	2	1	PECH_008857	NCU06737
2	2	1	PECH_008858	NCU01846
2	2	1	PECH_008859	NCU11426
2	2	1	PECH_008860	NCU04644
2	2	1	PECH_008861	NCU06749
2	2	1	PECH_008862	NCU06748
2	2	1	PECH_008865	NCU01553
2	2	1	PECH_008866	NCU04098
2	2	1	PECH_008867	NCU04289
2	2	1	PECH_008869	NCU04307
2	2	1	PECH_008871	NCU08930
2	2	1	PECH_008872	NCU08949
2	2	1	PECH_008873	NCU04602
2	2	1	PECH_008874	NCU03952
2	2	1	PECH_008876	NCU03953
2	2	1	PECH_008877	NCU12111
2	2	1	PECH_008878	NCU04010
2	2	1	PECH_008879	NCU04007
2	2	1	PECH_008885	NCU05064
2	2	1	PECH_008887	NCU04605
2	2	1	PECH_008888	NCU01421
2	2	1	PECH_008889	NCU02230
2	2	1	PECH_008890	NCU02255
2	2	1	PECH_008891	NCU02256
2	2	1	PECH_008892	NCU06722
2	2	1	PECH_008893	NCU04246
2	2	1	PECH_008894	NCU04245
2	2	1	PECH_008896	NCU00728
2	2	1	PECH_008900	NCU03057
2	2	1	PECH_008902	NCU09048
2	2	1	PECH_008903	NCU05813
2	2	1	PECH_008906	NCU04109
2	2	1	PECH_008907	NCU04110
2	2	1	PECH_008908	NCU01480
2	2	1	PECH_008909	NCU06418
2	2	1	PECH_008911	NCU03648
2	2	1	PECH_008912	NCU00225
2	2	1	PECH_008913	NCU00223
2	2	1	PECH_008919	NCU05733
2	2	1	PECH_008920	NCU03571
2	2	1	PECH_008922	NCU02358
2	2	1	PECH_008923	NCU02400
2	2	1	PECH_008924	NCU09700
2	2	1	PECH_008926	NCU08190
2	2	1	PECH_008928	NCU01220
2	2	1	PECH_008931	NCU03667
2	2	1	PECH_008932	NCU01219
2	2	1	PECH_008933	NCU01218
2	2	1	PECH_008934	NCU03565
2	2	1	PECH_008939	NCU02357
2	2	1	PECH_008940	NCU10311
2	2	1	PECH_008941	NCU04552
2	2	1	PECH_008944	NCU00377
2	2	1	PECH_008946	NCU00025
2	2	1	PECH_008947	NCU04121
2	2	1	PECH_008948	NCU04144
2	2	1	PECH_008953	NCU01221
2	2	1	PECH_008955	NCU00129
2	2	1	PECH_008956	NCU01216
2	2	1	PECH_008957	NCU04133
2	2	1	PECH_000006	NCU04251
2	2	1	PECH_008965	NCU10129
2	2	1	PECH_008978	NCU05000
2	2	1	PECH_008981	NCU05005
2	2	1	PECH_008983	NCU01127
2	2	1	PECH_008984	NCU11341
2	2	1	PECH_008986	NCU00202
2	2	1	PECH_008989	NCU09774
2	2	1	PECH_008990	NCU02335
2	2	1	PECH_008996	NCU09310
2	2	1	PECH_008998	NCU00133
2	2	1	PECH_008999	NCU08297
2	2	1	PECH_000005	NCU11375
2	2	1	PECH_009002	NCU07485
2	2	1	PECH_009003	NCU05319
2	2	1	PECH_009009	NCU08278
2	2	1	PECH_009010	NCU04232
2	2	1	PECH_009011	NCU04944
2	2	1	PECH_009012	NCU04945
2	2	1	PECH_009013	NCU04465
2	2	1	PECH_009015	NCU09520
2	2	1	PECH_009019	NCU11322
2	2	1	PECH_009020	NCU02668
2	2	1	PECH_009022	NCU11321
2	2	1	PECH_009023	NCU08004
2	2	1	PECH_009025	NCU07313
2	2	1	PECH_009029	NCU00762
2	2	1	PECH_009031	NCU05267
2	2	1	PECH_009034	NCU04242
2	2	1	PECH_009035	NCU10893
2	2	1	PECH_009036	NCU04553
1	1	0	*	NCU00003
1	1	0	*	NCU00004
1	1	0	*	NCU00005
1	1	0	*	NCU00009
1	1	0	*	NCU00011
1	1	0	*	NCU00013
1	1	0	*	NCU00014
1	1	0	*	NCU00022
1	1	0	*	NCU00024
1	1	0	*	NCU00026
1	1	0	*	NCU00031
1	1	0	*	NCU00039
1	1	0	*	NCU00047
1	1	0	*	NCU00048
1	1	0	*	NCU00051
1	1	0	*	NCU00054
1	1	0	*	NCU00061
1	1	0	*	NCU00069
1	1	0	*	NCU00071
1	1	0	*	NCU00074
1	1	0	*	NCU00079
1	1	0	*	NCU00082
1	1	0	*	NCU00084
1	1	0	*	NCU00085
1	1	0	*	NCU00086
1	1	0	*	NCU00093
1	1	0	*	NCU00096
1	1	0	*	NCU00097
1	1	0	*	NCU00099
1	1	0	*	NCU00100
1	1	0	*	NCU00103
1	1	0	*	NCU00110
1	1	0	*	NCU00111
1	1	0	*	NCU00118
1	1	0	*	NCU00123
1	1	0	*	NCU00124
1	1	0	*	NCU00125
1	1	0	*	NCU00126
1	1	0	*	NCU00128
1	1	0	*	NCU00138
1	1	0	*	NCU00142
1	1	0	*	NCU00143
1	1	0	*	NCU00144
1	1	0	*	NCU00149
1	1	0	*	NCU00175
1	1	0	*	NCU00176
1	1	0	*	NCU00179
1	1	0	*	NCU00184
1	1	0	*	NCU00185
1	1	0	*	NCU00186
1	1	0	*	NCU00189
1	1	0	*	NCU00192
1	1	0	*	NCU00197
1	1	0	*	NCU00201
1	1	0	*	NCU00208
1	1	0	*	NCU00220
1	1	0	*	NCU00221
1	1	0	*	NCU00224
1	1	0	*	NCU00229
1	1	0	*	NCU00231
1	1	0	*	NCU00233
1	1	0	*	NCU00234
1	1	0	*	NCU00238
1	1	0	*	NCU00240
1	1	0	*	NCU00241
1	1	0	*	NCU00244
1	1	0	*	NCU00245
1	1	0	*	NCU00246
1	1	0	*	NCU00247
1	1	0	*	NCU00248
1	1	0	*	NCU00249
1	1	0	*	NCU00250
1	1	0	*	NCU00252
1	1	0	*	NCU00254
1	1	0	*	NCU00259
1	1	0	*	NCU00262
1	1	0	*	NCU00263
1	1	0	*	NCU00264
1	1	0	*	NCU00265
1	1	0	*	NCU00267
1	1	0	*	NCU00268
1	1	0	*	NCU00271
1	1	0	*	NCU00275
1	1	0	*	NCU00277
1	1	0	*	NCU00278
1	1	0	*	NCU00281
1	1	0	*	NCU00282
1	1	0	*	NCU00283
1	1	0	*	NCU00284
1	1	0	*	NCU00285
1	1	0	*	NCU00287
1	1	0	*	NCU00288
1	1	0	*	NCU00291
1	1	0	*	NCU00296
1	1	0	*	NCU00297
1	1	0	*	NCU00307
1	1	0	*	NCU00309
1	1	0	*	NCU00312
1	1	0	*	NCU00313
1	1	0	*	NCU00314
1	1	0	*	NCU00318
1	1	0	*	NCU00319
1	1	0	*	NCU00321
1	1	0	*	NCU00322
1	1	0	*	NCU00327
1	1	0	*	NCU00329
1	1	0	*	NCU00331
1	1	0	*	NCU00339
1	1	0	*	NCU00343
1	1	0	*	NCU00344
1	1	0	*	NCU00349
1	1	0	*	NCU00353
1	1	0	*	NCU00354
1	1	0	*	NCU00362
1	1	0	*	NCU00363
1	1	0	*	NCU00365
1	1	0	*	NCU00367
1	1	0	*	NCU00368
1	1	0	*	NCU00370
1	1	0	*	NCU00375
1	1	0	*	NCU00380
1	1	0	*	NCU00384
1	1	0	*	NCU00386
1	1	0	*	NCU00388
1	1	0	*	NCU00391
1	1	0	*	NCU00399
1	1	0	*	NCU00400
1	1	0	*	NCU00401
1	1	0	*	NCU00403
1	1	0	*	NCU00408
1	1	0	*	NCU00423
1	1	0	*	NCU00425
1	1	0	*	NCU00426
1	1	0	*	NCU00437
1	1	0	*	NCU00438
1	1	0	*	NCU00439
1	1	0	*	NCU00442
1	1	0	*	NCU00448
1	1	0	*	NCU00449
1	1	0	*	NCU00454
1	1	0	*	NCU00462
1	1	0	*	NCU00471
1	1	0	*	NCU00474
1	1	0	*	NCU00483
1	1	0	*	NCU00485
1	1	0	*	NCU00486
1	1	0	*	NCU00491
1	1	0	*	NCU00492
1	1	0	*	NCU00496
1	1	0	*	NCU00500
1	1	0	*	NCU00503
1	1	0	*	NCU00509
1	1	0	*	NCU00510
1	1	0	*	NCU00515
1	1	0	*	NCU00516
1	1	0	*	NCU00524
1	1	0	*	NCU00525
1	1	0	*	NCU00526
1	1	0	*	NCU00529
1	1	0	*	NCU00530
1	1	0	*	NCU00531
1	1	0	*	NCU00532
1	1	0	*	NCU00533
1	1	0	*	NCU00534
1	1	0	*	NCU00538
1	1	0	*	NCU00545
1	1	0	*	NCU00550
1	1	0	*	NCU00557
1	1	0	*	NCU00558
1	1	0	*	NCU00559
1	1	0	*	NCU00561
1	1	0	*	NCU00572
1	1	0	*	NCU00574
1	1	0	*	NCU00576
1	1	0	*	NCU00582
1	1	0	*	NCU00583
1	1	0	*	NCU00592
1	1	0	*	NCU00594
1	1	0	*	NCU00595
1	1	0	*	NCU00597
1	1	0	*	NCU00598
1	1	0	*	NCU00603
1	1	0	*	NCU00604
1	1	0	*	NCU00607
1	1	0	*	NCU00616
1	1	0	*	NCU00619
1	1	0	*	NCU00627
1	1	0	*	NCU00630
1	1	0	*	NCU00633
1	1	0	*	NCU00638
1	1	0	*	NCU00640
1	1	0	*	NCU00645
1	1	0	*	NCU00652
1	1	0	*	NCU00653
1	1	0	*	NCU00654
1	1	0	*	NCU00658
1	1	0	*	NCU00663
1	1	0	*	NCU00666
1	1	0	*	NCU00674
1	1	0	*	NCU00678
1	1	0	*	NCU00679
1	1	0	*	NCU00688
1	1	0	*	NCU00689
1	1	0	*	NCU00691
1	1	0	*	NCU00694
1	1	0	*	NCU00695
1	1	0	*	NCU00697
1	1	0	*	NCU00698
1	1	0	*	NCU00704
1	1	0	*	NCU00708
1	1	0	*	NCU00709
1	1	0	*	NCU00716
1	1	0	*	NCU00718
1	1	0	*	NCU00719
1	1	0	*	NCU00724
1	1	0	*	NCU00730
1	1	0	*	NCU00733
1	1	0	*	NCU00738
1	1	0	*	NCU00739
1	1	0	*	NCU00740
1	1	0	*	NCU00744
1	1	0	*	NCU00745
1	1	0	*	NCU00746
1	1	0	*	NCU00747
1	1	0	*	NCU00748
1	1	0	*	NCU00749
1	1	0	*	NCU00751
1	1	0	*	NCU00752
1	1	0	*	NCU00756
1	1	0	*	NCU00757
1	1	0	*	NCU00758
1	1	0	*	NCU00759
1	1	0	*	NCU00760
1	1	0	*	NCU00763
1	1	0	*	NCU00764
1	1	0	*	NCU00766
1	1	0	*	NCU00772
1	1	0	*	NCU00773
1	1	0	*	NCU00774
1	1	0	*	NCU00776
1	1	0	*	NCU00779
1	1	0	*	NCU00781
1	1	0	*	NCU00783
1	1	0	*	NCU00786
1	1	0	*	NCU00787
1	1	0	*	NCU00788
1	1	0	*	NCU00795
1	1	0	*	NCU00796
1	1	0	*	NCU00797
1	1	0	*	NCU00798
1	1	0	*	NCU00800
1	1	0	*	NCU00802
1	1	0	*	NCU00804
1	1	0	*	NCU00806
1	1	0	*	NCU00807
1	1	0	*	NCU00817
1	1	0	*	NCU00818
1	1	0	*	NCU00819
1	1	0	*	NCU00822
1	1	0	*	NCU00826
1	1	0	*	NCU00827
1	1	0	*	NCU00831
1	1	0	*	NCU00833
1	1	0	*	NCU00834
1	1	0	*	NCU00835
1	1	0	*	NCU00839
1	1	0	*	NCU00840
1	1	0	*	NCU00841
1	1	0	*	NCU00842
1	1	0	*	NCU00844
1	1	0	*	NCU00845
1	1	0	*	NCU00846
1	1	0	*	NCU00847
1	1	0	*	NCU00849
1	1	0	*	NCU00850
1	1	0	*	NCU00851
1	1	0	*	NCU00853
1	1	0	*	NCU00854
1	1	0	*	NCU00855
1	1	0	*	NCU00856
1	1	0	*	NCU00857
1	1	0	*	NCU00859
1	1	0	*	NCU00861
1	1	0	*	NCU00862
1	1	0	*	NCU00867
1	1	0	*	NCU00868
1	1	0	*	NCU00869
1	1	0	*	NCU00870
1	1	0	*	NCU00871
1	1	0	*	NCU00872
1	1	0	*	NCU00873
1	1	0	*	NCU00874
1	1	0	*	NCU00875
1	1	0	*	NCU00876
1	1	0	*	NCU00877
1	1	0	*	NCU00878
1	1	0	*	NCU00882
1	1	0	*	NCU00883
1	1	0	*	NCU00884
1	1	0	*	NCU00885
1	1	0	*	NCU00886
1	1	0	*	NCU00887
1	1	0	*	NCU00893
1	1	0	*	NCU00900
1	1	0	*	NCU00906
1	1	0	*	NCU00907
1	1	0	*	NCU00912
1	1	0	*	NCU00922
1	1	0	*	NCU00926
1	1	0	*	NCU00929
1	1	0	*	NCU00932
1	1	0	*	NCU00934
1	1	0	*	NCU00935
1	1	0	*	NCU00939
1	1	0	*	NCU00940
1	1	0	*	NCU00941
1	1	0	*	NCU00943
1	1	0	*	NCU00946
1	1	0	*	NCU00947
1	1	0	*	NCU00948
1	1	0	*	NCU00949
1	1	0	*	NCU00955
1	1	0	*	NCU00957
1	1	0	*	NCU00960
1	1	0	*	NCU00961
1	1	0	*	NCU00964
1	1	0	*	NCU00967
1	1	0	*	NCU00968
1	1	0	*	NCU00970
1	1	0	*	NCU00975
1	1	0	*	NCU00976
1	1	0	*	NCU00977
1	1	0	*	NCU00980
1	1	0	*	NCU00984
1	1	0	*	NCU00986
1	1	0	*	NCU00987
1	1	0	*	NCU00989
1	1	0	*	NCU00990
1	1	0	*	NCU00992
1	1	0	*	NCU00995
1	1	0	*	NCU01003
1	1	0	*	NCU01005
1	1	0	*	NCU01007
1	1	0	*	NCU01009
1	1	0	*	NCU01011
1	1	0	*	NCU01012
1	1	0	*	NCU01015
1	1	0	*	NCU01019
1	1	0	*	NCU01024
1	1	0	*	NCU01025
1	1	0	*	NCU01026
1	1	0	*	NCU01027
1	1	0	*	NCU01032
1	1	0	*	NCU01033
1	1	0	*	NCU01034
1	1	0	*	NCU01038
1	1	0	*	NCU01042
1	1	0	*	NCU01043
1	1	0	*	NCU01044
1	1	0	*	NCU01045
1	1	0	*	NCU01048
1	1	0	*	NCU01049
1	1	0	*	NCU01050
1	1	0	*	NCU01051
1	1	0	*	NCU01052
1	1	0	*	NCU01053
1	1	0	*	NCU01054
1	1	0	*	NCU01056
1	1	0	*	NCU01058
1	1	0	*	NCU01060
1	1	0	*	NCU01061
1	1	0	*	NCU01063
1	1	0	*	NCU01064
1	1	0	*	NCU01071
1	1	0	*	NCU01073
1	1	0	*	NCU01074
1	1	0	*	NCU01075
1	1	0	*	NCU01076
1	1	0	*	NCU01077
1	1	0	*	NCU01078
1	1	0	*	NCU01079
1	1	0	*	NCU01080
1	1	0	*	NCU01081
1	1	0	*	NCU01082
1	1	0	*	NCU01085
1	1	0	*	NCU01087
1	1	0	*	NCU01088
1	1	0	*	NCU01090
1	1	0	*	NCU01091
1	1	0	*	NCU01092
1	1	0	*	NCU01094
1	1	0	*	NCU01096
1	1	0	*	NCU01097
1	1	0	*	NCU01098
1	1	0	*	NCU01103
1	1	0	*	NCU01105
1	1	0	*	NCU01106
1	1	0	*	NCU01109
1	1	0	*	NCU01112
1	1	0	*	NCU01113
1	1	0	*	NCU01122
1	1	0	*	NCU01124
1	1	0	*	NCU01134
1	1	0	*	NCU01135
1	1	0	*	NCU01136
1	1	0	*	NCU01144
1	1	0	*	NCU01145
1	1	0	*	NCU01149
1	1	0	*	NCU01151
1	1	0	*	NCU01153
1	1	0	*	NCU01156
1	1	0	*	NCU01158
1	1	0	*	NCU01159
1	1	0	*	NCU01173
1	1	0	*	NCU01176
1	1	0	*	NCU01182
1	1	0	*	NCU01191
1	1	0	*	NCU01193
1	1	0	*	NCU01196
1	1	0	*	NCU01204
1	1	0	*	NCU01208
1	1	0	*	NCU01209
1	1	0	*	NCU01212
1	1	0	*	NCU01214
1	1	0	*	NCU01223
1	1	0	*	NCU01233
1	1	0	*	NCU01245
1	1	0	*	NCU01248
1	1	0	*	NCU01253
1	1	0	*	NCU01260
1	1	0	*	NCU01261
1	1	0	*	NCU01262
1	1	0	*	NCU01268
1	1	0	*	NCU01270
1	1	0	*	NCU01281
1	1	0	*	NCU01283
1	1	0	*	NCU01288
1	1	0	*	NCU01289
1	1	0	*	NCU01291
1	1	0	*	NCU01292
1	1	0	*	NCU01294
1	1	0	*	NCU01297
1	1	0	*	NCU01298
1	1	0	*	NCU01299
1	1	0	*	NCU01301
1	1	0	*	NCU01303
1	1	0	*	NCU01304
1	1	0	*	NCU01306
1	1	0	*	NCU01308
1	1	0	*	NCU01309
1	1	0	*	NCU01310
1	1	0	*	NCU01311
1	1	0	*	NCU01313
1	1	0	*	NCU01314
1	1	0	*	NCU01319
1	1	0	*	NCU01325
1	1	0	*	NCU01326
1	1	0	*	NCU01329
1	1	0	*	NCU01334
1	1	0	*	NCU01336
1	1	0	*	NCU01341
1	1	0	*	NCU01346
1	1	0	*	NCU01347
1	1	0	*	NCU01349
1	1	0	*	NCU01350
1	1	0	*	NCU01351
1	1	0	*	NCU01353
1	1	0	*	NCU01355
1	1	0	*	NCU01357
1	1	0	*	NCU01358
1	1	0	*	NCU01366
1	1	0	*	NCU01373
1	1	0	*	NCU01374
1	1	0	*	NCU01375
1	1	0	*	NCU01382
1	1	0	*	NCU01383
1	1	0	*	NCU01385
1	1	0	*	NCU01390
1	1	0	*	NCU01391
1	1	0	*	NCU01392
1	1	0	*	NCU01394
1	1	0	*	NCU01396
1	1	0	*	NCU01400
1	1	0	*	NCU01403
1	1	0	*	NCU01404
1	1	0	*	NCU01407
1	1	0	*	NCU01408
1	1	0	*	NCU01410
