#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T000244_2.00	F007_2.00	TS12_2.00	.	.	PDE_07445	PDE_07445	Penicillium_oxalicum	N	AFT	AFT	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255582_2.00	F256_2.00	TS12_2.00	M08590_2.00	MS13_2.00	PDE_01919	PDE_01919	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	YPL089C_419	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M00178_2.00	MS02_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	Srf_3509	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M00684_2.00	MS10_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	pTH10822	PBM	CEPD	PBM	Narasimhan	2015	25905672	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M01558_2.00	MS63_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	Mcm1	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M02283_2.00	MS64_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	pTH5539	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M03341_2.00	MS33_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M03342_2.00	MS33_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M03915_2.00	MS45_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	bs_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M03916_2.00	MS45_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	bs_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M05553_2.00	MS62_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M05554_2.00	MS62_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M07981_2.00	MS18_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	GM12878_SRF_HudsonAlpha	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M07982_2.00	MS18_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	H1-hESC_SRF_HudsonAlpha	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M07983_2.00	MS18_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	HepG2_SRF_HudsonAlpha	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M07984_2.00	MS18_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	K562_SRF_HudsonAlpha	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M08458_2.00	MS31_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	MA0331.1	COMPILED	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M08589_2.00	MS13_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	YMR043W_831	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M09249_2.00	MS27_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M09254_2.00	MS27_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	SRF_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M09598_2.00	MS28_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	PUER-Srf_Sullivan_et_al.	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10947_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10948_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10949_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_03	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10950_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_09	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10951_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_C	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10952_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10953_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10954_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_Q5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10955_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_Q5_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10956_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	V$SRF_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10990_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	F$MCM1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10991_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	F$MCM1_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T255583_2.00	F256_2.00	TS12_2.00	M10992_2.00	MS59_2.00	PDE_03353	PDE_03353	Penicillium_oxalicum	I	MADS box	SRF-TF	1	0.7	F$MCM1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T260849_2.00	F259_2.00	TS12_2.00	.	.	PDE_06473	PDE_06473	Penicillium_oxalicum	N	MBD	MBD	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277436_2.00	F266_2.00	TS12_2.00	.	.	PDE_01795	PDE_01795	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277437_2.00	F266_2.00	TS12_2.00	.	.	PDE_01813	PDE_01813	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277438_2.00	F266_2.00	TS12_2.00	M02344_2.00	MS64_2.00	PDE_02360	PDE_02360	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH9662	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277439_2.00	F266_2.00	TS12_2.00	.	.	PDE_03008	PDE_03008	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277440_2.00	F266_2.00	TS12_2.00	.	.	PDE_03679	PDE_03679	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277441_2.00	F266_2.00	TS12_2.00	.	.	PDE_03981	PDE_03981	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277442_2.00	F266_2.00	TS12_2.00	.	.	PDE_05246	PDE_05246	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277443_2.00	F266_2.00	TS12_2.00	M01271_2.00	MS57_2.00	PDE_05251	PDE_05251	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pEX0237	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277443_2.00	F266_2.00	TS12_2.00	M01274_2.00	MS57_2.00	PDE_05251	PDE_05251	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH8908	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277444_2.00	F266_2.00	TS12_2.00	.	.	PDE_05411	PDE_05411	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277445_2.00	F266_2.00	TS12_2.00	.	.	PDE_06037	PDE_06037	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277446_2.00	F266_2.00	TS12_2.00	.	.	PDE_06488	PDE_06488	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277447_2.00	F266_2.00	TS12_2.00	M02698_2.00	MS31_2.00	PDE_06927	PDE_06927	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	MA0579.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277447_2.00	F266_2.00	TS12_2.00	M11037_2.00	MS59_2.00	PDE_06927	PDE_06927	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	P$CDC5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277447_2.00	F266_2.00	TS12_2.00	M11049_2.00	MS59_2.00	PDE_06927	PDE_06927	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	V$CDC5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277448_2.00	F266_2.00	TS12_2.00	M02345_2.00	MS64_2.00	PDE_07546	PDE_07546	Penicillium_oxalicum	I	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	pTH8965	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277449_2.00	F266_2.00	TS12_2.00	.	.	PDE_09744	PDE_09744	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T277450_2.00	F266_2.00	TS12_2.00	.	.	PDE_09981	PDE_09981	Penicillium_oxalicum	N	Myb/SANT	Myb_DNA-binding	1	0.660512459559739	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T300003_2.00	F275_2.00	TS12_2.00	.	.	PDE_00973	PDE_00973	Penicillium_oxalicum	N	Ndt80/PhoG	NDT80_PhoG	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T300004_2.00	F275_2.00	TS12_2.00	.	.	PDE_03754	PDE_03754	Penicillium_oxalicum	N	Ndt80/PhoG	NDT80_PhoG	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T300747_2.00	F276_2.00	TS12_2.00	.	.	PDE_00588	PDE_00588	Penicillium_oxalicum	N	NFX	zf-NF-X1	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T312021_2.00	F281_2.00	TS12_2.00	.	.	PDE_09174	PDE_09174	Penicillium_oxalicum	N	Paired box	PAX	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T313981_2.00	F282_2.00	TS12_2.00	.	.	PDE_05815	PDE_05815	Penicillium_oxalicum	N	Pipsqueak	HTH_psq	1	0.777777777778	.	.	.	.	.	.	.	.	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T313982_2.00	F282_2.00	TS12_2.00	.	.	PDE_06578	PDE_06578	Penicillium_oxalicum	N	Pipsqueak	HTH_psq	1	0.777777777778	.	.	.	.	.	.	.	.	SequenceIdentity	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M00066_2.00	MS01_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX1_4537	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M00188_2.00	MS02_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	Rfx3_3961	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M00709_2.00	MS10_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH10021	PBM	CEPD	PBM	Narasimhan	2015	25905672	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02447_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9223	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02449_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9194	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02450_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9269	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02451_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9385	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02452_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH8587	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02453_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9226	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02455_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9285	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02456_2.00	MS64_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	pTH9199	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M02750_2.00	MS32_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_dimer	SELEX	Jolma2010	SELEX	Jolma	2010	20378718	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M03452_2.00	MS33_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M03453_2.00	MS33_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M03463_2.00	MS33_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	Rfx3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05715_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05716_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05717_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05718_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05723_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M05724_2.00	MS62_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M07494_2.00	MS31_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	MA0365.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M08162_2.00	MS31_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	MA0509.1	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M08600_2.00	MS13_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	YLR176C_1478	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M08601_2.00	MS13_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	YLR176C_496	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M09361_2.00	MS27_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
